domain,variable,scenario,region,year,value,unit,branch_leaf,branch_path
power,Generation,AMS Target Scenario,Cambodia,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Cambodia,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Cambodia,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Cambodia,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Cambodia,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Indonesia,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Indonesia,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Indonesia,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Indonesia,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Indonesia,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Indonesia,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Laos,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Laos,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Laos,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Laos,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Laos,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Laos,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Malaysia,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Malaysia,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Malaysia,2030,0.23652000000000012,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Malaysia,2040,0.2365200000000001,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Malaysia,2050,0.23652000000000012,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Malaysia,2060,0.23652000000000012,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Myanmar,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Myanmar,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Myanmar,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Myanmar,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Myanmar,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Myanmar,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Philippines,2010,9.928999999999998,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Philippines,2020,10.756815175999993,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Philippines,2030,12.275486938944011,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Philippines,2040,14.464926298943992,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Philippines,2050,15.159138778944005,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Philippines,2060,15.159138778944005,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Singapore,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Singapore,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Singapore,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Singapore,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Singapore,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Singapore,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Thailand,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Thailand,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Thailand,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Thailand,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Thailand,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Thailand,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Vietnam,2010,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Vietnam,2020,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Vietnam,2030,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Vietnam,2040,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Vietnam,2050,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Vietnam,2060,0.0,TWh,Geothermal Flash,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash
power,Generation,AMS Target Scenario,Brunei,2010,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Brunei,2020,0.0009831020000000002,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Brunei,2030,0.7068835317102001,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Brunei,2040,1.4662928764302,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Brunei,2050,1.5928611005501998,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Brunei,2060,1.5928611005501998,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Cambodia,2010,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Cambodia,2020,0.28999999999999987,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Cambodia,2030,8.224559499226201,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Cambodia,2040,16.507791894586198,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Cambodia,2050,18.49046640073957,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Cambodia,2060,19.9774722803546,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Indonesia,2010,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Indonesia,2020,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Indonesia,2030,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Indonesia,2040,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Indonesia,2050,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Indonesia,2060,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Laos,2010,0.0006600000000000003,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Laos,2020,0.06157807899999998,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Laos,2030,1.0213207561992,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Laos,2040,6.513018425063461,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Laos,2050,7.5707149890176995,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Laos,2060,4.66204943814354,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Malaysia,2010,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Malaysia,2020,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Malaysia,2030,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Malaysia,2040,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Malaysia,2050,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Malaysia,2060,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Myanmar,2010,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Myanmar,2020,0.105403,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Myanmar,2030,0.38474412048599993,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Myanmar,2040,2.903069272758,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Myanmar,2050,5.001673566317999,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Myanmar,2060,4.37209227825,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Philippines,2010,0.0012999999999999997,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Philippines,2020,1.3726044929999996,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Philippines,2030,14.162535115466111,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Philippines,2040,45.50777514408752,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Philippines,2050,79.80321328987382,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Philippines,2060,79.80321328987382,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Singapore,2010,0.005,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Singapore,2020,0.49899999999999994,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Singapore,2030,3.1403448696655625,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Singapore,2040,24.900268510015007,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Singapore,2050,29.409726369692677,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Singapore,2060,17.0266119296254,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Thailand,2010,0.022999999999999996,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Thailand,2020,4.773459471,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Thailand,2030,13.909266526755596,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Thailand,2040,74.91569207207085,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Thailand,2050,111.68646581567477,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Thailand,2060,118.41914269830644,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Vietnam,2010,0.0,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Vietnam,2020,10.281000000000002,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Vietnam,2030,62.488120142703565,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Vietnam,2040,106.06275271757333,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Vietnam,2050,192.03609992815467,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Vietnam,2060,192.03609992815467,TWh,Solar PV,Transformation\Centralized Electricity Generation\Processes\Solar PV
power,Generation,AMS Target Scenario,Brunei,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Brunei,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Brunei,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Brunei,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Brunei,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Brunei,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Cambodia,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Cambodia,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Cambodia,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Cambodia,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Cambodia,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Cambodia,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Indonesia,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Indonesia,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Indonesia,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Indonesia,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Indonesia,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Indonesia,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Laos,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Laos,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Laos,2030,0.8744184556499999,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Laos,2040,1.5249857866536,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Laos,2050,1.5249857866536,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Laos,2060,1.5249857866536,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Malaysia,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Malaysia,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Malaysia,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Malaysia,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Malaysia,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Malaysia,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Myanmar,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Myanmar,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Myanmar,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Myanmar,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Myanmar,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Myanmar,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Philippines,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Philippines,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Philippines,2030,0.147591901359,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Philippines,2040,6.559640060399999,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Philippines,2050,6.559640060399999,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Philippines,2060,6.559640060399999,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Singapore,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Singapore,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Singapore,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Singapore,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Singapore,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Singapore,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Thailand,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Thailand,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Thailand,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Thailand,2040,13.50054558101389,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Thailand,2050,21.57217884180499,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Thailand,2060,23.05008352335829,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Vietnam,2010,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Vietnam,2020,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Vietnam,2030,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Vietnam,2040,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Vietnam,2050,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Vietnam,2060,0.0,TWh,Solar Floating,Transformation\Centralized Electricity Generation\Processes\Solar Floating
power,Generation,AMS Target Scenario,Brunei,2010,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Brunei,2020,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Brunei,2030,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Brunei,2040,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Brunei,2050,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Brunei,2060,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Cambodia,2010,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Cambodia,2020,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Cambodia,2030,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Cambodia,2040,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Cambodia,2050,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Cambodia,2060,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Indonesia,2010,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Indonesia,2020,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Indonesia,2030,0.3363839999999998,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Indonesia,2040,0.3363839999999998,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Indonesia,2050,0.3363839999999998,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Indonesia,2060,0.3363839999999998,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Laos,2010,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Laos,2020,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Laos,2030,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Laos,2040,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Laos,2050,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Laos,2060,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Malaysia,2010,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Malaysia,2020,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Malaysia,2030,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Malaysia,2040,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Malaysia,2050,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
power,Generation,AMS Target Scenario,Malaysia,2060,0.0,TWh,Tidal,Transformation\Centralized Electricity Generation\Processes\Tidal
