r,t,region_name,tech_name,cat,renew,peak_GW,first_GW,last_GW,n_dips,biggest_dip_GW,biggest_pos_delta_GW,pulse_ratio,monotone_increasing
R11,P16040,Thailand,HVO Renewable Diesel,Diesel,False,1.390799058008432,0.032051395790954035,1.390799058008432,0,0.0,0.2858343160278111,1.430494841050234,True
R11,P16068,Thailand,All Mines,Other,False,0.09846153846153849,0.09846153846153845,0.09846153846153845,0,0.0,4.163336342344337e-17,1.0,True
R11,P16166,Thailand,Sugarcane,Other,False,2204675.6271073264,2204675.6271073264,2204675.6271073264,0,0.0,0.0,,True
R11,P16170,Thailand,Cassava,Other,False,6128552.85434279,6128552.85434279,6128552.85434279,0,0.0,0.0,,True
R11,P19874,Thailand,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P19878,Thailand,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P19882,Thailand,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P19886,Thailand,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P2516,Thailand,Electricity,Other,False,69.13095157830334,23.76734831844374,69.13095157830334,0,0.0,9.171889684864908,1.284124183722297,True
R11,P2641,Thailand,Electricity,Other,False,65.67440399938819,22.578980902521554,65.67440399938819,0,0.0,21.234475123246206,3.129436385038861,True
R11,P2720,Thailand,Coal Subcritical,Coal,False,6.140000000000001,6.140000000000001,6.140000000000001,0,0.0,0.0,,True
R11,P2776,Thailand,Diesel,Diesel,False,0.065,0.065,0.065,0,0.0,0.0,,True
R11,P2831,Thailand,Gas Combined Cycle,Gas,False,98.5114941204784,38.06,98.5114941204784,0,0.0,16.118119845092608,1.1426419175062952,True
R11,P3012,Thailand,Coal Supercritical,Coal,False,0.06,0.06,0.06,0,0.0,0.0,,True
R11,P6126,Thailand,Molasses,Other,False,30445308.47480804,30445308.47480804,30445308.47480804,0,0.0,0.0,,True
R11,P6131,Thailand,FAME Biodiesel,Diesel,False,3130666.6952054803,3130666.6952054803,3130666.6952054803,0,0.0,0.0,,True
R12,P19874,Myanmar,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P19878,Myanmar,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P19882,Myanmar,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P19886,Myanmar,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P2521,Myanmar,Natural Gas,Other,False,17.719104401428215,17.019473082512054,17.719104401428215,0,0.0,0.16060372484727026,1.8231644767073218,True
R12,P2605,Myanmar,Natural Gas,Other,False,19.687893779364686,18.910525647235612,19.687893779364686,0,0.0,0.178448583163636,1.8231644767073607,True
R12,P2720,Myanmar,Coal Subcritical,Coal,False,0.19,0.19,0.19,0,0.0,0.0,,True
R12,P2776,Myanmar,Diesel,Diesel,False,0.180739,0.180739,0.180739,0,0.0,0.0,,True
R12,P2808,Myanmar,Gas Turbine,Gas,False,1.1248,1.1248,1.1248,0,0.0,0.0,,True
R12,P2831,Myanmar,Gas Combined Cycle,Gas,False,5.595761193481926,1.0335999999999999,5.595761193481926,0,0.0,1.1500000000000057,1.0000000000000184,True
R12,P2858,Myanmar,Gas Engine,Gas,False,0.8816,0.8816,0.8816,0,0.0,0.0,,True
R13,P16110,Laos,All Mines,Other,False,0.5773047031963469,0.5773047031963467,0.5773047031963469,0,0.0,2.220446049250313e-16,1.3333333333333333,True
R13,P19874,Laos,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P19878,Laos,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P19882,Laos,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P19886,Laos,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P2516,Laos,Electricity,Other,False,6.92349701364884,4.961170500272449,6.92349701364884,0,0.0,0.593964591017289,1.8041498955854962,True
R13,P2641,Laos,Electricity,Other,False,6.300382282420444,4.543368125932412,6.300382282420444,0,0.0,0.5405077778257343,1.6375786462449433,True
R13,P2720,Laos,Coal Subcritical,Coal,False,4.2780000000000005,1.8780000000000001,4.2780000000000005,0,0.0,2.4000000000000004,,True
R14,P19874,Vietnam,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P19878,Vietnam,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P19882,Vietnam,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P19886,Vietnam,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P2516,Vietnam,Electricity,Other,False,78.23486566639785,23.694098822079322,78.23486566639785,0,0.0,10.909526911367777,1.2710466502019109,True
R14,P2521,Vietnam,Natural Gas,Other,False,28.67996817380599,11.65600025407396,28.67996817380599,0,0.0,3.2729868776039037,1.3487292335571737,True
R14,P2605,Vietnam,Natural Gas,Other,False,28.679968173806003,11.65600025407396,28.679968173806003,0,0.0,3.2729868776039037,1.3487292335571777,True
R14,P2641,Vietnam,Electricity,Other,False,73.37530698552955,23.59507401504783,73.37530698552955,0,0.0,20.205604397428175,2.2041783561610973,True
R14,P2720,Vietnam,Coal Subcritical,Coal,False,28.609,28.419,28.609,0,0.0,0.19000000000000128,,True
R14,P2831,Vietnam,Gas Combined Cycle,Gas,False,39.926,9.372,39.926,0,0.0,27.554000000000002,1.8036263664332002,True
R14,P3012,Vietnam,Coal Supercritical,Coal,False,24.916003,1.8,24.916003,0,0.0,10.842000000000002,2.4668933560090935,True
R15,P19874,Brunei,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P19878,Brunei,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P19882,Brunei,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P19886,Brunei,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P2521,Brunei,Natural Gas,Other,False,1.0501772010460872,1.0022342293314215,1.0501772010460872,0,0.0,0.013821808698996296,1.7120492462647388,True
R15,P2544,Brunei,All Refineries,Other,False,10.161066351982443,10.16106635198244,10.16106635198244,0,0.0,3.552713678800501e-15,,True
R15,P2589,Brunei,Natural Gas,Other,False,9.994365296831841,9.994365296831841,9.994365296831841,0,0.0,0.0,,True
R15,P2605,Brunei,Natural Gas,Other,False,1.0501772010460872,0.9045061822594318,1.0501772010460872,0,0.0,0.09772804707198968,8.594690361206585,True
R15,P2808,Brunei,Gas Turbine,Gas,False,0.66943,0.66943,0.66943,0,0.0,0.0,,True
R15,P3122,Brunei,Coal IGCC,Coal,False,0.254,0.254,0.254,0,0.0,0.0,,True
R16,P16146,Singapore,H2 Fuel Cell,Other,False,3.387522197122936,3.387522197122936,3.387522197122936,0,0.0,0.0,,True
R16,P19874,Singapore,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P19878,Singapore,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P19882,Singapore,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P19886,Singapore,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P2544,Singapore,All Refineries,Other,False,41.58529748533373,24.694288414598,41.58529748533373,0,0.0,3.418553535231325,1.4498848878266706,True
R16,P2641,Singapore,Electricity,Other,False,9.864141509323527,8.043623850313901,9.864141509323527,0,0.0,0.8225204649496618,2.0596529301473376,True
R16,P2831,Singapore,Gas Combined Cycle,Gas,False,12.084035958043316,1.0135714,12.084035958043316,0,0.0,5.067857,4.516958655513339,True
R17,P15103,Malaysia,PEM Electrolysis,Other,False,1.4579885511369017,0.028845326569232704,1.4579885511369017,0,0.0,0.33107230363104034,1.2307797139778405,True
R17,P16040,Malaysia,HVO Renewable Diesel,Diesel,False,2.208471043548317,0.028229932276444797,2.208471043548317,0,0.0,0.5247068736913851,1.979164616101415,True
R17,P19874,Malaysia,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P19878,Malaysia,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P19882,Malaysia,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P19886,Malaysia,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P21096,Malaysia,Coal Subcritical_MYPE,Coal,False,9.7028,9.7028,9.7028,0,0.0,0.0,,True
R17,P21163,Malaysia,Coal Subcritical_MYSR,Coal,False,1.054,1.054,1.054,0,0.0,0.0,,True
R17,P22337,Malaysia,Diesel_MYPE,Diesel,False,0.2447,0.2447,0.2447,0,0.0,0.0,,True
R17,P22354,Malaysia,Diesel_MYSR,Diesel,False,0.064,0.064,0.064,0,0.0,0.0,,True
R17,P22371,Malaysia,Diesel_MYSB,Diesel,False,0.08719999999999999,0.08719999999999999,0.08719999999999999,0,0.0,0.0,,True
R17,P2516,Malaysia,Electricity,Other,False,38.243628213899676,22.916968614507574,38.243628213899676,0,0.0,3.89075255210993,1.1511502138205727,True
R17,P2521,Malaysia,Natural Gas,Other,False,44.83184712811886,20.989523420005067,44.83184712811886,0,0.0,3.979792719472009,1.1356422761815705,True
R17,P2544,Malaysia,All Refineries,Other,False,36.38629429101344,26.77257189985937,36.38629429101344,0,0.0,2.690907618675439,2.0776134981305687,True
R17,P2589,Malaysia,Natural Gas,Other,False,42.401705479571646,42.401705479571646,42.401705479571646,0,0.0,0.0,,True
R17,P2605,Malaysia,Natural Gas,Other,False,44.83184712811886,20.989523420005067,44.83184712811886,0,0.0,3.9797927194720017,1.1356422761815685,True
R17,P2641,Malaysia,Electricity,Other,False,34.036829110370704,20.39610206691174,34.036829110370704,0,0.0,6.4708652656098025,2.1580129457349306,True
R17,P3067,Malaysia,Coal Ultrasupercritical,Coal,False,4.7953,3.3953,4.7953,0,0.0,1.4,,True
R17,P6131,Malaysia,FAME Biodiesel,Diesel,False,1699812.1575342468,1699812.1575342468,1699812.1575342468,0,0.0,0.0,,True
R19,P16166,Philippines,Sugarcane,Other,False,1342088.6484778726,1342088.6484778726,1342088.6484778726,0,0.0,0.0,,True
R19,P19874,Philippines,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P19878,Philippines,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P19882,Philippines,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P19886,Philippines,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P2516,Philippines,Electricity,Other,False,28.45140120148558,13.300304273652285,28.45140120148558,0,0.0,3.254946675287556,1.3953072905305854,True
R19,P2641,Philippines,Electricity,Other,False,25.739982666984005,12.032785276373222,25.739982666984005,0,0.0,3.0970891619435506,1.2273159621106755,True
R19,P2776,Philippines,Diesel,Diesel,False,3.456776,3.259836,3.456776,0,0.0,0.09847000000000028,1.0000000000000022,True
R19,P2831,Philippines,Gas Combined Cycle,Gas,False,21.275588,3.7315880000000003,21.275588,0,0.0,7.529999999999999,1.6894772268341933,True
R19,P6126,Philippines,Molasses,Other,False,8067119.810959387,8067119.810959387,8067119.810959387,0,0.0,0.0,,True
R19,P6131,Philippines,FAME Biodiesel,Diesel,False,7.134703196347035,7.134703196347035,7.134703196347035,0,0.0,0.0,,True
R20,P19874,Timor Leste,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P19878,Timor Leste,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P19882,Timor Leste,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P19886,Timor Leste,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P2516,Timor Leste,Electricity,Other,False,0.14048993804025675,0.07673870946659472,0.14048993804025675,0,0.0,0.018831273973542825,1.5810420719207723,True
R20,P2776,Timor Leste,Diesel,Diesel,False,0.28250000000000003,0.28250000000000003,0.28250000000000003,0,0.0,0.0,,True
R6,P14937,Cambodia,SMR,Other,False,0.581118594433663,0.00011198060847340673,0.581118594433663,0,0.0,0.3429001262433666,2.6932343362323805,True
R6,P15103,Cambodia,PEM Electrolysis,Other,False,0.21735462792426816,0.0077047408816824,0.17693292317743015,0,0.0,0.10687013719940326,1.525348096105112,True
R6,P19874,Cambodia,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P19878,Cambodia,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P19882,Cambodia,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P19886,Cambodia,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P2516,Cambodia,Electricity,Other,False,5.205036019970622,2.802286071557531,5.205036019970622,0,0.0,0.7862024695987446,1.1379802935243892,True
R6,P2521,Cambodia,Natural Gas,Other,False,1.0027565715431352,0.47412901892644216,1.0027565715431352,0,0.0,0.40868027541818425,3.410316384352004,True
R6,P2605,Cambodia,Natural Gas,Other,False,1.0027565715431355,0.4741290189264421,1.0027565715431355,0,0.0,0.40868027541818425,3.4103163843519977,True
R6,P2641,Cambodia,Electricity,Other,False,5.205036019970622,2.802286071557531,5.205036019970622,0,0.0,0.7862024695987446,1.1379802935243892,True
R6,P2720,Cambodia,Coal Subcritical,Coal,False,1.3,1.3,1.3,0,0.0,0.0,,True
R6,P2792,Cambodia,Fuel Oil,Fuel Oil,False,0.4,0.4,0.4,0,0.0,0.0,,True
