r,e,y,val,solvedtm,region_name,emission_name
R13,E1,2035,45557032.88916659,2026-05-13 13:38:49.789,Laos,Carbon Dioxide Biogenic
R14,E1,2035,32515149.354948424,2026-05-13 13:38:49.789,Vietnam,Carbon Dioxide Biogenic
R16,E1,2035,77954.63460105448,2026-05-13 13:38:49.789,Singapore,Carbon Dioxide Biogenic
R17,E1,2035,244809.3402839127,2026-05-13 13:38:49.789,Malaysia,Carbon Dioxide Biogenic
R19,E1,2035,150669022.05432376,2026-05-13 13:38:49.789,Philippines,Carbon Dioxide Biogenic
R20,E1,2035,14881590.845282087,2026-05-13 13:38:49.789,Timor Leste,Carbon Dioxide Biogenic
R6,E1,2035,337241.56121228484,2026-05-13 13:38:49.789,Cambodia,Carbon Dioxide Biogenic
R1,E13,2035,516972.314178856,2026-05-13 13:38:49.789,Indonesia,Sulfur Dioxide
R11,E13,2035,336966.57526461844,2026-05-13 13:38:49.789,Thailand,Sulfur Dioxide
R12,E13,2035,10613.211645096897,2026-05-13 13:38:49.789,Myanmar,Sulfur Dioxide
R13,E13,2035,96762.59809077479,2026-05-13 13:38:49.789,Laos,Sulfur Dioxide
R14,E13,2035,449403.4004895334,2026-05-13 13:38:49.789,Vietnam,Sulfur Dioxide
R15,E13,2035,32855.199218946575,2026-05-13 13:38:49.789,Brunei,Sulfur Dioxide
R16,E13,2035,28286.964402159207,2026-05-13 13:38:49.789,Singapore,Sulfur Dioxide
R17,E13,2035,420397.61523862614,2026-05-13 13:38:49.789,Malaysia,Sulfur Dioxide
R19,E13,2035,347016.5191422472,2026-05-13 13:38:49.789,Philippines,Sulfur Dioxide
R20,E13,2035,820.891618495927,2026-05-13 13:38:49.789,Timor Leste,Sulfur Dioxide
R6,E13,2035,20819.882714880812,2026-05-13 13:38:49.789,Cambodia,Sulfur Dioxide
R1,E15,2035,14096.059345372018,2026-05-13 13:38:49.789,Indonesia,Ammonia
R11,E15,2035,5990.101073064362,2026-05-13 13:38:49.789,Thailand,Ammonia
R12,E15,2035,2681.8469472853303,2026-05-13 13:38:49.789,Myanmar,Ammonia
R13,E15,2035,1926.6210085008338,2026-05-13 13:38:49.789,Laos,Ammonia
R14,E15,2035,5201.054078123105,2026-05-13 13:38:49.789,Vietnam,Ammonia
R15,E15,2035,742.2972138165195,2026-05-13 13:38:49.789,Brunei,Ammonia
R16,E15,2035,973.3669294238675,2026-05-13 13:38:49.789,Singapore,Ammonia
R17,E15,2035,5720.664279050277,2026-05-13 13:38:49.789,Malaysia,Ammonia
R19,E15,2035,6709.3669809845605,2026-05-13 13:38:49.789,Philippines,Ammonia
R20,E15,2035,550.0487613088976,2026-05-13 13:38:49.789,Timor Leste,Ammonia
R6,E15,2035,85.4102371677142,2026-05-13 13:38:49.789,Cambodia,Ammonia
R1,E16,2035,17158.081809223208,2026-05-13 13:38:49.789,Indonesia,Particulates PM2pt5
R11,E16,2035,29335.51899773443,2026-05-13 13:38:49.789,Thailand,Particulates PM2pt5
R12,E16,2035,6524.191275663444,2026-05-13 13:38:49.789,Myanmar,Particulates PM2pt5
R13,E16,2035,12255.760756944335,2026-05-13 13:38:49.789,Laos,Particulates PM2pt5
R14,E16,2035,43664.43334963657,2026-05-13 13:38:49.789,Vietnam,Particulates PM2pt5
R15,E16,2035,2383.65336403951,2026-05-13 13:38:49.789,Brunei,Particulates PM2pt5
R16,E16,2035,11270.963590250156,2026-05-13 13:38:49.789,Singapore,Particulates PM2pt5
R17,E16,2035,10318.186733031678,2026-05-13 13:38:49.789,Malaysia,Particulates PM2pt5
R19,E16,2035,43951.12717860205,2026-05-13 13:38:49.789,Philippines,Particulates PM2pt5
R20,E16,2035,4123.761361097609,2026-05-13 13:38:49.789,Timor Leste,Particulates PM2pt5
R6,E16,2035,610.828124891213,2026-05-13 13:38:49.789,Cambodia,Particulates PM2pt5
R1,E18,2035,2869.0527859883823,2026-05-13 13:38:49.789,Indonesia,Black Carbon
R11,E18,2035,2291.0490899828715,2026-05-13 13:38:49.789,Thailand,Black Carbon
R12,E18,2035,1815.5143936416416,2026-05-13 13:38:49.789,Myanmar,Black Carbon
R13,E18,2035,1842.6702911761552,2026-05-13 13:38:49.789,Laos,Black Carbon
R14,E18,2035,2137.5944546836968,2026-05-13 13:38:49.789,Vietnam,Black Carbon
R15,E18,2035,132.29027218049316,2026-05-13 13:38:49.789,Brunei,Black Carbon
R16,E18,2035,1344.1710053751076,2026-05-13 13:38:49.789,Singapore,Black Carbon
R17,E18,2035,750.8895447549286,2026-05-13 13:38:49.789,Malaysia,Black Carbon
R19,E18,2035,7847.6412814442565,2026-05-13 13:38:49.789,Philippines,Black Carbon
R20,E18,2035,516.6362170601328,2026-05-13 13:38:49.789,Timor Leste,Black Carbon
R6,E18,2035,58.477517419940796,2026-05-13 13:38:49.789,Cambodia,Black Carbon
R1,E19,2035,3646.746294492832,2026-05-13 13:38:49.789,Indonesia,Organic Carbon
R11,E19,2035,4967.062227420144,2026-05-13 13:38:49.789,Thailand,Organic Carbon
R12,E19,2035,3290.1821910171557,2026-05-13 13:38:49.789,Myanmar,Organic Carbon
R13,E19,2035,5320.910169914894,2026-05-13 13:38:49.789,Laos,Organic Carbon
R14,E19,2035,2851.090904175119,2026-05-13 13:38:49.789,Vietnam,Organic Carbon
R15,E19,2035,0.38219965857827826,2026-05-13 13:38:49.789,Brunei,Organic Carbon
R16,E19,2035,3903.406995569936,2026-05-13 13:38:49.789,Singapore,Organic Carbon
R17,E19,2035,279.1156279871274,2026-05-13 13:38:49.789,Malaysia,Organic Carbon
R19,E19,2035,17928.7448755765,2026-05-13 13:38:49.789,Philippines,Organic Carbon
R20,E19,2035,1792.4532464908762,2026-05-13 13:38:49.789,Timor Leste,Organic Carbon
R6,E19,2035,93.90475493153149,2026-05-13 13:38:49.789,Cambodia,Organic Carbon
R1,E2,2035,309193063.1524883,2026-05-13 13:38:49.789,Indonesia,Carbon Dioxide
R11,E2,2035,197799119.01716825,2026-05-13 13:38:49.789,Thailand,Carbon Dioxide
R12,E2,2035,37535604.1362691,2026-05-13 13:38:49.789,Myanmar,Carbon Dioxide
R13,E2,2035,14599391.947834622,2026-05-13 13:38:49.789,Laos,Carbon Dioxide
R14,E2,2035,174795504.0325742,2026-05-13 13:38:49.789,Vietnam,Carbon Dioxide
R15,E2,2035,30204741.580885455,2026-05-13 13:38:49.789,Brunei,Carbon Dioxide
R16,E2,2035,184003946.31927535,2026-05-13 13:38:49.789,Singapore,Carbon Dioxide
R17,E2,2035,235398776.4447282,2026-05-13 13:38:49.789,Malaysia,Carbon Dioxide
R19,E2,2035,91036959.50216861,2026-05-13 13:38:49.789,Philippines,Carbon Dioxide
R20,E2,2035,354110.1802464352,2026-05-13 13:38:49.789,Timor Leste,Carbon Dioxide
R6,E2,2035,8778157.269670257,2026-05-13 13:38:49.789,Cambodia,Carbon Dioxide
R1,E3,2035,166507.5039290541,2026-05-13 13:38:49.789,Indonesia,Carbon Monoxide
R11,E3,2035,120483.69487371083,2026-05-13 13:38:49.789,Thailand,Carbon Monoxide
R12,E3,2035,51337.50953132628,2026-05-13 13:38:49.789,Myanmar,Carbon Monoxide
R13,E3,2035,148606.0291629723,2026-05-13 13:38:49.789,Laos,Carbon Monoxide
R14,E3,2035,111772.17897522748,2026-05-13 13:38:49.789,Vietnam,Carbon Monoxide
R15,E3,2035,15111.987123062818,2026-05-13 13:38:49.789,Brunei,Carbon Monoxide
R16,E3,2035,31707.008244482342,2026-05-13 13:38:49.789,Singapore,Carbon Monoxide
R17,E3,2035,122288.13041119416,2026-05-13 13:38:49.789,Malaysia,Carbon Monoxide
R19,E3,2035,659530.8325035882,2026-05-13 13:38:49.789,Philippines,Carbon Monoxide
R20,E3,2035,47834.51813128908,2026-05-13 13:38:49.789,Timor Leste,Carbon Monoxide
R6,E3,2035,4026.6263311969255,2026-05-13 13:38:49.789,Cambodia,Carbon Monoxide
R1,E4,2035,378521.34175461764,2026-05-13 13:38:49.789,Indonesia,Methane (Combustion and Biogenic)
R11,E4,2035,164659.98353357476,2026-05-13 13:38:49.789,Thailand,Methane (Combustion and Biogenic)
R12,E4,2035,115436.32634562286,2026-05-13 13:38:49.789,Myanmar,Methane (Combustion and Biogenic)
R13,E4,2035,21264.45435748121,2026-05-13 13:38:49.789,Laos,Methane (Combustion and Biogenic)
R14,E4,2035,139221.79531851373,2026-05-13 13:38:49.789,Vietnam,Methane (Combustion and Biogenic)
R15,E4,2035,38640.28731000566,2026-05-13 13:38:49.789,Brunei,Methane (Combustion and Biogenic)
R16,E4,2035,133546.22858404386,2026-05-13 13:38:49.789,Singapore,Methane (Combustion and Biogenic)
R17,E4,2035,273894.07803909236,2026-05-13 13:38:49.789,Malaysia,Methane (Combustion and Biogenic)
R19,E4,2035,38044.12530357221,2026-05-13 13:38:49.789,Philippines,Methane (Combustion and Biogenic)
R20,E4,2035,3050.9529677713344,2026-05-13 13:38:49.789,Timor Leste,Methane (Combustion and Biogenic)
R6,E4,2035,8139.147501307583,2026-05-13 13:38:49.789,Cambodia,Methane (Combustion and Biogenic)
R16,E407,2035,-398202.33342015865,2026-05-13 13:38:49.789,Singapore,Sequestered Carbon Dioxide
R1,E5,2035,580010.8867508817,2026-05-13 13:38:49.789,Indonesia,Non Methane Volatile Organic Compounds
R11,E5,2035,145649.64712239386,2026-05-13 13:38:49.789,Thailand,Non Methane Volatile Organic Compounds
R12,E5,2035,52392.1550589535,2026-05-13 13:38:49.789,Myanmar,Non Methane Volatile Organic Compounds
R13,E5,2035,51368.57594036895,2026-05-13 13:38:49.789,Laos,Non Methane Volatile Organic Compounds
R14,E5,2035,163855.7968072534,2026-05-13 13:38:49.789,Vietnam,Non Methane Volatile Organic Compounds
R15,E5,2035,32968.42504770426,2026-05-13 13:38:49.789,Brunei,Non Methane Volatile Organic Compounds
R16,E5,2035,243933.04626824925,2026-05-13 13:38:49.789,Singapore,Non Methane Volatile Organic Compounds
R17,E5,2035,200509.44267421428,2026-05-13 13:38:49.789,Malaysia,Non Methane Volatile Organic Compounds
R19,E5,2035,220034.70208035552,2026-05-13 13:38:49.789,Philippines,Non Methane Volatile Organic Compounds
R20,E5,2035,19952.774361850206,2026-05-13 13:38:49.789,Timor Leste,Non Methane Volatile Organic Compounds
R6,E5,2035,18391.47495076792,2026-05-13 13:38:49.789,Cambodia,Non Methane Volatile Organic Compounds
R1,E7,2035,518615.1503129052,2026-05-13 13:38:49.789,Indonesia,Nitrogen Oxides
R11,E7,2035,500727.2541582268,2026-05-13 13:38:49.789,Thailand,Nitrogen Oxides
R12,E7,2035,50025.75000943459,2026-05-13 13:38:49.789,Myanmar,Nitrogen Oxides
R13,E7,2035,41553.66273838301,2026-05-13 13:38:49.789,Laos,Nitrogen Oxides
R14,E7,2035,532290.0727542103,2026-05-13 13:38:49.789,Vietnam,Nitrogen Oxides
R15,E7,2035,42490.4787113572,2026-05-13 13:38:49.789,Brunei,Nitrogen Oxides
R16,E7,2035,202840.36901482588,2026-05-13 13:38:49.789,Singapore,Nitrogen Oxides
R17,E7,2035,342657.27349171304,2026-05-13 13:38:49.789,Malaysia,Nitrogen Oxides
R19,E7,2035,346647.0221642107,2026-05-13 13:38:49.789,Philippines,Nitrogen Oxides
R20,E7,2035,1648.5214569059528,2026-05-13 13:38:49.789,Timor Leste,Nitrogen Oxides
R6,E7,2035,25037.463844666458,2026-05-13 13:38:49.789,Cambodia,Nitrogen Oxides
R1,E8,2035,2185.926112525711,2026-05-13 13:38:49.789,Indonesia,Nitrous Oxide
R11,E8,2035,1123.640930396527,2026-05-13 13:38:49.789,Thailand,Nitrous Oxide
R12,E8,2035,218.8879832220424,2026-05-13 13:38:49.789,Myanmar,Nitrous Oxide
R13,E8,2035,291.42076848098736,2026-05-13 13:38:49.789,Laos,Nitrous Oxide
R14,E8,2035,2862.194563051846,2026-05-13 13:38:49.789,Vietnam,Nitrous Oxide
R15,E8,2035,15.0832008999159,2026-05-13 13:38:49.789,Brunei,Nitrous Oxide
R16,E8,2035,3997.2767608348868,2026-05-13 13:38:49.789,Singapore,Nitrous Oxide
R17,E8,2035,725.5865625748073,2026-05-13 13:38:49.789,Malaysia,Nitrous Oxide
R19,E8,2035,1492.0899729943856,2026-05-13 13:38:49.789,Philippines,Nitrous Oxide
R20,E8,2035,41.271538329327576,2026-05-13 13:38:49.789,Timor Leste,Nitrous Oxide
R6,E8,2035,89.65549963156829,2026-05-13 13:38:49.789,Cambodia,Nitrous Oxide
R1,E9,2035,18964.830915916526,2026-05-13 13:38:49.789,Indonesia,Particulates PM10
R11,E9,2035,34153.83218686835,2026-05-13 13:38:49.789,Thailand,Particulates PM10
R12,E9,2035,6672.1290083244385,2026-05-13 13:38:49.789,Myanmar,Particulates PM10
R13,E9,2035,15010.45431711588,2026-05-13 13:38:49.789,Laos,Particulates PM10
R14,E9,2035,50567.216143818194,2026-05-13 13:38:49.789,Vietnam,Particulates PM10
R15,E9,2035,3104.315971903717,2026-05-13 13:38:49.789,Brunei,Particulates PM10
R16,E9,2035,12660.462589257544,2026-05-13 13:38:49.789,Singapore,Particulates PM10
R17,E9,2035,14169.94255443596,2026-05-13 13:38:49.789,Malaysia,Particulates PM10
R19,E9,2035,51663.75867839614,2026-05-13 13:38:49.789,Philippines,Particulates PM10
R20,E9,2035,5163.9484667619445,2026-05-13 13:38:49.789,Timor Leste,Particulates PM10
R6,E9,2035,691.0869365434169,2026-05-13 13:38:49.789,Cambodia,Particulates PM10
R1,E1,2040,10052234.09429299,2026-05-13 13:38:49.789,Indonesia,Carbon Dioxide Biogenic
R11,E1,2040,57986880.83839257,2026-05-13 13:38:49.789,Thailand,Carbon Dioxide Biogenic
R12,E1,2040,4256593.343884019,2026-05-13 13:38:49.789,Myanmar,Carbon Dioxide Biogenic
R13,E1,2040,34352929.90078025,2026-05-13 13:38:49.789,Laos,Carbon Dioxide Biogenic
R14,E1,2040,33741595.946193874,2026-05-13 13:38:49.789,Vietnam,Carbon Dioxide Biogenic
R16,E1,2040,82257.98059984244,2026-05-13 13:38:49.789,Singapore,Carbon Dioxide Biogenic
R17,E1,2040,219119.24767122432,2026-05-13 13:38:49.789,Malaysia,Carbon Dioxide Biogenic
R19,E1,2040,3557597.8334959154,2026-05-13 13:38:49.789,Philippines,Carbon Dioxide Biogenic
R20,E1,2040,14669713.873810615,2026-05-13 13:38:49.789,Timor Leste,Carbon Dioxide Biogenic
R6,E1,2040,431945.7610603661,2026-05-13 13:38:49.789,Cambodia,Carbon Dioxide Biogenic
R1,E13,2040,455188.3617549566,2026-05-13 13:38:49.789,Indonesia,Sulfur Dioxide
R11,E13,2040,483514.58288663725,2026-05-13 13:38:49.789,Thailand,Sulfur Dioxide
R12,E13,2040,12789.351545225178,2026-05-13 13:38:49.789,Myanmar,Sulfur Dioxide
R13,E13,2040,84684.68629847874,2026-05-13 13:38:49.789,Laos,Sulfur Dioxide
R14,E13,2040,351235.5706932683,2026-05-13 13:38:49.789,Vietnam,Sulfur Dioxide
R15,E13,2040,32455.603943255257,2026-05-13 13:38:49.789,Brunei,Sulfur Dioxide
R16,E13,2040,29763.023343248165,2026-05-13 13:38:49.789,Singapore,Sulfur Dioxide
R17,E13,2040,382283.2907841649,2026-05-13 13:38:49.789,Malaysia,Sulfur Dioxide
R19,E13,2040,256034.37878341437,2026-05-13 13:38:49.789,Philippines,Sulfur Dioxide
R20,E13,2040,882.5255233594921,2026-05-13 13:38:49.789,Timor Leste,Sulfur Dioxide
R6,E13,2040,19259.369226805593,2026-05-13 13:38:49.789,Cambodia,Sulfur Dioxide
R1,E15,2040,19030.72225990213,2026-05-13 13:38:49.789,Indonesia,Ammonia
R11,E15,2040,7059.953257326442,2026-05-13 13:38:49.789,Thailand,Ammonia
R12,E15,2040,2456.2630306446463,2026-05-13 13:38:49.789,Myanmar,Ammonia
R13,E15,2040,1531.562422155145,2026-05-13 13:38:49.789,Laos,Ammonia
R14,E15,2040,5960.415992836372,2026-05-13 13:38:49.789,Vietnam,Ammonia
R15,E15,2040,740.1652600889279,2026-05-13 13:38:49.789,Brunei,Ammonia
R16,E15,2040,1047.3557520319637,2026-05-13 13:38:49.789,Singapore,Ammonia
R17,E15,2040,6317.016859508898,2026-05-13 13:38:49.789,Malaysia,Ammonia
R19,E15,2040,3049.6137807071214,2026-05-13 13:38:49.789,Philippines,Ammonia
R20,E15,2040,543.1839312660151,2026-05-13 13:38:49.789,Timor Leste,Ammonia
R6,E15,2040,86.66317802534029,2026-05-13 13:38:49.789,Cambodia,Ammonia
R1,E16,2040,23369.3703709907,2026-05-13 13:38:49.789,Indonesia,Particulates PM2pt5
R11,E16,2040,66244.39058939484,2026-05-13 13:38:49.789,Thailand,Particulates PM2pt5
R12,E16,2040,5522.0232506595285,2026-05-13 13:38:49.789,Myanmar,Particulates PM2pt5
R13,E16,2040,9381.373420632272,2026-05-13 13:38:49.789,Laos,Particulates PM2pt5
R14,E16,2040,45075.992050141846,2026-05-13 13:38:49.789,Vietnam,Particulates PM2pt5
R15,E16,2040,2382.038558395162,2026-05-13 13:38:49.789,Brunei,Particulates PM2pt5
R16,E16,2040,11327.656822553747,2026-05-13 13:38:49.789,Singapore,Particulates PM2pt5
R17,E16,2040,9970.430220499115,2026-05-13 13:38:49.789,Malaysia,Particulates PM2pt5
R19,E16,2040,19236.126810858445,2026-05-13 13:38:49.789,Philippines,Particulates PM2pt5
R20,E16,2040,4065.365021439497,2026-05-13 13:38:49.789,Timor Leste,Particulates PM2pt5
R6,E16,2040,786.3550540963769,2026-05-13 13:38:49.789,Cambodia,Particulates PM2pt5
R1,E18,2040,3566.255707359523,2026-05-13 13:38:49.789,Indonesia,Black Carbon
R11,E18,2040,2743.516875901791,2026-05-13 13:38:49.789,Thailand,Black Carbon
R12,E18,2040,1534.7606179026945,2026-05-13 13:38:49.789,Myanmar,Black Carbon
R13,E18,2040,1455.8981642697956,2026-05-13 13:38:49.789,Laos,Black Carbon
R14,E18,2040,2609.663527857741,2026-05-13 13:38:49.789,Vietnam,Black Carbon
R15,E18,2040,132.28964292560323,2026-05-13 13:38:49.789,Brunei,Black Carbon
R16,E18,2040,1354.0963250820637,2026-05-13 13:38:49.789,Singapore,Black Carbon
R17,E18,2040,684.8361666199875,2026-05-13 13:38:49.789,Malaysia,Black Carbon
R19,E18,2040,4288.807559017637,2026-05-13 13:38:49.789,Philippines,Black Carbon
R20,E18,2040,509.2744563767572,2026-05-13 13:38:49.789,Timor Leste,Black Carbon
R6,E18,2040,66.9807534748748,2026-05-13 13:38:49.789,Cambodia,Black Carbon
R1,E19,2040,4879.844958231932,2026-05-13 13:38:49.789,Indonesia,Organic Carbon
R11,E19,2040,5938.3064768858385,2026-05-13 13:38:49.789,Thailand,Organic Carbon
R12,E19,2040,2768.0081112227776,2026-05-13 13:38:49.789,Myanmar,Organic Carbon
R13,E19,2040,4037.1170173102087,2026-05-13 13:38:49.789,Laos,Organic Carbon
R14,E19,2040,3547.4302977166362,2026-05-13 13:38:49.789,Vietnam,Organic Carbon
R15,E19,2040,0.3358017926257994,2026-05-13 13:38:49.789,Brunei,Organic Carbon
R16,E19,2040,3917.9307291002933,2026-05-13 13:38:49.789,Singapore,Organic Carbon
R17,E19,2040,237.51267177984153,2026-05-13 13:38:49.789,Malaysia,Organic Carbon
R19,E19,2040,7025.8843561838685,2026-05-13 13:38:49.789,Philippines,Organic Carbon
R20,E19,2040,1766.934000706135,2026-05-13 13:38:49.789,Timor Leste,Organic Carbon
R6,E19,2040,107.08805472709957,2026-05-13 13:38:49.789,Cambodia,Organic Carbon
R1,E2,2040,332944366.8904678,2026-05-13 13:38:49.789,Indonesia,Carbon Dioxide
R11,E2,2040,231287796.05424762,2026-05-13 13:38:49.789,Thailand,Carbon Dioxide
R12,E2,2040,38818123.41309972,2026-05-13 13:38:49.789,Myanmar,Carbon Dioxide
R13,E2,2040,13474625.015790403,2026-05-13 13:38:49.789,Laos,Carbon Dioxide
R14,E2,2040,164959843.9394814,2026-05-13 13:38:49.789,Vietnam,Carbon Dioxide
R15,E2,2040,30037760.49540931,2026-05-13 13:38:49.789,Brunei,Carbon Dioxide
R16,E2,2040,187771575.49511483,2026-05-13 13:38:49.789,Singapore,Carbon Dioxide
R17,E2,2040,242254699.21510586,2026-05-13 13:38:49.789,Malaysia,Carbon Dioxide
R19,E2,2040,84393137.00524688,2026-05-13 13:38:49.789,Philippines,Carbon Dioxide
R20,E2,2040,381162.88262486545,2026-05-13 13:38:49.789,Timor Leste,Carbon Dioxide
R6,E2,2040,8474464.146479748,2026-05-13 13:38:49.789,Cambodia,Carbon Dioxide
R1,E3,2040,199860.93167121682,2026-05-13 13:38:49.789,Indonesia,Carbon Monoxide
R11,E3,2040,156935.64693059662,2026-05-13 13:38:49.789,Thailand,Carbon Monoxide
R12,E3,2040,47894.30206393926,2026-05-13 13:38:49.789,Myanmar,Carbon Monoxide
R13,E3,2040,112958.1527798952,2026-05-13 13:38:49.789,Laos,Carbon Monoxide
R14,E3,2040,117196.4663261386,2026-05-13 13:38:49.789,Vietnam,Carbon Monoxide
R15,E3,2040,15040.56731844856,2026-05-13 13:38:49.789,Brunei,Carbon Monoxide
R16,E3,2040,33439.97900166425,2026-05-13 13:38:49.789,Singapore,Carbon Monoxide
R17,E3,2040,128409.79598318877,2026-05-13 13:38:49.789,Malaysia,Carbon Monoxide
R19,E3,2040,256888.16522173662,2026-05-13 13:38:49.789,Philippines,Carbon Monoxide
R20,E3,2040,47161.2493087187,2026-05-13 13:38:49.789,Timor Leste,Carbon Monoxide
R6,E3,2040,4221.4226959522175,2026-05-13 13:38:49.789,Cambodia,Carbon Monoxide
R1,E4,2040,439184.5248227685,2026-05-13 13:38:49.789,Indonesia,Methane (Combustion and Biogenic)
R11,E4,2040,172178.4837274628,2026-05-13 13:38:49.789,Thailand,Methane (Combustion and Biogenic)
R12,E4,2040,114169.7313368012,2026-05-13 13:38:49.789,Myanmar,Methane (Combustion and Biogenic)
R13,E4,2040,18820.63637882453,2026-05-13 13:38:49.789,Laos,Methane (Combustion and Biogenic)
R14,E4,2040,139253.19634401266,2026-05-13 13:38:49.789,Vietnam,Methane (Combustion and Biogenic)
R15,E4,2040,38640.165277506574,2026-05-13 13:38:49.789,Brunei,Methane (Combustion and Biogenic)
R16,E4,2040,143675.9858857879,2026-05-13 13:38:49.789,Singapore,Methane (Combustion and Biogenic)
R17,E4,2040,295467.3465317847,2026-05-13 13:38:49.789,Malaysia,Methane (Combustion and Biogenic)
R19,E4,2040,14895.217429015389,2026-05-13 13:38:49.789,Philippines,Methane (Combustion and Biogenic)
R20,E4,2040,3014.933910433467,2026-05-13 13:38:49.789,Timor Leste,Methane (Combustion and Biogenic)
R6,E4,2040,7252.168334504502,2026-05-13 13:38:49.789,Cambodia,Methane (Combustion and Biogenic)
R1,E407,2040,2.2109915503831837e-08,2026-05-13 13:38:49.789,Indonesia,Sequestered Carbon Dioxide
R16,E407,2040,-270342.0559597002,2026-05-13 13:38:49.789,Singapore,Sequestered Carbon Dioxide
R1,E5,2040,593444.6114925359,2026-05-13 13:38:49.789,Indonesia,Non Methane Volatile Organic Compounds
R11,E5,2040,150212.5176659425,2026-05-13 13:38:49.789,Thailand,Non Methane Volatile Organic Compounds
R12,E5,2040,50357.80498328919,2026-05-13 13:38:49.789,Myanmar,Non Methane Volatile Organic Compounds
R13,E5,2040,39708.02062740634,2026-05-13 13:38:49.789,Laos,Non Methane Volatile Organic Compounds
R14,E5,2040,168254.0871411068,2026-05-13 13:38:49.789,Vietnam,Non Methane Volatile Organic Compounds
R15,E5,2040,32961.936954197,2026-05-13 13:38:49.789,Brunei,Non Methane Volatile Organic Compounds
R16,E5,2040,247048.96897233406,2026-05-13 13:38:49.789,Singapore,Non Methane Volatile Organic Compounds
R17,E5,2040,204099.70334645215,2026-05-13 13:38:49.789,Malaysia,Non Methane Volatile Organic Compounds
R19,E5,2040,122873.41823380985,2026-05-13 13:38:49.789,Philippines,Non Methane Volatile Organic Compounds
R20,E5,2040,19716.728845463,2026-05-13 13:38:49.789,Timor Leste,Non Methane Volatile Organic Compounds
R6,E5,2040,18451.678107206597,2026-05-13 13:38:49.789,Cambodia,Non Methane Volatile Organic Compounds
R1,E7,2040,521746.71396445954,2026-05-13 13:38:49.789,Indonesia,Nitrogen Oxides
R11,E7,2040,626295.9882213133,2026-05-13 13:38:49.789,Thailand,Nitrogen Oxides
R12,E7,2040,51388.53140370197,2026-05-13 13:38:49.789,Myanmar,Nitrogen Oxides
R13,E7,2040,36763.99018729928,2026-05-13 13:38:49.789,Laos,Nitrogen Oxides
R14,E7,2040,523893.06350964145,2026-05-13 13:38:49.789,Vietnam,Nitrogen Oxides
R15,E7,2040,42114.18782019868,2026-05-13 13:38:49.789,Brunei,Nitrogen Oxides
R16,E7,2040,207921.7444790512,2026-05-13 13:38:49.789,Singapore,Nitrogen Oxides
R17,E7,2040,345257.23786316405,2026-05-13 13:38:49.789,Malaysia,Nitrogen Oxides
R19,E7,2040,335570.24770813977,2026-05-13 13:38:49.789,Philippines,Nitrogen Oxides
R20,E7,2040,1653.8144700945043,2026-05-13 13:38:49.789,Timor Leste,Nitrogen Oxides
R6,E7,2040,25349.013337569246,2026-05-13 13:38:49.789,Cambodia,Nitrogen Oxides
R1,E8,2040,2390.669889752645,2026-05-13 13:38:49.789,Indonesia,Nitrous Oxide
R11,E8,2040,2422.709845795854,2026-05-13 13:38:49.789,Thailand,Nitrous Oxide
R12,E8,2040,197.64524292938577,2026-05-13 13:38:49.789,Myanmar,Nitrous Oxide
R13,E8,2040,242.871099129774,2026-05-13 13:38:49.789,Laos,Nitrous Oxide
R14,E8,2040,2755.413763581452,2026-05-13 13:38:49.789,Vietnam,Nitrous Oxide
R15,E8,2040,14.059902347789455,2026-05-13 13:38:49.789,Brunei,Nitrous Oxide
R16,E8,2040,4032.5503511206052,2026-05-13 13:38:49.789,Singapore,Nitrous Oxide
R17,E8,2040,690.2443982258335,2026-05-13 13:38:49.789,Malaysia,Nitrous Oxide
R19,E8,2040,1110.7214658810126,2026-05-13 13:38:49.789,Philippines,Nitrous Oxide
R20,E8,2040,40.92441410241056,2026-05-13 13:38:49.789,Timor Leste,Nitrous Oxide
R6,E8,2040,91.96059962987212,2026-05-13 13:38:49.789,Cambodia,Nitrous Oxide
R1,E9,2040,25889.594706677708,2026-05-13 13:38:49.789,Indonesia,Particulates PM10
R11,E9,2040,77175.86915510787,2026-05-13 13:38:49.789,Thailand,Particulates PM10
R12,E9,2040,5653.377620962232,2026-05-13 13:38:49.789,Myanmar,Particulates PM10
R13,E9,2040,11443.011727713238,2026-05-13 13:38:49.789,Laos,Particulates PM10
R14,E9,2040,52138.44613001452,2026-05-13 13:38:49.789,Vietnam,Particulates PM10
R15,E9,2040,3102.700237734857,2026-05-13 13:38:49.789,Brunei,Particulates PM10
R16,E9,2040,12719.26855223625,2026-05-13 13:38:49.789,Singapore,Particulates PM10
R17,E9,2040,13641.337903564607,2026-05-13 13:38:49.789,Malaysia,Particulates PM10
R19,E9,2040,20468.737455593226,2026-05-13 13:38:49.789,Philippines,Particulates PM10
R20,E9,2040,5091.695934626394,2026-05-13 13:38:49.789,Timor Leste,Particulates PM10
R6,E9,2040,892.7310034657817,2026-05-13 13:38:49.789,Cambodia,Particulates PM10
R1,E1,2045,24402164.81655775,2026-05-13 13:38:49.789,Indonesia,Carbon Dioxide Biogenic
R11,E1,2045,88694165.88122745,2026-05-13 13:38:49.789,Thailand,Carbon Dioxide Biogenic
R12,E1,2045,3136691.960515043,2026-05-13 13:38:49.789,Myanmar,Carbon Dioxide Biogenic
R13,E1,2045,23445874.764041986,2026-05-13 13:38:49.789,Laos,Carbon Dioxide Biogenic
