ams,fuel,year,ceiling_vol_pct,ceiling_energy_pct,canon_floor_vol_pct,canon_floor_energy_pct,inversion_vs_canon_floor_energy_pp,inverted_vs_canon,postdelta_floor_vol_pct,postdelta_floor_energy_pct,inversion_vs_postdelta_floor_energy_pp,inverted_vs_postdelta,wrapped_ceiling_energy_pct
Singapore,Biodiesel,2033,16.8,15.3784,0,0,-15.3784,,0,0,-15.3784,,15.3784
Singapore,Biodiesel,2034,18.4,16.8704,0,0,-16.8704,,0,0,-16.8704,,16.8704
Singapore,Biodiesel,2035,20,18.3673,0,0,-18.3673,,0,0,-18.3673,,18.3673
Singapore,Biodiesel,2036,22,20.2454,0,0,-20.2454,,0,0,-20.2454,,20.2454
Singapore,Biodiesel,2037,24,22.1311,0,0,-22.1311,,0,0,-22.1311,,22.1311
Singapore,Biodiesel,2038,26,24.0246,0,0,-24.0246,,0,0,-24.0246,,24.0246
Singapore,Biodiesel,2039,28,25.9259,0,0,-25.9259,,0,0,-25.9259,,25.9259
Singapore,Biodiesel,2040,30,27.8351,0,0,-27.8351,,0,0,-27.8351,,27.8351
Singapore,Biodiesel,2041,32,29.7521,0,0,-29.7521,,0,0,-29.7521,,29.7521
Singapore,Biodiesel,2042,34,31.677,0,0,-31.677,,0,0,-31.677,,31.677
Singapore,Biodiesel,2043,36,33.61,0,0,-33.61,,0,0,-33.61,,33.61
Singapore,Biodiesel,2044,38,35.5509,0,0,-35.5509,,0,0,-35.5509,,35.5509
Singapore,Biodiesel,2045,40,37.5,0,0,-37.5,,0,0,-37.5,,37.5
Singapore,Biodiesel,2046,42,39.4572,0,0,-39.4572,,0,0,-39.4572,,39.4572
Singapore,Biodiesel,2047,44,41.4226,0,0,-41.4226,,0,0,-41.4226,,41.4226
Singapore,Biodiesel,2048,46,43.3962,0,0,-43.3962,,0,0,-43.3962,,43.3962
Singapore,Biodiesel,2049,48,45.3782,0,0,-45.3782,,0,0,-45.3782,,45.3782
Singapore,Biodiesel,2050,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2051,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2052,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2053,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2054,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2055,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2056,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2057,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2058,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2059,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Singapore,Biodiesel,2060,50,47.3684,0,0,-47.3684,,0,0,-47.3684,,47.3684
Thailand,Biodiesel,2025,8.2,7.441,1.9231,1.7341,-5.7069,,8.2,7.441,0,,7.441
Thailand,Biodiesel,2026,8.2,7.441,3.8462,3.4749,-3.9661,,9.6,8.7237,1.2827,YES,8.7237
Thailand,Biodiesel,2027,9,8.1736,5.7692,5.2224,-2.9511,,11,10.0101,1.8365,YES,10.0101
Thailand,Biodiesel,2028,10,9.0909,7.6923,6.9767,-2.1142,,12.4,11.3001,2.2092,YES,11.3001
Thailand,Biodiesel,2029,11,10.0101,9.6154,8.7379,-1.2722,,13.8,12.5938,2.5837,YES,12.5938
Thailand,Biodiesel,2030,12,10.9312,11.5385,10.5058,-0.4253,,15.2,13.8911,2.96,YES,13.8911
Thailand,Biodiesel,2031,13.6,12.4088,13.4615,12.2807,-0.1281,,16.6,15.1922,2.7834,YES,15.1922
Thailand,Biodiesel,2032,15.2,13.8911,15.3846,14.0625,0.1714,YES,18,16.4969,2.6058,YES,16.4969
Thailand,Biodiesel,2033,16.8,15.3784,17.3077,15.8513,0.4729,YES,19.4,17.8054,2.4271,YES,17.8054
Thailand,Biodiesel,2034,18.4,16.8704,19.2308,17.6471,0.7766,YES,20.8,19.1176,2.2472,YES,19.1176
Thailand,Biodiesel,2035,20,18.3673,21.1538,19.4499,1.0826,YES,22.2,20.4336,2.0663,YES,20.4336
Thailand,Biodiesel,2036,22,20.2454,23.0769,21.2598,1.0144,YES,23.6,21.7534,1.508,YES,21.7534
Thailand,Biodiesel,2037,24,22.1311,25,23.0769,0.9458,YES,25,23.0769,0.9458,YES,23.0769
Thailand,Biodiesel,2038,26,24.0246,25,23.0769,-0.9477,,25,23.0769,-0.9477,,24.0246
Thailand,Biodiesel,2039,28,25.9259,25,23.0769,-2.849,,25,23.0769,-2.849,,25.9259
Thailand,Biodiesel,2040,30,27.8351,25,23.0769,-4.7581,,25,23.0769,-4.7581,,27.8351
Thailand,Biodiesel,2041,32,29.7521,25,23.0769,-6.6751,,25,23.0769,-6.6751,,29.7521
Thailand,Biodiesel,2042,34,31.677,25,23.0769,-8.6001,,25,23.0769,-8.6001,,31.677
Thailand,Biodiesel,2043,36,33.61,25,23.0769,-10.533,,25,23.0769,-10.533,,33.61
Thailand,Biodiesel,2044,38,35.5509,25,23.0769,-12.474,,25,23.0769,-12.474,,35.5509
Thailand,Biodiesel,2045,40,37.5,25,23.0769,-14.4231,,25,23.0769,-14.4231,,37.5
Thailand,Biodiesel,2046,42,39.4572,25,23.0769,-16.3803,,25,23.0769,-16.3803,,39.4572
Thailand,Biodiesel,2047,44,41.4226,25,23.0769,-18.3457,,25,23.0769,-18.3457,,41.4226
Thailand,Biodiesel,2048,46,43.3962,25,23.0769,-20.3193,,25,23.0769,-20.3193,,43.3962
Thailand,Biodiesel,2049,48,45.3782,25,23.0769,-22.3012,,25,23.0769,-22.3012,,45.3782
Thailand,Biodiesel,2050,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2051,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2052,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2053,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2054,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2055,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2056,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2057,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2058,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2059,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Thailand,Biodiesel,2060,50,47.3684,25,23.0769,-24.2915,,25,23.0769,-24.2915,,47.3684
Vietnam,Biodiesel,2025,0,0,1.4815,1.3353,1.3353,YES,0,0,0,,0
Vietnam,Biodiesel,2026,3,2.7081,2.2222,2.0045,-0.7037,,0.8,0.7206,-1.9875,,2.7081
Vietnam,Biodiesel,2027,6,5.4326,2.963,2.6746,-2.758,,1.6,1.4423,-3.9903,,5.4326
Vietnam,Biodiesel,2028,8,7.2581,3.7037,3.3457,-3.9123,,2.4,2.1652,-5.0929,,7.2581
Vietnam,Biodiesel,2029,10,9.0909,4.4444,4.0179,-5.0731,,3.2,2.8892,-6.2017,,9.0909
Vietnam,Biodiesel,2030,12,10.9312,5.1852,4.691,-6.2402,,4,3.6145,-7.3167,,10.9312
Vietnam,Biodiesel,2031,13.6,12.4088,5.9259,5.3651,-7.0436,,4.8,4.3408,-8.0679,,12.4088
Vietnam,Biodiesel,2032,15.2,13.8911,6.6667,6.0403,-7.8509,,5.6,5.0684,-8.8228,,13.8911
Vietnam,Biodiesel,2033,16.8,15.3784,7.4074,6.7164,-8.6619,,6.4,5.7971,-9.5813,,15.3784
Vietnam,Biodiesel,2034,18.4,16.8704,8.1481,7.3936,-9.4768,,7.2,6.527,-10.3434,,16.8704
Vietnam,Biodiesel,2035,20,18.3673,8.8889,8.0717,-10.2956,,8,7.2581,-11.1093,,18.3673
Vietnam,Biodiesel,2036,22,20.2454,9.6296,8.7509,-11.4945,,8.8,7.9903,-12.2551,,20.2454
Vietnam,Biodiesel,2037,24,22.1311,10.3704,9.4311,-12.7,,9.6,8.7237,-13.4074,,22.1311
Vietnam,Biodiesel,2038,26,24.0246,11.1111,10.1124,-13.9123,,10.4,9.4584,-14.5663,,24.0246
Vietnam,Biodiesel,2039,28,25.9259,11.8519,10.7946,-15.1313,,11.2,10.1942,-15.7318,,25.9259
Vietnam,Biodiesel,2040,30,27.8351,12.5926,11.4779,-16.3572,,12,10.9312,-16.9039,,27.8351
Vietnam,Biodiesel,2041,32,29.7521,13.3333,12.1622,-17.5899,,12.8,11.6694,-18.0827,,29.7521
Vietnam,Biodiesel,2042,34,31.677,14.0741,12.8475,-18.8295,,13.6,12.4088,-19.2683,,31.677
Vietnam,Biodiesel,2043,36,33.61,14.8148,13.5338,-20.0761,,14.4,13.1494,-20.4606,,33.61
Vietnam,Biodiesel,2044,38,35.5509,15.5556,14.2212,-21.3297,,15.2,13.8911,-21.6598,,35.5509
Vietnam,Biodiesel,2045,40,37.5,16.2963,14.9096,-22.5904,,16,14.6341,-22.8659,,37.5
Vietnam,Biodiesel,2046,42,39.4572,17.037,15.5991,-23.8581,,16.8,15.3784,-24.0788,,39.4572
Vietnam,Biodiesel,2047,44,41.4226,17.7778,16.2896,-25.133,,17.6,16.1238,-25.2988,,41.4226
Vietnam,Biodiesel,2048,46,43.3962,18.5185,16.9811,-26.4151,,18.4,16.8704,-26.5258,,43.3962
Vietnam,Biodiesel,2049,48,45.3782,19.2593,17.6737,-27.7044,,19.2,17.6183,-27.7599,,45.3782
Vietnam,Biodiesel,2050,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2051,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2052,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2053,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2054,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2055,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2056,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2057,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2058,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2059,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Vietnam,Biodiesel,2060,50,47.3684,20,18.3673,-29.0011,,20,18.3673,-29.0011,,47.3684
Brunei,Bioethanol,2025,0,0,0,0,0,,0,0,0,,0
Brunei,Bioethanol,2026,3,1.8128,0,0,-1.8128,,0,0,-1.8128,,1.8128
Brunei,Bioethanol,2027,6,3.6705,0,0,-3.6705,,0,0,-3.6705,,3.6705
Brunei,Bioethanol,2028,9,5.5749,0,0,-5.5749,,0,0,-5.5749,,5.5749
Brunei,Bioethanol,2029,12,7.5276,0,0,-7.5276,,0,0,-7.5276,,7.5276
Brunei,Bioethanol,2030,15,9.5306,0,0,-9.5306,,0,0,-9.5306,,9.5306
Brunei,Bioethanol,2031,16,10.2098,0,0,-10.2098,,0,0,-10.2098,,10.2098
Brunei,Bioethanol,2032,17,10.8949,0,0,-10.8949,,0,0,-10.8949,,10.8949
Brunei,Bioethanol,2033,18,11.5859,0,0,-11.5859,,0,0,-11.5859,,11.5859
Brunei,Bioethanol,2034,19,12.2829,0,0,-12.2829,,0,0,-12.2829,,12.2829
Brunei,Bioethanol,2035,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2036,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2037,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2038,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2039,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2040,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2041,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2042,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2043,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2044,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2045,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2046,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2047,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2048,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2049,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2050,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2051,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2052,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2053,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2054,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2055,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2056,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2057,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2058,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2059,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Brunei,Bioethanol,2060,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2025,0,0,0,0,0,,0,0,0,,0
Cambodia,Bioethanol,2026,3,1.8128,0,0,-1.8128,,0,0,-1.8128,,1.8128
Cambodia,Bioethanol,2027,6,3.6705,0,0,-3.6705,,0,0,-3.6705,,3.6705
Cambodia,Bioethanol,2028,9,5.5749,0,0,-5.5749,,0,0,-5.5749,,5.5749
Cambodia,Bioethanol,2029,12,7.5276,0,0,-7.5276,,0,0,-7.5276,,7.5276
Cambodia,Bioethanol,2030,15,9.5306,0,0,-9.5306,,0,0,-9.5306,,9.5306
Cambodia,Bioethanol,2031,16,10.2098,0,0,-10.2098,,0,0,-10.2098,,10.2098
Cambodia,Bioethanol,2032,17,10.8949,0,0,-10.8949,,0,0,-10.8949,,10.8949
Cambodia,Bioethanol,2033,18,11.5859,0,0,-11.5859,,0,0,-11.5859,,11.5859
Cambodia,Bioethanol,2034,19,12.2829,0,0,-12.2829,,0,0,-12.2829,,12.2829
Cambodia,Bioethanol,2035,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2036,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2037,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2038,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2039,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2040,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2041,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2042,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2043,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2044,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2045,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2046,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2047,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2048,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2049,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2050,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2051,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2052,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2053,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2054,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2055,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2056,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2057,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2058,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2059,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Cambodia,Bioethanol,2060,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Indonesia,Bioethanol,2025,0,0,20,12.9861,12.9861,YES,0,0,0,,0
Indonesia,Bioethanol,2026,3,1.8128,21.2,13.838,12.0252,YES,0.8,0.4791,-1.3337,,1.8128
Indonesia,Bioethanol,2027,6,3.6705,22.4,14.699,11.0285,YES,1.6,0.9613,-2.7092,,3.6705
Indonesia,Bioethanol,2028,9,5.5749,23.6,15.5692,9.9944,YES,2.4,1.4467,-4.1282,,5.5749
Indonesia,Bioethanol,2029,12,7.5276,24.8,16.4488,8.9212,YES,3.2,1.9352,-5.5924,,7.5276
Indonesia,Bioethanol,2030,15,9.5306,26,17.3379,7.8073,YES,4,2.427,-7.1037,,9.5306
Indonesia,Bioethanol,2031,16,10.2098,27.2,18.2366,8.0268,YES,4.8,2.922,-7.2879,,10.2098
Indonesia,Bioethanol,2032,17,10.8949,28.4,19.1452,8.2503,YES,5.6,3.4202,-7.4747,,10.8949
Indonesia,Bioethanol,2033,18,11.5859,29.6,20.0637,8.4778,YES,6.4,3.9217,-7.6641,,11.5859
Indonesia,Bioethanol,2034,19,12.2829,30.8,20.9924,8.7095,YES,7.2,4.4266,-7.8563,,12.2829
Indonesia,Bioethanol,2035,20,12.9861,32,21.9314,8.9453,YES,8,4.9348,-8.0512,,12.9861
Indonesia,Bioethanol,2036,20,12.9861,33.2,22.8809,9.8948,YES,8.8,5.4465,-7.5396,,12.9861
Indonesia,Bioethanol,2037,20,12.9861,34.4,23.841,10.8549,YES,9.6,5.9615,-7.0245,,12.9861
Indonesia,Bioethanol,2038,20,12.9861,35.6,24.812,11.8259,YES,10.4,6.48,-6.506,,12.9861
Indonesia,Bioethanol,2039,20,12.9861,36.8,25.794,12.8079,YES,11.2,7.0021,-5.984,,12.9861
Indonesia,Bioethanol,2040,20,12.9861,38,26.7872,13.8011,YES,12,7.5276,-5.4584,,12.9861
Indonesia,Bioethanol,2041,20,12.9861,39.2,27.7918,14.8058,YES,12.8,8.0568,-4.9293,,12.9861
Indonesia,Bioethanol,2042,20,12.9861,40.4,28.8081,15.822,YES,13.6,8.5895,-4.3965,,12.9861
Indonesia,Bioethanol,2043,20,12.9861,41.6,29.8361,16.8501,YES,14.4,9.1259,-3.8601,,12.9861
Indonesia,Bioethanol,2044,20,12.9861,42.8,30.8762,17.8901,YES,15.2,9.666,-3.32,,12.9861
Indonesia,Bioethanol,2045,20,12.9861,44,31.9285,18.9424,YES,16,10.2098,-2.7762,,12.9861
Indonesia,Bioethanol,2046,20,12.9861,45.2,32.9932,20.0072,YES,16.8,10.7574,-2.2287,,12.9861
Indonesia,Bioethanol,2047,20,12.9861,46.4,34.0706,21.0846,YES,17.6,11.3087,-1.6773,,12.9861
Indonesia,Bioethanol,2048,20,12.9861,47.6,35.161,22.1749,YES,18.4,11.864,-1.1221,,12.9861
Indonesia,Bioethanol,2049,20,12.9861,48.8,36.2644,23.2783,YES,19.2,12.423,-0.563,,12.9861
Indonesia,Bioethanol,2050,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2051,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2052,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2053,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2054,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2055,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2056,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2057,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2058,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2059,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Indonesia,Bioethanol,2060,20,12.9861,50,37.3812,24.3951,YES,20,12.9861,0,,12.9861
Laos,Bioethanol,2025,0,0,1.6667,1.0017,1.0017,YES,0,0,0,,0
Laos,Bioethanol,2026,3,1.8128,3.3333,2.017,0.2042,YES,2,1.2036,-0.6092,,1.8128
Laos,Bioethanol,2027,6,3.6705,5,3.0462,-0.6243,,4,2.427,-1.2436,,3.6705
Laos,Bioethanol,2028,9,5.5749,6.6667,4.0896,-1.4853,,6,3.6705,-1.9044,,5.5749
Laos,Bioethanol,2029,12,7.5276,8.3333,5.1476,-2.38,,8,4.9348,-2.5928,,7.5276
Laos,Bioethanol,2030,15,9.5306,10,6.2203,-3.3103,,10,6.2203,-3.3103,,9.5306
Laos,Bioethanol,2031,16,10.2098,10,6.2203,-3.9895,,10,6.2203,-3.9895,,10.2098
Laos,Bioethanol,2032,17,10.8949,10,6.2203,-4.6745,,10,6.2203,-4.6745,,10.8949
Laos,Bioethanol,2033,18,11.5859,10,6.2203,-5.3655,,10,6.2203,-5.3655,,11.5859
Laos,Bioethanol,2034,19,12.2829,10,6.2203,-6.0626,,10,6.2203,-6.0626,,12.2829
Laos,Bioethanol,2035,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2036,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2037,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2038,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2039,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2040,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2041,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2042,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2043,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2044,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2045,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2046,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2047,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2048,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2049,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2050,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2051,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2052,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2053,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2054,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2055,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2056,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2057,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2058,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2059,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Laos,Bioethanol,2060,20,12.9861,10,6.2203,-6.7657,,10,6.2203,-6.7657,,12.9861
Malaysia,Bioethanol,2025,0,0,0,0,0,,0,0,0,,0
Malaysia,Bioethanol,2026,3,1.8128,0,0,-1.8128,,0,0,-1.8128,,1.8128
Malaysia,Bioethanol,2027,6,3.6705,0,0,-3.6705,,0,0,-3.6705,,3.6705
Malaysia,Bioethanol,2028,9,5.5749,0,0,-5.5749,,0,0,-5.5749,,5.5749
Malaysia,Bioethanol,2029,12,7.5276,0,0,-7.5276,,0,0,-7.5276,,7.5276
Malaysia,Bioethanol,2030,15,9.5306,0,0,-9.5306,,0,0,-9.5306,,9.5306
Malaysia,Bioethanol,2031,16,10.2098,0,0,-10.2098,,0,0,-10.2098,,10.2098
Malaysia,Bioethanol,2032,17,10.8949,0,0,-10.8949,,0,0,-10.8949,,10.8949
Malaysia,Bioethanol,2033,18,11.5859,0,0,-11.5859,,0,0,-11.5859,,11.5859
Malaysia,Bioethanol,2034,19,12.2829,0,0,-12.2829,,0,0,-12.2829,,12.2829
Malaysia,Bioethanol,2035,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Malaysia,Bioethanol,2036,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Malaysia,Bioethanol,2037,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Malaysia,Bioethanol,2038,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
Malaysia,Bioethanol,2039,20,12.9861,0,0,-12.9861,,0,0,-12.9861,,12.9861
