origin_region,destination_region,fuel,fuel_name_full,year,traded_PJ
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,3.2120
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,4.1944
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,6.1107
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,10.9508
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,14.4599
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,27.0502
Indonesia,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,18.4912
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,6.1962
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,3.4423
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,5.2556
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,1.4048
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,2.3842
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,14.8888
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,6.3204
Indonesia,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,10.9865
Indonesia,Singapore,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,-0.0000
Indonesia,Singapore,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2060,0.0000
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.2388
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,2.1313
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,6.1664
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,5.9600
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,9.3281
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,17.2895
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,8.7249
Indonesia,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,24.9316
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,3.1920
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,1.5694
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,35.9770
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,3.0619
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,23.1814
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,36.4265
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,15.5847
Indonesia,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,10.1447
Indonesia,Thailand,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2040,-0.0000
Indonesia,Thailand,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,0.0000
Indonesia,Thailand,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,-0.0000
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.5985
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,6.7895
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,6.1691
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,14.6973
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,18.2956
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,33.5950
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,24.2621
Indonesia,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,22.3895
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.4628
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.8497
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,3.8448
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,2.5785
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,10.7371
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,11.7092
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,17.0527
Indonesia,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,5.3049
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,9.1340
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,11.8945
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,29.1261
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,4.0101
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,39.2150
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,73.2800
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,102.7092
Indonesia,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,119.8005
Indonesia,Vietnam,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,0.0000
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.2421
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.6151
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,5.0940
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,8.8370
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,8.2010
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,11.0404
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,8.6202
Indonesia,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,28.5719
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,13.8070
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,20.3265
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,0.0157
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,0.0059
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,60.9354
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,3.3087
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,2.6392
Laos,Brunei,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,0.0038
Laos,Brunei,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2030,-0.0000
Laos,Brunei,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,0.0000
Laos,Brunei,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.1669
Laos,Brunei,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.2902
Laos,Brunei,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,0.5236
Laos,Brunei,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,2.8657
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,0.3727
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,12.3715
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,28.0543
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,48.8212
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,1.2227
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,180.8902
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,50.6002
Laos,Cambodia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,4.0622
Laos,Cambodia,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2030,-0.0000
Laos,Cambodia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.2345
Laos,Cambodia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,3.8983
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,52.9370
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,67.8014
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,82.5514
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,88.8053
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,54.1129
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,144.1020
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,62.0639
Laos,Indonesia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,5.0346
Laos,Indonesia,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,-0.0000
Laos,Indonesia,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2055,-0.0000
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,22.8930
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,29.9514
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,6.7302
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,2.4420
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,57.5241
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,60.6016
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,6.0405
Laos,Malaysia,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,8.5209
Laos,Malaysia,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,-0.0000
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.3498
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.4996
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,2.0463
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,6.9130
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,2.3978
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,3.4592
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,12.6777
Laos,Malaysia,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,16.2470
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,33.0252
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,63.8384
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,37.6166
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,8.9202
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,2.3936
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,61.9900
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,16.7362
Laos,Myanmar,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,87.5263
Laos,Myanmar,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,0.0000
Laos,Myanmar,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,-0.0000
Laos,Myanmar,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.5344
Laos,Myanmar,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,2.7719
Laos,Myanmar,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,1.0133
Laos,Myanmar,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,2.7235
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,16.9460
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,188.6203
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,31.0314
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,80.2804
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,47.2804
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,54.6293
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,131.4436
Laos,Philippines,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,55.8319
Laos,Philippines,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,-0.0000
Laos,Philippines,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,-0.0000
Laos,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,0.6232
Laos,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,3.0112
Laos,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,1.1989
Laos,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,1.7296
Laos,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,3.6262
Laos,Philippines,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,6.1901
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,26.9843
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,35.1581
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,2.2134
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,31.3083
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,45.2183
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,2.9475
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,6.9983
Laos,Singapore,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,0.6810
Laos,Singapore,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2025,0.0000
Laos,Singapore,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2060,-0.0000
Laos,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,1.0729
Laos,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,1.1985
Laos,Singapore,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,5.0442
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,33.1316
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,124.8932
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,14.2809
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,58.5407
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,51.5203
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,18.5750
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,68.4913
Laos,Thailand,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,11.6009
Laos,Thailand,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2030,-0.0000
Laos,Thailand,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,0.0000
Laos,Thailand,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,0.0000
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.0934
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,1.0034
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,2.7002
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,6.7824
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,0.8693
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,1.4148
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,14.4647
Laos,Thailand,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,8.4000
Laos,Timor Leste,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,-0.0000
Laos,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2030,0.6151
Laos,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,0.4498
Laos,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2040,1.4626
Laos,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,1.1989
Laos,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2050,2.7507
Laos,Timor Leste,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,3.6404
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2025,27.9194
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2030,27.1703
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2035,28.0962
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2040,27.6375
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2045,2.4784
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2050,118.7977
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2055,105.7402
Laos,Vietnam,Biodiesel output from Biodiesel Production,"Biodiesel output from ""Biodiesel Production"" [LEAP ID:61]",2060,51.7335
Laos,Vietnam,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2025,0.0000
Laos,Vietnam,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2030,0.0000
Laos,Vietnam,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2040,0.0000
Laos,Vietnam,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2045,0.0000
Laos,Vietnam,Ethanol output from Bioethanol Production,"Ethanol output from ""Bioethanol Production"" [LEAP ID:24]",2050,0.0000
Laos,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2025,0.0324
Laos,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2035,2.3221
Laos,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2045,0.8693
Laos,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2055,7.1076
Laos,Vietnam,Palm Oil input to Biodiesel Production,"Palm Oil input to ""Biodiesel Production"" [LEAP ID:66]",2060,3.6404
