region,tech_name,season,hour,year,charge_PJ,discharge_PJ,net_PJ
Cambodia,Pumped Hydro,Wet,1,2060,0.1428,0.0000,-0.1428
Cambodia,Pumped Hydro,Wet,2,2060,0.1253,0.0000,-0.1253
Cambodia,Pumped Hydro,Wet,3,2060,0.2620,0.0000,-0.2620
Cambodia,Pumped Hydro,Wet,4,2060,0.2856,0.0000,-0.2856
Cambodia,Pumped Hydro,Wet,6,2060,0.1493,0.0000,-0.1493
Cambodia,Pumped Hydro,Wet,8,2060,0.4147,0.0000,-0.4147
Cambodia,Pumped Hydro,Wet,9,2060,0.2894,0.0000,-0.2894
Cambodia,Pumped Hydro,Wet,11,2060,0.4616,0.0000,-0.4616
Cambodia,Pumped Hydro,Wet,12,2060,0.7081,0.0000,-0.7081
Cambodia,Pumped Hydro,Wet,14,2060,0.3083,0.0000,-0.3083
Cambodia,Pumped Hydro,Wet,15,2060,0.0486,0.0000,-0.0486
Cambodia,Pumped Hydro,Wet,16,2060,0.1651,0.0000,-0.1651
Cambodia,Pumped Hydro,Wet,17,2060,0.0711,0.0000,-0.0711
Cambodia,Pumped Hydro,Wet,18,2060,0.0000,0.3496,0.3496
Cambodia,Pumped Hydro,Wet,19,2060,0.0000,0.8613,0.8613
Cambodia,Pumped Hydro,Wet,20,2060,0.0000,0.8743,0.8743
Cambodia,Pumped Hydro,Wet,21,2060,0.0000,0.2309,0.2309
Cambodia,Pumped Hydro,Wet,22,2060,0.0000,0.0462,0.0462
Cambodia,Pumped Hydro,Wet,23,2060,0.0000,0.3832,0.3832
Cambodia,Pumped Hydro,Wet,24,2060,0.0000,0.0000,-0.0000
Indonesia,Lithium Ion Batteries,Dry,14,2030,1.9390,0.0000,-1.9390
Indonesia,Lithium Ion Batteries,Dry,16,2030,0.1807,0.0000,-0.1807
Indonesia,Lithium Ion Batteries,Dry,18,2030,0.0000,0.2528,0.2528
Indonesia,Lithium Ion Batteries,Dry,19,2030,0.0000,1.0734,1.0734
Indonesia,Lithium Ion Batteries,Dry,20,2030,0.0000,0.7087,0.7087
Indonesia,Lithium Ion Batteries,Wet,1,2030,0.1304,0.0000,-0.1304
Indonesia,Lithium Ion Batteries,Wet,7,2030,1.3994,0.0000,-1.3994
Indonesia,Lithium Ion Batteries,Wet,18,2030,0.0000,0.3474,0.3474
Indonesia,Lithium Ion Batteries,Wet,19,2030,0.0000,0.5434,0.5434
Indonesia,Lithium Ion Batteries,Wet,20,2030,0.0000,0.3552,0.3552
Indonesia,Lithium Ion Batteries,Wet,21,2030,0.0000,0.2226,0.2226
Indonesia,Lithium Ion Batteries,Dry,4,2035,0.9975,0.0000,-0.9975
Indonesia,Lithium Ion Batteries,Dry,6,2035,3.9872,0.0000,-3.9872
Indonesia,Lithium Ion Batteries,Dry,19,2035,0.0000,2.5598,2.5598
Indonesia,Lithium Ion Batteries,Dry,20,2035,0.0000,2.2255,2.2255
Indonesia,Lithium Ion Batteries,Wet,1,2035,0.1469,0.0000,-0.1469
Indonesia,Lithium Ion Batteries,Wet,3,2035,3.4505,0.0000,-3.4505
Indonesia,Lithium Ion Batteries,Wet,18,2035,0.0000,1.0395,1.0395
Indonesia,Lithium Ion Batteries,Wet,19,2035,0.0000,1.6455,1.6455
Indonesia,Lithium Ion Batteries,Wet,20,2035,0.0000,0.7686,0.7686
Indonesia,Lithium Ion Batteries,Dry,14,2045,0.7031,0.0000,-0.7031
Indonesia,Lithium Ion Batteries,Dry,15,2045,0.3616,0.0000,-0.3616
Indonesia,Lithium Ion Batteries,Dry,16,2045,3.5587,0.0000,-3.5587
Indonesia,Lithium Ion Batteries,Dry,18,2045,0.0000,0.0257,0.0257
Indonesia,Lithium Ion Batteries,Dry,19,2045,0.0000,1.5071,1.5071
Indonesia,Lithium Ion Batteries,Dry,20,2045,0.0000,2.9057,2.9057
Indonesia,Lithium Ion Batteries,Wet,6,2045,2.4693,0.0000,-2.4693
Indonesia,Lithium Ion Batteries,Wet,7,2045,0.8674,0.0000,-0.8674
Indonesia,Lithium Ion Batteries,Wet,19,2045,0.0000,1.4555,1.4555
Indonesia,Lithium Ion Batteries,Wet,20,2045,0.0000,0.1863,0.1863
Indonesia,Lithium Ion Batteries,Wet,21,2045,0.0000,1.5614,1.5614
Indonesia,Lithium Ion Batteries,Dry,6,2050,1.3763,0.0000,-1.3763
Indonesia,Lithium Ion Batteries,Dry,13,2050,1.7276,0.0000,-1.7276
Indonesia,Lithium Ion Batteries,Dry,17,2050,1.4016,0.0000,-1.4016
Indonesia,Lithium Ion Batteries,Dry,18,2050,0.0000,0.5595,0.5595
Indonesia,Lithium Ion Batteries,Dry,19,2050,0.0000,2.3535,2.3535
Indonesia,Lithium Ion Batteries,Dry,20,2050,0.0000,1.4122,1.4122
Indonesia,Lithium Ion Batteries,Wet,14,2050,2.1813,0.0000,-2.1813
Indonesia,Lithium Ion Batteries,Wet,15,2050,0.8050,0.0000,-0.8050
Indonesia,Lithium Ion Batteries,Wet,17,2050,0.2653,0.0000,-0.2653
Indonesia,Lithium Ion Batteries,Wet,18,2050,0.0000,0.2381,0.2381
Indonesia,Lithium Ion Batteries,Wet,19,2050,0.0000,1.2092,1.2092
Indonesia,Lithium Ion Batteries,Wet,20,2050,0.0000,0.6907,0.6907
Indonesia,Lithium Ion Batteries,Wet,21,2050,0.0000,0.9834,0.9834
Indonesia,Lithium Ion Batteries,Dry,2,2055,4.3876,0.0000,-4.3876
Indonesia,Lithium Ion Batteries,Dry,18,2055,0.0000,0.4003,0.4003
Indonesia,Lithium Ion Batteries,Dry,19,2055,0.0000,2.4703,2.4703
Indonesia,Lithium Ion Batteries,Dry,20,2055,0.0000,1.3416,1.3416
Indonesia,Lithium Ion Batteries,Wet,8,2055,3.1666,0.0000,-3.1666
Indonesia,Lithium Ion Batteries,Wet,18,2055,0.0000,1.1822,1.1822
Indonesia,Lithium Ion Batteries,Wet,19,2055,0.0000,1.2340,1.2340
Indonesia,Lithium Ion Batteries,Wet,20,2055,0.0000,0.6237,0.6237
Indonesia,Lithium Ion Batteries,Dry,4,2060,3.4719,0.0000,-3.4719
Indonesia,Lithium Ion Batteries,Dry,11,2060,0.8194,0.0000,-0.8194
Indonesia,Lithium Ion Batteries,Dry,19,2060,0.0000,1.6136,1.6136
Indonesia,Lithium Ion Batteries,Dry,20,2060,0.0000,2.5060,2.5060
Indonesia,Lithium Ion Batteries,Wet,4,2060,3.0970,0.0000,-3.0970
Indonesia,Lithium Ion Batteries,Wet,19,2060,0.0000,0.9392,0.9392
Indonesia,Lithium Ion Batteries,Wet,20,2060,0.0000,2.0340,2.0340
Indonesia,Pumped Hydro,Dry,17,2035,0.3941,0.0000,-0.3941
Indonesia,Pumped Hydro,Dry,18,2035,0.0000,1.7045,1.7045
Indonesia,Pumped Hydro,Dry,19,2035,0.0000,0.1147,0.1147
Indonesia,Pumped Hydro,Dry,21,2035,0.0000,1.2300,1.2300
Indonesia,Pumped Hydro,Dry,24,2035,3.3397,0.0000,-3.3397
Indonesia,Pumped Hydro,Wet,1,2035,1.6474,0.0000,-1.6474
Indonesia,Pumped Hydro,Wet,3,2035,0.2716,0.0000,-0.2716
Indonesia,Pumped Hydro,Wet,20,2035,0.0000,0.6338,0.6338
Indonesia,Pumped Hydro,Wet,21,2035,0.0000,0.8391,0.8391
Indonesia,Pumped Hydro,Dry,12,2045,0.4998,0.0000,-0.4998
Indonesia,Pumped Hydro,Dry,14,2045,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,15,2045,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,18,2045,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,19,2045,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,20,2045,0.0000,1.0729,1.0729
Indonesia,Pumped Hydro,Dry,21,2045,0.0000,2.2786,2.2786
Indonesia,Pumped Hydro,Dry,23,2045,3.6562,0.0000,-3.6562
Indonesia,Pumped Hydro,Wet,6,2045,2.9213,0.0000,-2.9213
Indonesia,Pumped Hydro,Wet,7,2045,2.9213,0.0000,-2.9213
Indonesia,Pumped Hydro,Wet,10,2045,1.5666,0.0000,-1.5666
Indonesia,Pumped Hydro,Wet,18,2045,0.0000,2.1074,2.1074
Indonesia,Pumped Hydro,Wet,19,2045,0.0000,1.4830,1.4830
Indonesia,Pumped Hydro,Wet,20,2045,0.0000,2.3370,2.3370
Indonesia,Pumped Hydro,Wet,24,2045,0.0333,0.0000,-0.0333
Indonesia,Pumped Hydro,Dry,1,2050,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,8,2050,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,15,2050,1.8055,0.0000,-1.8055
Indonesia,Pumped Hydro,Dry,18,2050,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,19,2050,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,20,2050,0.0000,3.2205,3.2205
Indonesia,Pumped Hydro,Dry,21,2050,0.0000,2.5092,2.5092
Indonesia,Pumped Hydro,Dry,22,2050,1.2835,0.0000,-1.2835
Indonesia,Pumped Hydro,Dry,24,2050,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Wet,5,2050,2.1399,0.0000,-2.1399
Indonesia,Pumped Hydro,Wet,11,2050,2.9213,0.0000,-2.9213
Indonesia,Pumped Hydro,Wet,15,2050,0.5248,0.0000,-0.5248
Indonesia,Pumped Hydro,Wet,16,2050,1.3351,0.0000,-1.3351
Indonesia,Pumped Hydro,Wet,17,2050,2.9213,0.0000,-2.9213
Indonesia,Pumped Hydro,Wet,18,2050,0.0000,2.3370,2.3370
Indonesia,Pumped Hydro,Wet,19,2050,0.0000,2.3370,2.3370
Indonesia,Pumped Hydro,Wet,20,2050,0.0000,2.3370,2.3370
Indonesia,Pumped Hydro,Wet,21,2050,0.0000,0.8426,0.8426
Indonesia,Pumped Hydro,Dry,2,2055,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,3,2055,1.8290,0.0000,-1.8290
Indonesia,Pumped Hydro,Dry,4,2055,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,18,2055,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,19,2055,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,20,2055,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,21,2055,0.0000,2.1722,2.1722
Indonesia,Pumped Hydro,Dry,22,2055,0.8630,0.0000,-0.8630
Indonesia,Pumped Hydro,Dry,24,2055,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Wet,8,2055,2.9213,0.0000,-2.9213
Indonesia,Pumped Hydro,Wet,10,2055,2.9213,0.0000,-2.9213
Indonesia,Pumped Hydro,Wet,12,2055,0.7197,0.0000,-0.7197
Indonesia,Pumped Hydro,Wet,14,2055,2.8308,0.0000,-2.8308
Indonesia,Pumped Hydro,Wet,18,2055,0.0000,1.2941,1.2941
Indonesia,Pumped Hydro,Wet,19,2055,0.0000,2.3370,2.3370
Indonesia,Pumped Hydro,Wet,20,2055,0.0000,2.3370,2.3370
Indonesia,Pumped Hydro,Wet,21,2055,0.0000,1.5463,1.5463
Indonesia,Pumped Hydro,Wet,24,2055,0.0233,0.0000,-0.0233
Indonesia,Pumped Hydro,Dry,4,2060,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,5,2060,1.5744,0.0000,-1.5744
Indonesia,Pumped Hydro,Dry,11,2060,4.0478,0.0000,-4.0478
Indonesia,Pumped Hydro,Dry,18,2060,0.0000,2.5865,2.5865
Indonesia,Pumped Hydro,Dry,19,2060,0.0000,3.2383,3.2383
Indonesia,Pumped Hydro,Dry,20,2060,0.0000,1.0991,1.0991
Indonesia,Pumped Hydro,Dry,21,2060,0.0000,0.8306,0.8306
Indonesia,Pumped Hydro,Wet,1,2060,2.5144,0.0000,-2.5144
Indonesia,Pumped Hydro,Wet,4,2060,0.8434,0.0000,-0.8434
Indonesia,Pumped Hydro,Wet,8,2060,1.3687,0.0000,-1.3687
Indonesia,Pumped Hydro,Wet,18,2060,0.0000,1.5267,1.5267
Indonesia,Pumped Hydro,Wet,19,2060,0.0000,1.7723,1.7723
Indonesia,Pumped Hydro,Wet,21,2060,0.0000,0.4639,0.4639
Laos,Pumped Hydro,Dry,13,2055,0.2482,0.0000,-0.2482
Laos,Pumped Hydro,Dry,19,2055,0.0000,0.2156,0.2156
Laos,Pumped Hydro,Dry,20,2055,0.0000,0.0108,0.0108
Laos,Pumped Hydro,Wet,1,2055,0.0348,0.0000,-0.0348
Laos,Pumped Hydro,Dry,19,2060,0.0000,0.4741,0.4741
Laos,Pumped Hydro,Dry,20,2060,0.0000,0.2634,0.2634
Laos,Pumped Hydro,Dry,24,2060,0.9176,0.0000,-0.9176
Laos,Pumped Hydro,Wet,2,2060,0.5424,0.0000,-0.5424
Laos,Pumped Hydro,Wet,4,2060,0.6885,0.0000,-0.6885
Laos,Pumped Hydro,Wet,16,2060,0.4719,0.0000,-0.4719
Laos,Pumped Hydro,Wet,19,2060,0.0000,0.4497,0.4497
Laos,Pumped Hydro,Wet,20,2060,0.0000,0.5171,0.5171
Laos,Pumped Hydro,Wet,21,2060,0.0000,0.3919,0.3919
Myanmar,Lithium Ion Batteries,Dry,2,2030,0.1139,0.0000,-0.1139
Myanmar,Lithium Ion Batteries,Dry,3,2030,0.1263,0.0000,-0.1263
Myanmar,Lithium Ion Batteries,Dry,4,2030,0.0124,0.0000,-0.0124
Myanmar,Lithium Ion Batteries,Dry,8,2030,0.0000,0.0218,0.0218
Myanmar,Lithium Ion Batteries,Dry,10,2030,0.0000,0.1212,0.1212
Myanmar,Lithium Ion Batteries,Dry,11,2030,0.0000,0.0994,0.0994
Myanmar,Lithium Ion Batteries,Dry,12,2030,0.0181,0.0000,-0.0181
Myanmar,Lithium Ion Batteries,Dry,13,2030,0.1236,0.0000,-0.1236
Myanmar,Lithium Ion Batteries,Dry,14,2030,0.1108,0.0000,-0.1108
Myanmar,Lithium Ion Batteries,Dry,18,2030,0.0000,0.1212,0.1212
Myanmar,Lithium Ion Batteries,Dry,19,2030,0.0000,0.1212,0.1212
Myanmar,Lithium Ion Batteries,Wet,1,2030,0.0911,0.0000,-0.0911
Myanmar,Lithium Ion Batteries,Wet,3,2030,0.0911,0.0000,-0.0911
Myanmar,Lithium Ion Batteries,Wet,10,2030,0.0000,0.0510,0.0510
Myanmar,Lithium Ion Batteries,Wet,11,2030,0.0000,0.0830,0.0830
Myanmar,Lithium Ion Batteries,Wet,12,2030,0.0259,0.0000,-0.0259
Myanmar,Lithium Ion Batteries,Wet,13,2030,0.0815,0.0000,-0.0815
Myanmar,Lithium Ion Batteries,Wet,14,2030,0.0321,0.0000,-0.0321
Myanmar,Lithium Ion Batteries,Wet,17,2030,0.0000,0.0209,0.0209
Myanmar,Lithium Ion Batteries,Wet,19,2030,0.0000,0.0875,0.0875
Myanmar,Lithium Ion Batteries,Wet,20,2030,0.0000,0.0666,0.0666
Myanmar,Lithium Ion Batteries,Dry,2,2035,0.2221,0.0000,-0.2221
Myanmar,Lithium Ion Batteries,Dry,3,2035,0.2221,0.0000,-0.2221
Myanmar,Lithium Ion Batteries,Dry,10,2035,0.0000,0.0424,0.0424
Myanmar,Lithium Ion Batteries,Dry,11,2035,0.0000,0.0649,0.0649
Myanmar,Lithium Ion Batteries,Dry,12,2035,0.0826,0.0000,-0.0826
Myanmar,Lithium Ion Batteries,Dry,13,2035,0.0292,0.0000,-0.0292
Myanmar,Lithium Ion Batteries,Dry,17,2035,0.0000,0.0137,0.0137
Myanmar,Lithium Ion Batteries,Dry,18,2035,0.0000,0.1931,0.1931
Myanmar,Lithium Ion Batteries,Dry,19,2035,0.0000,0.1938,0.1938
Myanmar,Lithium Ion Batteries,Dry,20,2035,0.0000,0.0259,0.0259
Myanmar,Lithium Ion Batteries,Wet,1,2035,0.1200,0.0000,-0.1200
Myanmar,Lithium Ion Batteries,Wet,3,2035,0.1603,0.0000,-0.1603
Myanmar,Lithium Ion Batteries,Wet,4,2035,0.0403,0.0000,-0.0403
Myanmar,Lithium Ion Batteries,Wet,6,2035,0.0000,0.0065,0.0065
Myanmar,Lithium Ion Batteries,Wet,7,2035,0.0000,0.0607,0.0607
Myanmar,Lithium Ion Batteries,Wet,8,2035,0.0000,0.0440,0.0440
Myanmar,Lithium Ion Batteries,Wet,9,2035,0.0000,0.0785,0.0785
Myanmar,Lithium Ion Batteries,Wet,10,2035,0.0000,0.0927,0.0927
Myanmar,Lithium Ion Batteries,Wet,11,2035,0.0000,0.0254,0.0254
Myanmar,Lithium Ion Batteries,Wet,12,2035,0.0976,0.0000,-0.0976
Myanmar,Lithium Ion Batteries,Wet,13,2035,0.1160,0.0000,-0.1160
Myanmar,Lithium Ion Batteries,Wet,14,2035,0.1070,0.0000,-0.1070
Myanmar,Lithium Ion Batteries,Wet,17,2035,0.0000,0.0333,0.0333
Myanmar,Lithium Ion Batteries,Wet,18,2035,0.0000,0.0360,0.0360
Myanmar,Lithium Ion Batteries,Wet,19,2035,0.0000,0.1440,0.1440
Myanmar,Lithium Ion Batteries,Wet,20,2035,0.0000,0.0945,0.0945
Myanmar,Lithium Ion Batteries,Dry,3,2040,0.5533,0.0000,-0.5533
Myanmar,Lithium Ion Batteries,Dry,4,2040,0.5533,0.0000,-0.5533
Myanmar,Lithium Ion Batteries,Dry,6,2040,0.0000,0.5311,0.5311
Myanmar,Lithium Ion Batteries,Dry,7,2040,0.0000,0.5190,0.5190
Myanmar,Lithium Ion Batteries,Dry,9,2040,0.0000,0.0121,0.0121
Myanmar,Lithium Ion Batteries,Dry,10,2040,0.0248,0.0000,-0.0248
Myanmar,Lithium Ion Batteries,Dry,11,2040,0.3492,0.0000,-0.3492
Myanmar,Lithium Ion Batteries,Dry,12,2040,0.1793,0.0000,-0.1793
Myanmar,Lithium Ion Batteries,Dry,14,2040,0.5533,0.0000,-0.5533
Myanmar,Lithium Ion Batteries,Dry,19,2040,0.0000,0.3773,0.3773
Myanmar,Lithium Ion Batteries,Dry,21,2040,0.0000,0.2914,0.2914
Myanmar,Lithium Ion Batteries,Dry,22,2040,0.0000,0.3773,0.3773
Myanmar,Lithium Ion Batteries,Dry,24,2040,0.0000,0.0163,0.0163
Myanmar,Lithium Ion Batteries,Wet,3,2040,0.3993,0.0000,-0.3993
Myanmar,Lithium Ion Batteries,Wet,4,2040,0.3993,0.0000,-0.3993
Myanmar,Lithium Ion Batteries,Wet,19,2040,0.0000,0.2723,0.2723
Myanmar,Lithium Ion Batteries,Wet,21,2040,0.0000,0.2221,0.2221
Myanmar,Lithium Ion Batteries,Wet,22,2040,0.0000,0.2723,0.2723
Myanmar,Lithium Ion Batteries,Dry,1,2045,0.1047,0.0000,-0.1047
Myanmar,Lithium Ion Batteries,Dry,2,2045,0.1698,0.0000,-0.1698
Myanmar,Lithium Ion Batteries,Dry,3,2045,0.8974,0.0000,-0.8974
Myanmar,Lithium Ion Batteries,Dry,4,2045,0.1288,0.0000,-0.1288
Myanmar,Lithium Ion Batteries,Dry,6,2045,0.0000,0.6472,0.6472
Myanmar,Lithium Ion Batteries,Dry,8,2045,0.0000,0.6014,0.6014
Myanmar,Lithium Ion Batteries,Dry,12,2045,0.8534,0.0000,-0.8534
Myanmar,Lithium Ion Batteries,Dry,13,2045,0.7002,0.0000,-0.7002
Myanmar,Lithium Ion Batteries,Dry,15,2045,0.2412,0.0000,-0.2412
Myanmar,Lithium Ion Batteries,Dry,17,2045,0.0000,0.3843,0.3843
Myanmar,Lithium Ion Batteries,Dry,18,2045,0.0000,0.4085,0.4085
Myanmar,Lithium Ion Batteries,Dry,19,2045,0.0000,0.5679,0.5679
Myanmar,Lithium Ion Batteries,Dry,22,2045,0.0000,0.3624,0.3624
Myanmar,Lithium Ion Batteries,Wet,1,2045,0.0525,0.0000,-0.0525
Myanmar,Lithium Ion Batteries,Wet,2,2045,0.6477,0.0000,-0.6477
Myanmar,Lithium Ion Batteries,Wet,9,2045,0.0000,0.4202,0.4202
Myanmar,Lithium Ion Batteries,Wet,12,2045,0.5637,0.0000,-0.5637
Myanmar,Lithium Ion Batteries,Wet,15,2045,0.4691,0.0000,-0.4691
Myanmar,Lithium Ion Batteries,Wet,18,2045,0.0000,0.2943,0.2943
Myanmar,Lithium Ion Batteries,Wet,19,2045,0.0000,0.2975,0.2975
Myanmar,Lithium Ion Batteries,Wet,20,2045,0.0000,0.2975,0.2975
Myanmar,Lithium Ion Batteries,Wet,21,2045,0.0000,0.2975,0.2975
Myanmar,Lithium Ion Batteries,Wet,22,2045,0.0000,0.0569,0.0569
Myanmar,Lithium Ion Batteries,Dry,1,2050,0.2920,0.0000,-0.2920
Myanmar,Lithium Ion Batteries,Dry,2,2050,0.3665,0.0000,-0.3665
Myanmar,Lithium Ion Batteries,Dry,3,2050,0.4074,0.0000,-0.4074
Myanmar,Lithium Ion Batteries,Dry,4,2050,0.3195,0.0000,-0.3195
Myanmar,Lithium Ion Batteries,Dry,5,2050,0.2386,0.0000,-0.2386
Myanmar,Lithium Ion Batteries,Dry,7,2050,0.0000,0.7512,0.7512
Myanmar,Lithium Ion Batteries,Dry,10,2050,0.6846,0.0000,-0.6846
Myanmar,Lithium Ion Batteries,Dry,11,2050,0.0979,0.0000,-0.0979
Myanmar,Lithium Ion Batteries,Dry,17,2050,0.0000,0.7242,0.7242
Myanmar,Lithium Ion Batteries,Dry,18,2050,0.0000,0.7596,0.7596
Myanmar,Lithium Ion Batteries,Dry,23,2050,0.0000,0.0752,0.0752
Myanmar,Lithium Ion Batteries,Wet,1,2050,0.5860,0.0000,-0.5860
Myanmar,Lithium Ion Batteries,Wet,2,2050,0.1283,0.0000,-0.1283
Myanmar,Lithium Ion Batteries,Wet,4,2050,0.0484,0.0000,-0.0484
Myanmar,Lithium Ion Batteries,Wet,8,2050,0.0000,0.5236,0.5236
Myanmar,Lithium Ion Batteries,Wet,10,2050,0.0000,0.2086,0.2086
Myanmar,Lithium Ion Batteries,Wet,13,2050,0.5860,0.0000,-0.5860
Myanmar,Lithium Ion Batteries,Wet,14,2050,0.5860,0.0000,-0.5860
Myanmar,Lithium Ion Batteries,Wet,17,2050,0.0000,0.3659,0.3659
Myanmar,Lithium Ion Batteries,Wet,18,2050,0.0000,0.3780,0.3780
Myanmar,Lithium Ion Batteries,Wet,21,2050,0.0000,0.3812,0.3812
Myanmar,Lithium Ion Batteries,Dry,1,2055,1.0404,0.0000,-1.0404
Myanmar,Lithium Ion Batteries,Dry,2,2055,0.5781,0.0000,-0.5781
Myanmar,Lithium Ion Batteries,Dry,3,2055,0.3292,0.0000,-0.3292
Myanmar,Lithium Ion Batteries,Dry,4,2055,0.2329,0.0000,-0.2329
Myanmar,Lithium Ion Batteries,Dry,8,2055,0.0000,0.8788,0.8788
Myanmar,Lithium Ion Batteries,Dry,11,2055,0.9372,0.0000,-0.9372
Myanmar,Lithium Ion Batteries,Dry,14,2055,1.1040,0.0000,-1.1040
Myanmar,Lithium Ion Batteries,Dry,16,2055,0.0000,0.5852,0.5852
Myanmar,Lithium Ion Batteries,Dry,17,2055,0.0000,0.6164,0.6164
Myanmar,Lithium Ion Batteries,Dry,18,2055,0.0000,0.6407,0.6407
Myanmar,Lithium Ion Batteries,Dry,19,2055,0.0000,0.6443,0.6443
Myanmar,Lithium Ion Batteries,Dry,20,2055,0.0000,0.6443,0.6443
Myanmar,Lithium Ion Batteries,Dry,22,2055,0.0000,0.0431,0.0431
Myanmar,Lithium Ion Batteries,Wet,1,2055,0.0495,0.0000,-0.0495
Myanmar,Lithium Ion Batteries,Wet,2,2055,1.1931,0.0000,-1.1931
Myanmar,Lithium Ion Batteries,Wet,3,2055,0.9380,0.0000,-0.9380
Myanmar,Lithium Ion Batteries,Wet,4,2055,0.0390,0.0000,-0.0390
Myanmar,Lithium Ion Batteries,Wet,8,2055,0.0000,0.6073,0.6073
Myanmar,Lithium Ion Batteries,Wet,13,2055,0.7992,0.0000,-0.7992
Myanmar,Lithium Ion Batteries,Wet,16,2055,0.0000,0.4339,0.4339
Myanmar,Lithium Ion Batteries,Wet,18,2055,0.0000,0.4618,0.4618
Myanmar,Lithium Ion Batteries,Wet,19,2055,0.0000,0.4650,0.4650
Myanmar,Lithium Ion Batteries,Wet,20,2055,0.0000,0.4650,0.4650
Myanmar,Lithium Ion Batteries,Wet,21,2055,0.0000,0.4650,0.4650
Myanmar,Lithium Ion Batteries,Dry,1,2060,0.5334,0.0000,-0.5334
Myanmar,Lithium Ion Batteries,Dry,2,2060,0.2152,0.0000,-0.2152
Myanmar,Lithium Ion Batteries,Dry,3,2060,0.5546,0.0000,-0.5546
Myanmar,Lithium Ion Batteries,Dry,4,2060,0.1569,0.0000,-0.1569
Myanmar,Lithium Ion Batteries,Dry,5,2060,1.4600,0.0000,-1.4600
Myanmar,Lithium Ion Batteries,Dry,9,2060,0.0000,0.9370,0.9370
Myanmar,Lithium Ion Batteries,Dry,11,2060,0.1551,0.0000,-0.1551
Myanmar,Lithium Ion Batteries,Dry,12,2060,0.8209,0.0000,-0.8209
Myanmar,Lithium Ion Batteries,Dry,16,2060,0.0000,0.6249,0.6249
Myanmar,Lithium Ion Batteries,Dry,17,2060,0.0000,0.7075,0.7075
Myanmar,Lithium Ion Batteries,Dry,19,2060,0.0000,0.7354,0.7354
Myanmar,Lithium Ion Batteries,Dry,20,2060,0.0000,0.7354,0.7354
Myanmar,Lithium Ion Batteries,Wet,1,2060,0.1639,0.0000,-0.1639
Myanmar,Lithium Ion Batteries,Wet,2,2060,0.2060,0.0000,-0.2060
Myanmar,Lithium Ion Batteries,Wet,3,2060,1.0537,0.0000,-1.0537
Myanmar,Lithium Ion Batteries,Wet,4,2060,0.1525,0.0000,-0.1525
Myanmar,Lithium Ion Batteries,Wet,7,2060,0.5084,0.0000,-0.5084
Myanmar,Lithium Ion Batteries,Wet,10,2060,0.0000,0.6375,0.6375
Myanmar,Lithium Ion Batteries,Wet,13,2060,0.6871,0.0000,-0.6871
Myanmar,Lithium Ion Batteries,Wet,16,2060,0.0000,0.4996,0.4996
Myanmar,Lithium Ion Batteries,Wet,18,2060,0.0000,0.2875,0.2875
Myanmar,Lithium Ion Batteries,Wet,19,2060,0.0000,0.5307,0.5307
Myanmar,Lithium Ion Batteries,Wet,20,2060,0.0000,0.5307,0.5307
Myanmar,Lithium Ion Batteries,Wet,22,2060,0.0000,0.1745,0.1745
Myanmar,Pumped Hydro,Dry,1,2035,0.1851,0.0000,-0.1851
Myanmar,Pumped Hydro,Dry,2,2035,0.1851,0.0000,-0.1851
Myanmar,Pumped Hydro,Dry,3,2035,0.1851,0.0000,-0.1851
Myanmar,Pumped Hydro,Dry,4,2035,0.1851,0.0000,-0.1851
Myanmar,Pumped Hydro,Dry,5,2035,0.1851,0.0000,-0.1851
Myanmar,Pumped Hydro,Dry,7,2035,0.0000,0.0767,0.0767
Myanmar,Pumped Hydro,Dry,8,2035,0.0000,0.0637,0.0637
Myanmar,Pumped Hydro,Dry,9,2035,0.0000,0.1015,0.1015
Myanmar,Pumped Hydro,Dry,10,2035,0.0000,0.0962,0.0962
Myanmar,Pumped Hydro,Dry,16,2035,0.0000,0.0805,0.0805
Myanmar,Pumped Hydro,Dry,17,2035,0.0000,0.1481,0.1481
Myanmar,Pumped Hydro,Dry,18,2035,0.0000,0.1481,0.1481
Myanmar,Pumped Hydro,Dry,19,2035,0.0000,0.1481,0.1481
Myanmar,Pumped Hydro,Dry,20,2035,0.0000,0.1481,0.1481
Myanmar,Pumped Hydro,Dry,21,2035,0.0000,0.0287,0.0287
