Country,Year,Scenario,Size_group,Efficiency_level,ownership_parent_pct,size_share_pct,eff_share_pct,leaf_ownership_pct,efficiency_pct,useful_energy_intensity_toe,kwh_unit,price_usd,crf,annualized_capital_usd,tariff_usd_per_kwh,om_electricity_usd,demand_cost_usd_per_hh,unit_capacity_kw,device_thousand,source
Cambodia,2033,ATS,Large,High_eff,80.01,7.660766076607661,59.00783289817232,3.62,100.0,0.0428804815133276,498.7,2109.05,0.13965065846950367,294.53022124510676,0.15,74.80499999999999,294.53022124510676,,,projected
Cambodia,2033,ATS,Large,Low_eff,80.01,7.660766076607661,8.093994778067886,0.5,65.60978818576503,0.0428804815133276,760.1,2008.62,0.13965065846950367,280.50510561501443,0.15,114.015,280.50510561501443,,,projected
Cambodia,2033,ATS,Large,Mid_eff,80.01,7.660766076607661,32.89817232375979,2.02,82.4297520661157,0.0428804815133276,605.0,1947.73,0.13965065846950367,272.0017770208064,0.15,90.75,272.0017770208064,,,projected
Cambodia,2033,ATS,Medium,High_eff,80.01,12.67126712671267,58.958168902920285,5.98,100.0,0.03911435941530524,454.9,1445.4,0.13965065846950367,201.85106175182062,0.15,68.235,201.85106175182062,,,projected
Cambodia,2033,ATS,Medium,Low_eff,80.01,12.67126712671267,8.12943962115233,0.83,68.52967761373908,0.03911435941530524,663.8,1376.57,0.13965065846950367,192.23890692936465,0.15,99.57,192.23890692936465,,,projected
Cambodia,2033,ATS,Medium,Mid_eff,80.01,12.67126712671267,32.912391475927386,3.33,90.72596729158356,0.03911435941530524,501.4,1283.21,0.13965065846950367,179.2011214546518,0.15,75.21,179.2011214546518,,,projected
Cambodia,2033,ATS,Small,High_eff,80.01,79.66796679667966,47.53954305799649,30.3,100.0,0.026242476354256233,305.2,616.62,0.13965065846950367,86.11138902546536,0.15,45.779999999999994,86.11138902546536,,,projected
Cambodia,2033,ATS,Small,Low_eff,80.01,79.66796679667966,36.15365302535778,23.04,58.85075202468183,0.026242476354256233,518.6,417.51,0.13965065846950367,58.30554641760248,0.15,77.79,58.30554641760248,,,projected
Cambodia,2033,ATS,Small,Mid_eff,80.01,79.66796679667966,16.306803916645745,10.39,86.33663366336634,0.026242476354256233,353.5,507.99,0.13965065846950367,70.94113799592317,0.15,53.025,70.94113799592317,,,projected
Cambodia,2034,ATS,Large,High_eff,80.41,7.660766076607661,59.00783289817232,3.64,100.0,0.0428804815133276,498.7,2119.6,0.13965065846950367,296.00353569195994,0.15,74.80499999999999,296.00353569195994,,,projected
Cambodia,2034,ATS,Large,Low_eff,80.41,7.660766076607661,8.093994778067886,0.5,65.60978818576503,0.0428804815133276,760.1,2018.67,0.13965065846950367,281.908594732633,0.15,114.015,281.908594732633,,,projected
Cambodia,2034,ATS,Large,Mid_eff,80.41,7.660766076607661,32.89817232375979,2.03,82.4297520661157,0.0428804815133276,605.0,1957.46,0.13965065846950367,273.36057792771464,0.15,90.75,273.36057792771464,,,projected
Cambodia,2034,ATS,Medium,High_eff,80.41,12.67126712671267,58.958168902920285,6.01,100.0,0.03911435941530524,454.9,1452.63,0.13965065846950367,202.86073601255512,0.15,68.235,202.86073601255512,,,projected
Cambodia,2034,ATS,Medium,Low_eff,80.41,12.67126712671267,8.12943962115233,0.83,68.52967761373908,0.03911435941530524,663.8,1383.46,0.13965065846950367,193.20109996621954,0.15,99.57,193.20109996621954,,,projected
Cambodia,2034,ATS,Medium,Mid_eff,80.41,12.67126712671267,32.912391475927386,3.35,90.72596729158356,0.03911435941530524,501.4,1289.63,0.13965065846950367,180.09767868202604,0.15,75.21,180.09767868202604,,,projected
Cambodia,2034,ATS,Small,High_eff,80.41,79.66796679667966,47.53954305799649,30.45,100.0,0.026242476354256233,305.2,612.73,0.13965065846950367,85.56814796401899,0.15,45.779999999999994,85.56814796401899,,,projected
Cambodia,2034,ATS,Small,Low_eff,80.41,79.66796679667966,36.15365302535778,23.16,58.85075202468183,0.026242476354256233,518.6,419.6,0.13965065846950367,58.59741629380374,0.15,77.79,58.59741629380374,,,projected
Cambodia,2034,ATS,Small,Mid_eff,80.41,79.66796679667966,16.306803916645745,10.45,86.33663366336634,0.026242476354256233,353.5,507.37,0.13965065846950367,70.85455458767208,0.15,53.025,70.85455458767208,,,projected
Cambodia,2035,ATS,Large,High_eff,80.81,7.660766076607661,59.00783289817232,3.65,100.0,0.0428804815133276,498.7,2130.2,0.13965065846950367,297.4838326717367,0.15,74.80499999999999,297.4838326717367,,,projected
Cambodia,2035,ATS,Large,Low_eff,80.81,7.660766076607661,8.093994778067886,0.5,65.60978818576503,0.0428804815133276,760.1,2028.76,0.13965065846950367,283.3176698765903,0.15,114.015,283.3176698765903,,,projected
Cambodia,2035,ATS,Large,Mid_eff,80.81,7.660766076607661,32.89817232375979,2.04,82.4297520661157,0.0428804815133276,605.0,1967.25,0.13965065846950367,274.7277578741311,0.15,90.75,274.7277578741311,,,projected
Cambodia,2035,ATS,Medium,High_eff,80.81,12.67126712671267,58.958168902920285,6.04,100.0,0.03911435941530524,454.9,1459.89,0.13965065846950367,203.87459979304373,0.15,68.235,203.87459979304373,,,projected
Cambodia,2035,ATS,Medium,Low_eff,80.81,12.67126712671267,8.12943962115233,0.83,68.52967761373908,0.03911435941530524,663.8,1390.37,0.13965065846950367,194.1660860162438,0.15,99.57,194.1660860162438,,,projected
Cambodia,2035,ATS,Medium,Mid_eff,80.81,12.67126712671267,32.912391475927386,3.37,90.72596729158356,0.03911435941530524,501.4,1296.08,0.13965065846950367,180.9984254291543,0.15,75.21,180.9984254291543,,,projected
Cambodia,2035,ATS,Small,High_eff,80.81,79.66796679667966,47.53954305799649,30.61,100.0,0.026242476354256233,305.2,609.04,0.13965065846950367,85.0528370342665,0.15,45.779999999999994,85.0528370342665,,,projected
Cambodia,2035,ATS,Small,Low_eff,80.81,79.66796679667966,36.15365302535778,23.28,58.85075202468183,0.026242476354256233,518.6,421.7,0.13965065846950367,58.8906826765897,0.15,77.79,58.8906826765897,,,projected
Cambodia,2035,ATS,Small,Mid_eff,80.81,79.66796679667966,16.306803916645745,10.5,86.33663366336634,0.026242476354256233,353.5,506.83,0.13965065846950367,70.77914323209855,0.15,53.025,70.77914323209855,,,projected
Cambodia,2036,ATS,Large,High_eff,81.22,7.660766076607661,59.00783289817232,3.67,100.0,0.0428804815133276,498.7,2140.85,0.13965065846950367,298.9711121844369,0.15,74.80499999999999,298.9711121844369,,,projected
Cambodia,2036,ATS,Large,Low_eff,81.22,7.660766076607661,8.093994778067886,0.51,65.60978818576503,0.0428804815133276,760.1,2038.9,0.13965065846950367,284.73372755347106,0.15,114.015,284.73372755347106,,,projected
Cambodia,2036,ATS,Large,Mid_eff,81.22,7.660766076607661,32.89817232375979,2.05,82.4297520661157,0.0428804815133276,605.0,1977.09,0.13965065846950367,276.101920353471,0.15,90.75,276.101920353471,,,projected
Cambodia,2036,ATS,Medium,High_eff,81.22,12.67126712671267,58.958168902920285,6.07,100.0,0.03911435941530524,454.9,1467.19,0.13965065846950367,204.8940495998711,0.15,68.235,204.8940495998711,,,projected
Cambodia,2036,ATS,Medium,Low_eff,81.22,12.67126712671267,8.12943962115233,0.84,68.52967761373908,0.03911435941530524,663.8,1397.33,0.13965065846950367,195.13805459919155,0.15,99.57,195.13805459919155,,,projected
Cambodia,2036,ATS,Medium,Mid_eff,81.22,12.67126712671267,32.912391475927386,3.38,90.72596729158356,0.03911435941530524,501.4,1302.56,0.13965065846950367,181.90336169603668,0.15,75.21,181.90336169603668,,,projected
Cambodia,2036,ATS,Small,High_eff,81.22,79.66796679667966,47.53954305799649,30.76,100.0,0.026242476354256233,305.2,605.52,0.13965065846950367,84.56126671645386,0.15,45.779999999999994,84.56126671645386,,,projected
Cambodia,2036,ATS,Small,Low_eff,81.22,79.66796679667966,36.15365302535778,23.39,58.85075202468183,0.026242476354256233,518.6,423.81,0.13965065846950367,59.18534556596035,0.15,77.79,59.18534556596035,,,projected
Cambodia,2036,ATS,Small,Mid_eff,81.22,79.66796679667966,16.306803916645745,10.55,86.33663366336634,0.026242476354256233,353.5,506.39,0.13965065846950367,70.71769694237196,0.15,53.025,70.71769694237196,,,projected
Cambodia,2037,ATS,Large,High_eff,81.62,7.660766076607661,59.00783289817232,3.69,100.0,0.0428804815133276,498.7,2151.55,0.13965065846950367,300.46537423006066,0.15,74.80499999999999,300.46537423006066,,,projected
Cambodia,2037,ATS,Large,Low_eff,81.62,7.660766076607661,8.093994778067886,0.51,65.60978818576503,0.0428804815133276,760.1,2049.1,0.13965065846950367,286.15816426986,0.15,114.015,286.15816426986,,,projected
Cambodia,2037,ATS,Large,Mid_eff,81.62,7.660766076607661,32.89817232375979,2.06,82.4297520661157,0.0428804815133276,605.0,1986.97,0.13965065846950367,277.4816688591497,0.15,90.75,277.4816688591497,,,projected
Cambodia,2037,ATS,Medium,High_eff,81.62,12.67126712671267,58.958168902920285,6.1,100.0,0.03911435941530524,454.9,1474.53,0.13965065846950367,205.91908543303725,0.15,68.235,205.91908543303725,,,projected
Cambodia,2037,ATS,Medium,Low_eff,81.62,12.67126712671267,8.12943962115233,0.84,68.52967761373908,0.03911435941530524,663.8,1404.31,0.13965065846950367,196.11281619530868,0.15,99.57,196.11281619530868,,,projected
Cambodia,2037,ATS,Medium,Mid_eff,81.62,12.67126712671267,32.912391475927386,3.4,90.72596729158356,0.03911435941530524,501.4,1309.07,0.13965065846950367,182.81248748267316,0.15,75.21,182.81248748267316,,,projected
Cambodia,2037,ATS,Small,High_eff,81.62,79.66796679667966,47.53954305799649,30.91,100.0,0.026242476354256233,305.2,602.19,0.13965065846950367,84.09623002375042,0.15,45.779999999999994,84.09623002375042,,,projected
Cambodia,2037,ATS,Small,Low_eff,81.62,79.66796679667966,36.15365302535778,23.51,58.85075202468183,0.026242476354256233,518.6,425.93,0.13965065846950367,59.4814049619157,0.15,77.79,59.4814049619157,,,projected
Cambodia,2037,ATS,Small,Mid_eff,81.62,79.66796679667966,16.306803916645745,10.6,86.33663366336634,0.026242476354256233,353.5,506.03,0.13965065846950367,70.66742270532293,0.15,53.025,70.66742270532293,,,projected
Cambodia,2038,ATS,Large,High_eff,82.03,7.42074207420742,59.02964959568733,3.59,100.0,0.0428804815133276,498.7,2162.31,0.13965065846950367,301.9680153151925,0.15,74.80499999999999,301.9680153151925,,,projected
Cambodia,2038,ATS,Large,Low_eff,82.03,7.42074207420742,8.086253369272237,0.5,65.60978818576503,0.0428804815133276,760.1,2059.34,0.13965065846950367,287.5881870125877,0.15,114.015,287.5881870125877,,,projected
Cambodia,2038,ATS,Large,Mid_eff,82.03,7.42074207420742,32.88409703504043,2.0,82.4297520661157,0.0428804815133276,605.0,1996.91,0.13965065846950367,278.86979640433657,0.15,90.75,278.86979640433657,,,projected
Cambodia,2038,ATS,Medium,High_eff,82.03,12.661266126612661,59.00473933649288,6.13,100.0,0.03911435941530524,454.9,1481.9,0.13965065846950367,206.9483107859575,0.15,68.235,206.9483107859575,,,projected
Cambodia,2038,ATS,Medium,Low_eff,82.03,12.661266126612661,8.135860979462874,0.85,68.52967761373908,0.03911435941530524,663.8,1411.33,0.13965065846950367,197.0931638177646,0.15,99.57,197.0931638177646,,,projected
Cambodia,2038,ATS,Medium,Mid_eff,82.03,12.661266126612661,32.859399684044234,3.42,90.72596729158356,0.03911435941530524,501.4,1315.62,0.13965065846950367,183.7271992956484,0.15,75.21,183.7271992956484,,,projected
Cambodia,2038,ATS,Small,High_eff,82.03,79.91799179917992,47.54098360655738,31.16,100.0,0.026242476354256233,305.2,599.03,0.13965065846950367,83.65493394298677,0.15,45.779999999999994,83.65493394298677,,,projected
Cambodia,2038,ATS,Small,Low_eff,82.03,79.91799179917992,36.153172318858715,23.7,58.85075202468183,0.026242476354256233,518.6,428.06,0.13965065846950367,59.778860864455744,0.15,77.79,59.778860864455744,,,projected
Cambodia,2038,ATS,Small,Mid_eff,82.03,79.91799179917992,16.305844074583906,10.69,86.33663366336634,0.026242476354256233,353.5,505.76,0.13965065846950367,70.62971702753617,0.15,53.025,70.62971702753617,,,projected
Cambodia,2039,ATS,Large,High_eff,82.44,7.411482296459291,58.97435897435898,3.61,100.0,0.0428804815133276,498.7,2173.12,0.13965065846950367,303.4776389332478,0.15,74.80499999999999,303.4776389332478,,,projected
Cambodia,2039,ATS,Large,Low_eff,82.44,7.411482296459291,8.097165991902834,0.5,65.60978818576503,0.0428804815133276,760.1,2069.64,0.13965065846950367,289.02658879482357,0.15,114.015,289.02658879482357,,,projected
Cambodia,2039,ATS,Large,Mid_eff,82.44,7.411482296459291,32.928475033738195,2.01,82.4297520661157,0.0428804815133276,605.0,2006.89,0.13965065846950367,280.26350997586223,0.15,90.75,280.26350997586223,,,projected
Cambodia,2039,ATS,Medium,High_eff,82.44,12.6625325065013,59.00473933649288,6.16,100.0,0.03911435941530524,454.9,1489.31,0.13965065846950367,207.9831221652165,0.15,68.235,207.9831221652165,,,projected
Cambodia,2039,ATS,Medium,Low_eff,82.44,12.6625325065013,8.135860979462874,0.85,68.52967761373908,0.03911435941530524,663.8,1418.39,0.13965065846950367,198.07909746655932,0.15,99.57,198.07909746655932,,,projected
Cambodia,2039,ATS,Medium,Mid_eff,82.44,12.6625325065013,32.859399684044234,3.43,90.72596729158356,0.03911435941530524,501.4,1322.19,0.13965065846950367,184.64470412179307,0.15,75.21,184.64470412179307,,,projected
Cambodia,2039,ATS,Small,High_eff,82.44,79.92598519703941,47.54098360655738,31.32,100.0,0.026242476354256233,305.2,596.04,0.13965065846950367,83.23737847416297,0.15,45.779999999999994,83.23737847416297,,,projected
Cambodia,2039,ATS,Small,Low_eff,82.44,79.92598519703941,36.153172318858715,23.82,58.85075202468183,0.026242476354256233,518.6,430.2,0.13965065846950367,60.07771327358048,0.15,77.79,60.07771327358048,,,projected
Cambodia,2039,ATS,Small,Mid_eff,82.44,79.92598519703941,16.305844074583906,10.74,86.33663366336634,0.026242476354256233,353.5,505.56,0.13965065846950367,70.60178689584228,0.15,53.025,70.60178689584228,,,projected
Cambodia,2040,ATS,Large,High_eff,82.85,7.411482296459291,58.97435897435898,3.62,100.0,0.0428804815133276,498.7,2183.99,0.13965065846950367,304.99564159081126,0.15,74.80499999999999,304.99564159081126,,,projected
Cambodia,2040,ATS,Large,Low_eff,82.85,7.411482296459291,8.097165991902834,0.5,65.60978818576503,0.0428804815133276,760.1,2079.99,0.13965065846950367,290.4719731099829,0.15,114.015,290.4719731099829,,,projected
Cambodia,2040,ATS,Large,Mid_eff,82.85,7.411482296459291,32.928475033738195,2.02,82.4297520661157,0.0428804815133276,605.0,2016.93,0.13965065846950367,281.66560258689606,0.15,90.75,281.66560258689606,,,projected
Cambodia,2040,ATS,Medium,High_eff,82.85,12.6625325065013,59.00473933649288,6.19,100.0,0.03911435941530524,454.9,1496.76,0.13965065846950367,209.0235195708143,0.15,68.235,209.0235195708143,,,projected
Cambodia,2040,ATS,Medium,Low_eff,82.85,12.6625325065013,8.135860979462874,0.85,68.52967761373908,0.03911435941530524,663.8,1425.48,0.13965065846950367,199.06922063510808,0.15,99.57,199.06922063510808,,,projected
Cambodia,2040,ATS,Medium,Mid_eff,82.85,12.6625325065013,32.859399684044234,3.45,90.72596729158356,0.03911435941530524,501.4,1328.8,0.13965065846950367,185.56779497427647,0.15,75.21,185.56779497427647,,,projected
Cambodia,2040,ATS,Small,High_eff,82.85,79.92598519703941,47.54098360655738,31.48,100.0,0.026242476354256233,305.2,593.22,0.13965065846950367,82.84356361727897,0.15,45.779999999999994,82.84356361727897,,,projected
Cambodia,2040,ATS,Small,Low_eff,82.85,79.92598519703941,36.153172318858715,23.94,58.85075202468183,0.026242476354256233,518.6,432.35,0.13965065846950367,60.37796218928992,0.15,77.79,60.37796218928992,,,projected
Cambodia,2040,ATS,Small,Mid_eff,82.85,79.92598519703941,16.305844074583906,10.8,86.33663366336634,0.026242476354256233,353.5,505.45,0.13965065846950367,70.58642532341062,0.15,53.025,70.58642532341062,,,projected
Cambodia,2041,ATS,Large,High_eff,83.27,7.42074207420742,59.02964959568733,3.65,100.0,0.0428804815133276,498.7,2194.91,0.13965065846950367,306.5206267812983,0.15,74.80499999999999,306.5206267812983,,,projected
Cambodia,2041,ATS,Large,Low_eff,83.27,7.42074207420742,8.086253369272237,0.5,65.60978818576503,0.0428804815133276,760.1,2090.39,0.13965065846950367,291.92433995806573,0.15,114.015,291.92433995806573,,,projected
Cambodia,2041,ATS,Large,Mid_eff,83.27,7.42074207420742,32.88409703504043,2.03,82.4297520661157,0.0428804815133276,605.0,2027.01,0.13965065846950367,283.0732812242686,0.15,90.75,283.0732812242686,,,projected
Cambodia,2041,ATS,Medium,High_eff,83.27,12.661266126612661,59.00473933649288,6.22,100.0,0.03911435941530524,454.9,1504.24,0.13965065846950367,210.0681064961662,0.15,68.235,210.0681064961662,,,projected
Cambodia,2041,ATS,Medium,Low_eff,83.27,12.661266126612661,8.135860979462874,0.86,68.52967761373908,0.03911435941530524,663.8,1432.61,0.13965065846950367,200.06492982999563,0.15,99.57,200.06492982999563,,,projected
Cambodia,2041,ATS,Medium,Mid_eff,83.27,12.661266126612661,32.859399684044234,3.47,90.72596729158356,0.03911435941530524,501.4,1335.45,0.13965065846950367,186.49647185309868,0.15,75.21,186.49647185309868,,,projected
Cambodia,2041,ATS,Small,High_eff,83.27,79.91799179917992,47.54098360655738,31.63,100.0,0.026242476354256233,305.2,590.56,0.13965065846950367,82.47209286575008,0.15,45.779999999999994,82.47209286575008,,,projected
Cambodia,2041,ATS,Small,Low_eff,83.27,79.91799179917992,36.153172318858715,24.06,58.85075202468183,0.026242476354256233,518.6,434.51,0.13965065846950367,60.67960761158404,0.15,77.79,60.67960761158404,,,projected
Cambodia,2041,ATS,Small,Mid_eff,83.27,79.91799179917992,16.305844074583906,10.85,86.33663366336634,0.026242476354256233,353.5,505.42,0.13965065846950367,70.58223580365654,0.15,53.025,70.58223580365654,,,projected
Cambodia,2042,ATS,Large,High_eff,83.69,7.460000000000002,58.98123324396782,3.68,100.0,0.0428804815133276,498.7,2205.88,0.13965065846950367,308.0525945047088,0.15,74.80499999999999,308.0525945047088,,,projected
Cambodia,2042,ATS,Large,Low_eff,83.69,7.460000000000002,8.176943699731902,0.51,65.60978818576503,0.0428804815133276,760.1,2100.84,0.13965065846950367,293.38368933907213,0.15,114.015,293.38368933907213,,,projected
Cambodia,2042,ATS,Large,Mid_eff,83.69,7.460000000000002,32.84182305630027,2.05,82.4297520661157,0.0428804815133276,605.0,2037.15,0.13965065846950367,284.48933890114944,0.15,90.75,284.48933890114944,,,projected
Cambodia,2042,ATS,Medium,High_eff,83.69,12.67,58.958168902920285,6.25,100.0,0.03911435941530524,454.9,1511.76,0.13965065846950367,211.11827944785688,0.15,68.235,211.11827944785688,,,projected
Cambodia,2042,ATS,Medium,Low_eff,83.69,12.67,8.12943962115233,0.86,68.52967761373908,0.03911435941530524,663.8,1439.77,0.13965065846950367,201.0648285446373,0.15,99.57,201.0648285446373,,,projected
Cambodia,2042,ATS,Medium,Mid_eff,83.69,12.67,32.912391475927386,3.49,90.72596729158356,0.03911435941530524,501.4,1342.13,0.13965065846950367,187.42933825167498,0.15,75.21,187.42933825167498,,,projected
Cambodia,2042,ATS,Small,High_eff,83.69,79.87,47.53975209715788,31.78,100.0,0.026242476354256233,305.2,588.05,0.13965065846950367,82.12156971299163,0.15,45.779999999999994,82.12156971299163,,,projected
Cambodia,2042,ATS,Small,Low_eff,83.69,79.87,36.15875798172029,24.17,58.85075202468183,0.026242476354256233,518.6,436.68,0.13965065846950367,60.982649540462866,0.15,77.79,60.982649540462866,,,projected
Cambodia,2042,ATS,Small,Mid_eff,83.69,79.87,16.301489921121824,10.9,86.33663366336634,0.026242476354256233,353.5,505.47,0.13965065846950367,70.58921833658002,0.15,53.025,70.58921833658002,,,projected
Cambodia,2043,ATS,Large,High_eff,84.1,7.490749074907492,59.012016021361816,3.72,100.0,0.0428804815133276,498.7,2216.91,0.13965065846950367,309.59294126762734,0.15,74.80499999999999,309.59294126762734,,,projected
Cambodia,2043,ATS,Large,Low_eff,84.1,7.490749074907492,8.144192256341789,0.51,65.60978818576503,0.0428804815133276,760.1,2111.34,0.13965065846950367,294.8500212530019,0.15,114.015,294.8500212530019,,,projected
Cambodia,2043,ATS,Large,Mid_eff,84.1,7.490749074907492,32.843791722296395,2.07,82.4297520661157,0.0428804815133276,605.0,2047.33,0.13965065846950367,285.91098260436894,0.15,90.75,285.91098260436894,,,projected
Cambodia,2043,ATS,Medium,High_eff,84.1,12.67126712671267,58.958168902920285,6.29,100.0,0.03911435941530524,454.9,1519.32,0.13965065846950367,212.1740384258863,0.15,68.235,212.1740384258863,,,projected
Cambodia,2043,ATS,Medium,Low_eff,84.1,12.67126712671267,8.12943962115233,0.87,68.52967761373908,0.03911435941530524,663.8,1446.97,0.13965065846950367,202.07031328561771,0.15,99.57,202.07031328561771,,,projected
Cambodia,2043,ATS,Medium,Mid_eff,84.1,12.67126712671267,32.912391475927386,3.5,90.72596729158356,0.03911435941530524,501.4,1348.84,0.13965065846950367,188.36639417000532,0.15,75.21,188.36639417000532,,,projected
Cambodia,2043,ATS,Small,High_eff,84.1,79.83798379837984,47.53851935362646,31.92,100.0,0.026242476354256233,305.2,585.69,0.13965065846950367,81.79199415900361,0.15,45.779999999999994,81.79199415900361,,,projected
Cambodia,2043,ATS,Small,Low_eff,84.1,79.83798379837984,36.15182262307403,24.28,58.85075202468183,0.026242476354256233,518.6,438.86,0.13965065846950367,61.28708797592638,0.15,77.79,61.28708797592638,,,projected
Cambodia,2043,ATS,Small,Mid_eff,84.1,79.83798379837984,16.309658023299512,10.95,86.33663366336634,0.026242476354256233,353.5,505.59,0.13965065846950367,70.60597641559636,0.15,53.025,70.60597641559636,,,projected
Cambodia,2044,ATS,Large,High_eff,84.52,7.53,58.964143426294825,3.75,100.0,0.0428804815133276,498.7,2228.0,0.13965065846950367,311.14166707005415,0.15,74.80499999999999,311.14166707005415,,,projected
Cambodia,2044,ATS,Large,Low_eff,84.52,7.53,8.100929614873838,0.52,65.60978818576503,0.0428804815133276,760.1,2121.9,0.13965065846950367,296.3247322064399,0.15,114.015,296.3247322064399,,,projected
Cambodia,2044,ATS,Large,Mid_eff,84.52,7.53,32.93492695883134,2.09,82.4297520661157,0.0428804815133276,605.0,2057.57,0.13965065846950367,287.3410053470967,0.15,90.75,287.3410053470967,,,projected
Cambodia,2044,ATS,Medium,High_eff,84.52,12.67,58.958168902920285,6.32,100.0,0.03911435941530524,454.9,1526.92,0.13965065846950367,213.23538343025456,0.15,68.235,213.23538343025456,,,projected
Cambodia,2044,ATS,Medium,Low_eff,84.52,12.67,8.12943962115233,0.87,68.52967761373908,0.03911435941530524,663.8,1454.21,0.13965065846950367,203.08138405293693,0.15,99.57,203.08138405293693,,,projected
Cambodia,2044,ATS,Medium,Mid_eff,84.52,12.67,32.912391475927386,3.52,90.72596729158356,0.03911435941530524,501.4,1355.58,0.13965065846950367,189.30763960808977,0.15,75.21,189.30763960808977,,,projected
Cambodia,2044,ATS,Small,High_eff,84.52,79.8,47.54385964912281,32.07,100.0,0.026242476354256233,305.2,583.48,0.13965065846950367,81.483366203786,0.15,45.779999999999994,81.483366203786,,,projected
Cambodia,2044,ATS,Small,Low_eff,84.52,79.8,36.152882205513784,24.39,58.85075202468183,0.026242476354256233,518.6,441.06,0.13965065846950367,61.59431942455929,0.15,77.79,61.59431942455929,,,projected
Cambodia,2044,ATS,Small,Mid_eff,84.52,79.8,16.303258145363408,11.0,86.33663366336634,0.026242476354256233,353.5,505.78,0.13965065846950367,70.63251004070557,0.15,53.025,70.63251004070557,,,projected
Cambodia,2045,ATS,Large,High_eff,84.95,7.55,59.07284768211921,3.79,100.0,0.0428804815133276,498.7,2239.14,0.13965065846950367,312.69737540540444,0.15,74.80499999999999,312.69737540540444,,,projected
Cambodia,2045,ATS,Large,Low_eff,84.95,7.55,8.079470198675496,0.52,65.60978818576503,0.0428804815133276,760.1,2132.51,0.13965065846950367,297.8064256928013,0.15,114.015,297.8064256928013,,,projected
Cambodia,2045,ATS,Large,Mid_eff,84.95,7.55,32.847682119205295,2.11,82.4297520661157,0.0428804815133276,605.0,2067.86,0.13965065846950367,288.7780106227479,0.15,90.75,288.7780106227479,,,projected
Cambodia,2045,ATS,Medium,High_eff,84.95,12.68,58.99053627760252,6.35,100.0,0.03911435941530524,454.9,1534.55,0.13965065846950367,214.30091795437684,0.15,68.235,214.30091795437684,,,projected
Cambodia,2045,ATS,Medium,Low_eff,84.95,12.68,8.123028391167193,0.88,68.52967761373908,0.03911435941530524,663.8,1461.48,0.13965065846950367,204.09664434001022,0.15,99.57,204.09664434001022,,,projected
Cambodia,2045,ATS,Medium,Mid_eff,84.95,12.68,32.88643533123029,3.54,90.72596729158356,0.03911435941530524,501.4,1362.36,0.13965065846950367,190.254471072513,0.15,75.21,190.254471072513,,,projected
Cambodia,2045,ATS,Small,High_eff,84.95,79.77,47.53666792027078,32.21,100.0,0.026242476354256233,305.2,581.41,0.13965065846950367,81.19428934075412,0.15,45.779999999999994,81.19428934075412,,,projected
Cambodia,2045,ATS,Small,Low_eff,84.95,79.77,36.153942584931684,24.5,58.85075202468183,0.026242476354256233,518.6,443.26,0.13965065846950367,61.90155087319219,0.15,77.79,61.90155087319219,,,projected
Cambodia,2045,ATS,Small,Mid_eff,84.95,79.77,16.309389494797543,11.05,86.33663366336634,0.026242476354256233,353.5,506.04,0.13965065846950367,70.66881921190765,0.15,53.025,70.66881921190765,,,projected
Cambodia,2046,ATS,Large,High_eff,85.37,7.580758075807579,58.97097625329815,3.82,100.0,0.0428804815133276,498.7,2250.33,0.13965065846950367,314.2600662736782,0.15,74.80499999999999,314.2600662736782,,,projected
Cambodia,2046,ATS,Large,Low_eff,85.37,7.580758075807579,8.179419525065963,0.53,65.60978818576503,0.0428804815133276,760.1,2143.17,0.13965065846950367,299.2951017120862,0.15,114.015,299.2951017120862,,,projected
Cambodia,2046,ATS,Large,Mid_eff,85.37,7.580758075807579,32.849604221635886,2.13,82.4297520661157,0.0428804815133276,605.0,2078.2,0.13965065846950367,290.2219984313225,0.15,90.75,290.2219984313225,,,projected
Cambodia,2046,ATS,Medium,High_eff,85.37,12.68126812681268,58.99053627760252,6.39,100.0,0.03911435941530524,454.9,1542.22,0.13965065846950367,215.37203850483795,0.15,68.235,215.37203850483795,,,projected
Cambodia,2046,ATS,Medium,Low_eff,85.37,12.68126812681268,8.123028391167193,0.88,68.52967761373908,0.03911435941530524,663.8,1468.78,0.13965065846950367,205.11609414683758,0.15,99.57,205.11609414683758,,,projected
Cambodia,2046,ATS,Medium,Mid_eff,85.37,12.68126812681268,32.88643533123029,3.56,90.72596729158356,0.03911435941530524,501.4,1369.17,0.13965065846950367,191.20549205669036,0.15,75.21,191.20549205669036,,,projected
Cambodia,2046,ATS,Small,High_eff,85.37,79.73797379737972,47.53543208328107,32.36,100.0,0.026242476354256233,305.2,579.48,0.13965065846950367,80.924763569908,0.15,45.779999999999994,80.924763569908,,,projected
Cambodia,2046,ATS,Small,Low_eff,85.37,79.73797379737972,36.15953844224257,24.61,58.85075202468183,0.026242476354256233,518.6,445.48,0.13965065846950367,62.2115753349945,0.15,77.79,62.2115753349945,,,projected
Cambodia,2046,ATS,Small,Mid_eff,85.37,79.73797379737972,16.30502947447636,11.1,86.33663366336634,0.026242476354256233,353.5,506.38,0.13965065846950367,70.71630043578726,0.15,53.025,70.71630043578726,,,projected
Cambodia,2047,ATS,Large,High_eff,85.78,7.600760076007601,58.94736842105264,3.84,100.0,0.0428804815133276,498.7,2261.58,0.13965065846950367,315.8311361814601,0.15,74.80499999999999,315.8311361814601,,,projected
