ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,unit_audit
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.781924466, 2018, 1530.938599, 2019, 1535.3, 2020, 1535.3, 2021, 1536.3, 2022, 2319.53, 2023, 2538.355081, 2024, 2304.709051, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.085123986, 2018, 166.6651973, 2019, 167.14, 2020, 167.14, 2021, 170.64, 2022, 170.64, 2023, 186.7382233, 2024, 169.5496728, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.023936983, 2018, 46.86648483, 2019, 47, 2020, 47, 2021, 396.62, 2022, 413.68, 2023, 452.7066819, 2024, 411.0367361, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.009014566, 2018, 17.64971875, 2019, 17.7, 2020, 21.2, 2021, 21.2, 2022, 21.2, 2023, 23.20001367, 2024, 21.06453975, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 9.651713728, 2018, 81.89629906, 2019, 84.92, 2020, 89.72, 2021, 91.77, 2022, 106.81, 2023, 111.471008, 2024, 112.4146476, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0.227313088, 2018, 1.928787072, 2019, 2, 2020, 2, 2021, 2.05, 2022, 2.05, 2023, 2.139458537, 2024, 2.157569774, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 2.920973184, 2018, 24.78491387, 2019, 25.7, 2020, 26.1, 2021, 40.97, 2022, 40.55, 2023, 42.3195335, 2024, 42.67778261, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDSA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0.032881473, 2011, 0.207672458, 2012, 0.709547566, 2013, 1.557543437, 2014, 1.557543437, 2015, 6.385928092, 2016, 8.081919835, 2017, 9.431790814, 2018, 9.104706692, 2019, 25.23739549, 2020, 11.12120083, 2021, 14.0992994, 2022, 12.73035562, 2023, 27.54183706, 2024, 42.0124646, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDJW,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0.015656288, 2011, 0.098881817, 2012, 0.337846207, 2013, 0.741613625, 2014, 0.741613625, 2015, 3.040615861, 2016, 3.848150697, 2017, 4.490882505, 2018, 4.335143644, 2019, 12.01661276, 2020, 27.60985507, 2021, 74.13535282, 2022, 116.3423738, 2023, 251.7041, 2024, 383.9507716, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDKA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0.016669534, 2011, 0.105281266, 2012, 0.359710993, 2013, 0.789609496, 2014, 0.789609496, 2015, 3.237398933, 2016, 4.09719594, 2017, 4.78152417, 2018, 4.615706176, 2019, 12.79430587, 2020, 9.799668737, 2021, 10.38949093, 2022, 13.38418053, 2023, 28.9563725, 2024, 44.17020447, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDEast,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0.124792706, 2011, 0.788164459, 2012, 2.692895235, 2013, 5.911233442, 2014, 5.911233442, 2015, 24.23605711, 2016, 30.67273353, 2017, 35.79580251, 2018, 34.55444349, 2019, 95.78168588, 2020, 98.76927536, 2021, 102.4758569, 2022, 129.81309, 2023, 280.8476904, 2024, 428.4065593, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDSA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0, 2019, 0, 2020, 0, 2021, 0, 2022, 0, 2023, 0, 2024, 0, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0.000961605, 2008, 0.002500174, 2009, 0.010193018, 2010, 0.003269459, 2011, 0.008942931, 2012, 0.008942931, 2013, 0.006058114, 2014, 0.010769981, 2015, 0.010769981, 2016, 0.010769981, 2017, 0.010769981, 2018, 1.38, 2019, 1.48385339, 2020, 1.375528482, 2021, 1.38, 2022, 1.38, 2023, 1.362024496, 2024, 1.362024496, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDKA,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0, 2019, 0, 2020, 0, 2021, 0, 2022, 0, 2023, 0, 2024, 0, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Existing Capacity,"Interp(2005, 0, 2006, 0, 2007, 0.099038395, 2008, 0.257499826, 2009, 1.049806982, 2010, 0.336730541, 2011, 0.921057069, 2012, 0.921057069, 2013, 0.623941886, 2014, 1.109230019, 2015, 1.109230019, 2016, 1.109230019, 2017, 1.109230019, 2018, 142.13, 2019, 152.8261466, 2020, 152.4344715, 2021, 152.93, 2022, 152.93, 2023, 150.9379755, 2024, 150.9379755, FirstScenarioYear, 0)",MW,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Existing Capacity | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_existing_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Historical Production,"Interp(2005, 6695.56419, 2006, 7491.916536, 2007, 8170.229641, 2008, 7995.425955, 2009, 8339.092861, 2010, 8403.777925, 2011, 9770.414918, 2012, 11171.59462, 2013, 12198.63502, 2014, 13098.8355, 2015, 14236.87459, 2016, 14157.55838, 2017, 14800.33871, 2018, 12104.79767, 2019, 13148.23236, 2020, 13003.46712, 2021, 12944.8627, 2022, 13482.61598, 2023, 13166.14434, 2024, 13415.63534, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Historical Production,"Interp(2005, 44451.57255, 2006, 49738.52269, 2007, 54241.81522, 2008, 53081.30081, 2009, 55362.89112, 2010, 55792.33258, 2011, 64865.37881, 2012, 74167.75262, 2013, 80986.23121, 2014, 86962.62478, 2015, 94518.01907, 2016, 93991.44205, 2017, 98258.83391, 2018, 80363.24897, 2019, 87290.56851, 2020, 82725.21826, 2021, 83671.55073, 2022, 85556.54631, 2023, 83548.31434, 2024, 85131.50773, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDKA,Historical Production,"Interp(2005, 2809.593084, 2006, 3143.758507, 2007, 3428.392296, 2008, 3355.041162, 2009, 3499.250692, 2010, 3526.393843, 2011, 4099.862147, 2012, 4687.825263, 2013, 5118.792026, 2014, 5496.534208, 2015, 5974.078248, 2016, 5940.795575, 2017, 6210.519096, 2018, 5079.415992, 2019, 5517.262123, 2020, 4973.359359, 2021, 5247.772198, 2022, 5440.353815, 2023, 5312.654732, 2024, 5413.32654, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Historical Production,"Interp(2005, 6907.27018, 2006, 7728.802265, 2007, 8428.562845, 2008, 8248.232069, 2009, 8602.765325, 2010, 8669.495656, 2011, 10079.34413, 2012, 11524.82751, 2013, 12584.34174, 2014, 13513.00551, 2015, 14687.02809, 2016, 14605.20399, 2017, 15268.30828, 2018, 12487.53737, 2019, 13563.96425, 2020, 12632.92958, 2021, 11897.78162, 2022, 10248.4439, 2023, 10007.88659, 2024, 10197.53039, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDSA,Historical Production,"Interp(2005, 4135.531404, 2006, 4122.820981, 2007, 4169.996202, 2008, 4805.761743, 2009, 4783.64072, 2010, 5294.868566, 2011, 5449.471297, 2012, 4777.163293, 2013, 5063.514439, 2014, 5350.721094, 2015, 5456.437586, 2016, 5891.769546, 2017, 5398.629609, 2018, 5372.964333, 2019, 5274.095581, 2020, 2995.883725, 2021, 2816.04704, 2022, 7350.762224, 2023, 8332.799908, 2024, 9113.462549, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Production,"Interp(2005, 28744.75644, 2006, 28656.41036, 2007, 28984.31023, 2008, 33403.31321, 2009, 33249.55706, 2010, 36802.93835, 2011, 37877.5325, 2012, 33204.53453, 2013, 35194.86979, 2014, 37191.15141, 2015, 37925.95295, 2016, 40951.8062, 2017, 37524.14818, 2018, 37345.75705, 2019, 36658.55197, 2020, 30087.90471, 2021, 33310.38127, 2022, 29013.16765, 2023, 32889.23153, 2024, 35970.47608, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Production,"Interp(2005, 173.6597651, 2006, 173.1260274, 2007, 175.1070153, 2008, 201.8041635, 2009, 200.8752546, 2010, 222.3427999, 2011, 228.8348976, 2012, 200.6032537, 2013, 212.6277477, 2014, 224.6881664, 2015, 229.1274269, 2016, 247.4079424, 2017, 226.6999469, 2018, 225.6222074, 2019, 221.470498, 2020, 308.9175257, 2021, 331.8199058, 2022, 289.0134003, 2023, 327.624641, 2024, 358.3183239, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDEast,Historical Production,"Interp(2005, 784.0523956, 2006, 781.6426359, 2007, 790.5865517, 2008, 911.1208789, 2009, 906.9269701, 2010, 1003.850286, 2011, 1033.161306, 2012, 905.6989195, 2013, 959.9880253, 2014, 1014.439327, 2015, 1034.48204, 2016, 1117.01631, 2017, 1023.522267, 2018, 1018.656406, 2019, 999.9119511, 2020, 750.3340381, 2021, 1516.721783, 2022, 1821.05673, 2023, 2064.343926, 2024, 2257.743048, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDSA,Historical Production,"Interp(2005, 1459.364226, 2006, 1324.170472, 2007, 1516.263954, 2008, 1583.405633, 2009, 2354.05555, 2010, 2477.186562, 2011, 2654.713714, 2012, 2276.216722, 2013, 2386.829794, 2014, 2438.039549, 2015, 1820.108502, 2016, 1482.124117, 2017, 1620.276657, 2018, 2266.20237, 2019, 2081.155351, 2020, 1516.568622, 2021, 1761.718281, 2022, 1602.452572, 2023, 1298.606478, 2024, 1622.953031, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDJW,Historical Production,"Interp(2005, 4131.998296, 2006, 3749.214923, 2007, 4293.10241, 2008, 4483.205263, 2009, 6665.199373, 2010, 7013.828674, 2011, 7516.473507, 2012, 6444.808946, 2013, 6757.995342, 2014, 6902.989044, 2015, 5153.398374, 2016, 4196.439942, 2017, 4587.600729, 2018, 6416.454622, 2019, 5892.518269, 2020, 4137.48576, 2021, 4434.455427, 2022, 4033.564606, 2023, 3268.74768, 2024, 4085.166711, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDKA,Historical Production,"Interp(2005, 437.7422657, 2006, 397.1903465, 2007, 454.8095717, 2008, 474.9489929, 2009, 706.1085861, 2010, 743.0422364, 2011, 796.2922313, 2012, 682.7605114, 2013, 715.9393544, 2014, 731.2999298, 2015, 545.9489861, 2016, 444.5691881, 2017, 486.0086072, 2018, 679.7566655, 2019, 624.2510555, 2020, 444.89361, 2021, 546.2725966, 2022, 496.8875766, 2023, 402.6711537, 2024, 503.2443473, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDEast,Historical Production,"Interp(2005, 382.8952121, 2006, 347.4242583, 2007, 397.8240647, 2008, 415.4401108, 2009, 617.6364907, 2010, 649.9425278, 2011, 696.520548, 2012, 597.2138204, 2013, 626.2355099, 2014, 639.6714772, 2015, 477.5441377, 2016, 388.8667531, 2017, 425.1140073, 2018, 594.5863423, 2019, 546.0353249, 2020, 396.0620079, 2021, 469.5436958, 2022, 433.0952462, 2023, 350.9746886, 2024, 438.6359103, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDSA,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 53.01833309, 2008, 0, 2009, 0, 2010, 32.42443512, 2011, 21.03206602, 2012, 24.09924232, 2013, 167.3801921, 2014, 22.34657015, 2015, 540.2611959, 2016, 1073.949871, 2017, 35.92977945, 2018, 86.93253955, 2019, 2811.905887, 2020, 3588.57741, 2021, 3679.447495, 2022, 2125.899659, 2023, 2025.367087, 2024, 2114.487173, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDJW,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 11.42985611, 2008, 0, 2009, 0, 2010, 6.990159935, 2011, 4.534157796, 2012, 5.195389141, 2013, 36.08433913, 2014, 4.817542658, 2015, 116.4711784, 2016, 231.5254324, 2017, 7.745852901, 2018, 18.74118556, 2019, 606.1993618, 2020, 871.8338961, 2021, 807.5170505, 2022, 466.5646744, 2023, 444.5010992, 2024, 464.0600111, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDKA,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 17.51399166, 2008, 0, 2009, 0, 2010, 10.71103622, 2011, 6.947699171, 2012, 7.9609053, 2013, 55.2921059, 2014, 7.381930369, 2015, 178.4690224, 2016, 354.7668889, 2017, 11.86898608, 2018, 28.71715657, 2019, 928.8805094, 2020, 1177.238847, 2021, 1107.359125, 2022, 1989.80649, 2023, 1895.709685, 2024, 1979.124594, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDEast,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 39.03781914, 2008, 0, 2009, 0, 2010, 23.87436873, 2011, 15.48607701, 2012, 17.74446324, 2013, 123.2433629, 2014, 16.45395683, 2015, 397.7986033, 2016, 790.7578074, 2017, 26.45538156, 2018, 64.00911832, 2019, 2070.428605, 2020, 3621.220597, 2021, 4758.634893, 2022, 6223.739177, 2023, 5929.422129, 2024, 6190.328222, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Historical Production,"Interp(2005, 1921.218177, 2006, 1933.019012, 2007, 1888.344421, 2008, 2242.158759, 2009, 2281.143662, 2010, 2590.704866, 2011, 3471.763679, 2012, 4044.314934, 2013, 4068.548792, 2014, 4695.046724, 2015, 4107.533696, 2016, 4153.051204, 2017, 3911.766263, 2018, 3672.799342, 2019, 2203.38037, 2020, 1435.847604, 2021, 1375.405582, 2022, 1171.270064, 2023, 1248.710538, 2024, 1355.627284, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",Interpolated trajectory on Historical Production | sourced from year-wide Rev1 input,"Transformation_ Input LEAP_ID_MY_Nodes Rev1 (Existing Cap, Historical Prod).csv",power_historical_production,High,passthrough — input unit preserved (no conversion)
