ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,unit_audit
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,"Add(2034, 233.33, 2035, 233.33, 2036, 233.33)",MW,,ats_cap_ret.csv,Step-add trajectory on Capacity Retirement (per-year MW deltas),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,"Add(2025, 63)",MW,,ats_cap_ret.csv,Step-add trajectory on Capacity Retirement (per-year MW deltas),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDEast,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDSA,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Retirement,"Add(2027, 92.3, 2028, 1079.9, 2037, 617.7)",MW,,ats_cap_ret.csv,Step-add trajectory on Capacity Retirement (per-year MW deltas),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Capacity Retirement,"Add(2027, 10.4, 2028, 121.2, 2037, 69.2)",MW,,ats_cap_ret.csv,Step-add trajectory on Capacity Retirement (per-year MW deltas),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Capacity Retirement,"Add(2027, 8.3, 2028, 99.9, 2037, 56.2)",MW,,ats_cap_ret.csv,Step-add trajectory on Capacity Retirement (per-year MW deltas),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Gas Engine,Capacity Retirement,0,MW,,ats_cap_ret.csv,Zero-clamp on Capacity Retirement (BAS standardisation),ats_cap_ret.csv,power_capacity_retirement,High,passthrough — input unit preserved (no conversion)
