ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,unit_audit
Philippines,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\CAES,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Cambodia,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Laos,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Malaysia,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Myanmar,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Philippines,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Singapore,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Thailand,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Vietnam,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Timor Leste,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Solar PV_IDEast,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash_IDEast,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDEast,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Exogenous Capacity,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,ats_exo_formula.csv,Formula on Exogenous Capacity (ATS standardisation: PDP = E + Add - Ret),ats_exo_formula.csv,power_exogenous_capacity,High,passthrough — input unit preserved (no conversion)
