variable,scenario,energy_class,fuel,region,year,value,unit
Primary Supply,Baseline Simulation,Secondary,Biomethane,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Singapore,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Thailand,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Thailand,2020,0.008527496780571417,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Thailand,2030,0.044315468434285694,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Thailand,2040,0.1047456526628571,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Thailand,2050,0.1866621246171429,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Thailand,2060,0.2699214895542856,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Vietnam,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Biomethane,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Brunei,2010,0.0011304653076000001,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Brunei,2020,0.00014488421399999998,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Brunei,2030,0.00012058001317467115,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Brunei,2040,0.00012603838043600982,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Brunei,2050,0.0001295118868750435,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Brunei,2060,0.00013458022830986505,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Cambodia,2020,0.004882409857008,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Cambodia,2030,0.006815691719999999,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Cambodia,2040,0.006815691719999999,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Cambodia,2050,0.006815691719999999,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Cambodia,2060,0.008517626583055013,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Indonesia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Indonesia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Indonesia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Laos,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Laos,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Laos,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Laos,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Laos,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Laos,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Myanmar,2010,0.0007167342458763675,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Myanmar,2020,0.02043864876862944,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Myanmar,2030,0.004315286178964322,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Myanmar,2040,0.0047093733505324965,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Myanmar,2050,0.005257727811991731,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Myanmar,2060,0.006013558591235092,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Philippines,2010,0.005025513843648001,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Philippines,2020,0.009783452104452,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Philippines,2030,0.028658130284303893,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Philippines,2040,0.04495382146567612,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Philippines,2050,0.0654640224017965,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Philippines,2060,0.0928406976389793,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Singapore,2010,-0.0708424631398797,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Singapore,2020,-0.1086163632398259,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Singapore,2030,-0.14745397159074888,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Singapore,2040,-0.14577356486075446,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Singapore,2050,-0.14392087383360438,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Singapore,2060,-0.14173560162637291,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Thailand,2010,0.2628985169376,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Thailand,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Thailand,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Vietnam,2010,-0.0063248647823999984,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Vietnam,2020,-0.014276947806720001,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Vietnam,2030,0.09578179245111514,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Vietnam,2040,0.13000279973409845,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Vietnam,2050,0.17437950751052772,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Bitumen,Vietnam,2060,0.23794279680617073,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Indonesia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Indonesia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Indonesia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Laos,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Laos,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Laos,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Laos,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Laos,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Laos,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Myanmar,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Myanmar,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Myanmar,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Myanmar,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Myanmar,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Philippines,2010,0.0383971428,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Philippines,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Philippines,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Philippines,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Philippines,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Philippines,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Singapore,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Thailand,2010,0.0021181021199999997,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Thailand,2020,0.001339775999999989,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Thailand,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Vietnam,2020,-0.0039272184000000016,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Vietnam,2030,-0.004898556000000002,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Vietnam,2040,-0.0048985560000000036,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Vietnam,2050,-0.004898556000000007,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Charcoal,Vietnam,2060,-0.004898556,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Brunei,2010,0.002322589441871948,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Brunei,2020,-0.10885678365237318,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Brunei,2030,-0.11296901633302817,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Brunei,2040,-0.10894585380439921,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Brunei,2050,-0.10640359830926566,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Brunei,2060,-0.10583027304651393,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Cambodia,2010,0.03286638,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Cambodia,2020,0.10641623348274738,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Cambodia,2030,0.17894950240220142,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Cambodia,2040,0.38089037387002217,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Cambodia,2050,0.5110747472312844,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Cambodia,2060,0.5566626605238364,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Indonesia,2010,1.5042652118684516,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Indonesia,2020,3.0191748455502943,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Indonesia,2030,6.421170638434198,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Indonesia,2040,15.619709575456874,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Indonesia,2050,22.75468260548448,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Indonesia,2060,26.293371361666747,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Laos,2010,0.01937190492,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Laos,2020,0.05333733287655109,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Laos,2030,0.10041967691214998,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Laos,2040,0.19283946867411686,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Laos,2050,0.24310847653762643,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Laos,2060,0.25180434417151243,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Malaysia,2010,0.04502936620440197,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Malaysia,2020,0.1355882418030871,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Malaysia,2030,0.6709668318085334,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Malaysia,2040,1.4735841536660115,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Malaysia,2050,1.9689143293705622,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Malaysia,2060,2.2192576426404447,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Myanmar,2010,0.12854956968433712,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Myanmar,2020,0.3136718208320409,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Myanmar,2030,0.4975262213207037,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Myanmar,2040,1.1578691865702966,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Myanmar,2050,1.5675834015344734,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Myanmar,2060,1.7299304491551604,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Philippines,2010,0.16479688148102786,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Philippines,2020,0.5434133522089026,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Philippines,2030,0.9599946133616831,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Philippines,2040,1.8833425127663026,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Philippines,2050,2.5198529252096744,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Philippines,2060,2.8505639155782414,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Singapore,2010,0.38419125594753695,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Singapore,2020,0.41730627655870783,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Singapore,2030,0.21611654985486245,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Singapore,2040,0.3689053664447279,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Singapore,2050,0.4627392316748767,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Singapore,2060,0.4957724647431416,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Thailand,2010,-0.4184321108161697,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Thailand,2020,-0.30438335348663903,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Thailand,2030,-0.04200628318874574,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Thailand,2040,1.7048605596931323,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Thailand,2050,2.694905564841419,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Thailand,2060,3.081173048084649,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Vietnam,2010,0.45812584550413243,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Vietnam,2020,1.114222231090306,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Vietnam,2030,1.9630222683922094,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Vietnam,2040,2.9320798145323725,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Vietnam,2050,3.293522476914917,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Diesel,Vietnam,2060,3.8101335612136333,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Indonesia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Indonesia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Indonesia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Laos,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Laos,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Laos,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Laos,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Laos,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Laos,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Myanmar,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Myanmar,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Myanmar,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Myanmar,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Myanmar,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Philippines,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Philippines,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Philippines,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Philippines,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Philippines,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Philippines,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Singapore,2020,3.363396e-06,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Singapore,2030,3.5809700400000003e-06,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Singapore,2040,3.5809700400000003e-06,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Singapore,2050,3.5809700400000003e-06,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Singapore,2060,3.5809700400000003e-06,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Thailand,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Thailand,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Thailand,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Vietnam,2030,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Domestic Biogas,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Brunei,2010,0.0018906742718804814,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Brunei,2020,0.003310843254051745,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Brunei,2030,-0.01327310057438537,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Brunei,2040,-0.014183339693882182,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Brunei,2050,-0.014004512570902135,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Brunei,2060,-0.012744246416080072,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Cambodia,2010,0.007549129707298729,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Cambodia,2020,0.013732704,Billion Gigajoules
Primary Supply,Baseline Simulation,Secondary,Electricity,Cambodia,2030,0.01283170464,Billion Gigajoules
