ams,branch,variable,expression,unit,scenario,source,note
Myanmar,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2607048312,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2123733273,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2206803045,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2068353425,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Medium\Low_eff,Unit Capacity,0.2579358388,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1832569525,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.151539403,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1971019146,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1773833322,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1650487297,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1794810538,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1462531448,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1519589473,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1423933372,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Small\High_eff,Unit Capacity,0.1776350588,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1832569525,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.151539403,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1971019146,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1773833322,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1650487297,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1794810538,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1462531448,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1519589473,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1423933372,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Small\Mid_eff,Unit Capacity,0.1776350588,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1832569525,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.151539403,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1971019146,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1773833322,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1650487297,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1794810538,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1462531448,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1519589473,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1423933372,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Air Conditioning_\Small\Low_eff,Unit Capacity,0.1776350588,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.839089 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Refrigeration_\Large\High_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Brunei,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Cambodia,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Indonesia,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Laos,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Malaysia,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Myanmar,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Philippines,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Singapore,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Thailand,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
Vietnam,Demand\Residential\Projections\Refrigeration_\Large\Mid_eff,Unit Capacity,0.0280703554,Kilowatt,ASEAN Coordinated Transition,v0.92 ACT Unit Capacity x 0.493075 (2060 High_eff frontier factor); one LEAP device = 10^6 actual devices per the team's coef fix,"re-anchors capacity to the drifted useful anchor so per-device utilization stays exactly 100% and the Minimum Utilization=100 floor (AC_ Small, Refrigeration_ Large) remains feasible | fix 20260814: stripped *10^6 — live area stores Unit Capacity in plain kW (v0.92 export verified)"
