branch_path,variable,scenario,region,scale,units,per,expression
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum Availability,Regional Aspiration Scenario,Indonesia,,Percent,,ScenarioValue(AMS Target Scenario)*Key\Capacity Additions Multiplier\Fossil Fuel Dispatch Reduction:Activity Level[Percent]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,Exogenous Capacity[MW]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,Unlimited
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum_Share_of_Production,AMS Target Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum_Share_of_Production,Baseline Simulation,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Maximum_Share_of_Production,Regional Aspiration Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Merit Order,AMS Target Scenario,Indonesia,,Merit Order,,4
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Merit Order,Baseline Simulation,Indonesia,,Merit Order,,4
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Merit Order,Current Accounts,Indonesia,,Merit Order,,4
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Charge,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Charge,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Charge,Regional Aspiration Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Share of Production,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Utilization,AMS Target Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Utilization,Baseline Simulation,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Utilization,Current Accounts,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Minimum Utilization,Regional Aspiration Scenario,Indonesia,,Percent,,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Node,AMS Target Scenario,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Node,Baseline Simulation,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Node,Current Accounts,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Node,Regional Aspiration Scenario,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Optimized New Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Efficiency,AMS Target Scenario,Indonesia,,Percent,,"Interp(2022, 33, 2023, 36)  * Key\Cal\Transformation\Coal_sub_eff:Activity Level[factor] ? Vietnam PDP8; WS1"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Efficiency,Baseline Simulation,Indonesia,,Percent,,"Interp(2022, 33, 2023, 36)  * Key\Cal\Transformation\Coal_sub_eff:Activity Level[factor] ? Vietnam PDP8; WS1"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Efficiency,Current Accounts,Indonesia,,Percent,,"Interp(2022, 33, 2023, 36)  * Key\Cal\Transformation\Coal_sub_eff:Activity Level[factor] ? Vietnam PDP8; WS1"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Efficiency,Regional Aspiration Scenario,Indonesia,,Percent,,"Interp(2022, 33, 2023, 36)  * Key\Cal\Transformation\Coal_sub_eff:Activity Level[factor] ? Vietnam PDP8; WS1"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Share,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Share,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Process Share,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Real Investment Cost,AMS Target Scenario,Indonesia,Million,USD,,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Real Investment Cost,Baseline Simulation,Indonesia,Million,USD,,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Real Investment Cost,Current Accounts,Indonesia,Million,USD,,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Real Investment Cost,Regional Aspiration Scenario,Indonesia,Million,USD,,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Renewable Qualified,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Salvage Value,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Salvage Value,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Salvage Value,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Salvage Value,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Seasonal Storage Carryover,Current Accounts,Indonesia,,Yes/No,,No
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Starting Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Stranded Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Stranded Cost,Baseline Simulation,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Stranded Cost,Current Accounts,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Stranded Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Variable OM Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2022, 1.5, 2030, 1.45, 2050, 1.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Variable OM Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2022, 1.5, 2030, 1.45, 2050, 1.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Variable OM Cost,Current Accounts,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2022, 1.5, 2030, 1.45, 2050, 1.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Variable OM Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2030, 0.12, 2050, 0.11)"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,2020 USD,Kilogramme,"Interp(2046, 0, 2047, 1.49, 2048, 1.52, 2049, 1.49, 2050, 3.03, 2051, 24.24, 2052, 26.87, 2053, 27.27, 2054, 27.27, 2055, 43.28, 2056, 43.28, 2057, 43.94, 2058, 43.94, 2059, 43.94, 2060, 43.94) ?  _x000D_
_x000D_
_x000D_
Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Feedstock Fuel Share,Baseline Simulation,Indonesia,,2020 USD,Kilogramme,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Feedstock Fuel Share,Current Accounts,Indonesia,,2020 USD,Kilogramme,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,2020 USD,Kilogramme,"Interp(2046, 0, 2047, 1.49, 2048, 1.52, 2049, 1.49, 2050, 3.03, 2051, 24.24, 2052, 26.87, 2053, 27.27, 2054, 27.27, 2055, 43.28, 2056, 43.28, 2057, 43.94, 2058, 43.94, 2059, 43.94, 2060, 43.94) ?  _x000D_
_x000D_
_x000D_
Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Fuel Cost,AMS Target Scenario,Indonesia,,2020 USD,Kilogramme,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Fuel Cost,Baseline Simulation,Indonesia,,2020 USD,Kilogramme,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Fuel Cost,Current Accounts,Indonesia,,2020 USD,Kilogramme,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Fuel Cost,Regional Aspiration Scenario,Indonesia,,2020 USD,Kilogramme,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Ammonia,Fuel Source,Regional Aspiration Scenario,Indonesia,,2020 USD,Kilogramme,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,"Interp(2029, 0, 2030, 1.52, 2031, 3.03, 2032, 3.03, 2033, 4.55, 2034, 6.06, 2035, 7.46, 2036, 8.96, 2037, 10.45, 2038, 11.94, 2039, 13.43, 2040, 13.43, 2041, 13.43, 2042, 17.91, 2043, 17.91, 2044, 19.7, 2045, 37.31, 2046, 43.94, 2047, 47.76, 2048, 48.48, 2049, 50.75, 2050, 53.03, 2051, 54.55, 2052, 53.73, 2053, 54.55, 2054, 54.55, 2055, 53.73, 2056, 53.73, 2057, 56.06, 2058, 56.06, 2059, 56.06, 2060, 56.06) ?_x000D_
_x000D_
 Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Feedstock Fuel Share,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Feedstock Fuel Share,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,"Interp(2029, 0, 2030, 1.52, 2031, 3.03, 2032, 3.03, 2033, 4.55, 2034, 6.06, 2035, 7.46, 2036, 8.96, 2037, 10.45, 2038, 11.94, 2039, 13.43, 2040, 13.43, 2041, 13.43, 2042, 17.91, 2043, 17.91, 2044, 19.7, 2045, 37.31, 2046, 43.94, 2047, 47.76, 2048, 48.48, 2049, 50.75, 2050, 53.03, 2051, 54.55, 2052, 53.73, 2053, 54.55, 2054, 54.55, 2055, 53.73, 2056, 53.73, 2057, 56.06, 2058, 56.06, 2059, 56.06, 2060, 56.06) ?_x000D_
_x000D_
 Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Fuel Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Fuel Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Fuel Cost,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Fuel Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass,Fuel Source,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.6 ?d
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.6 ?d
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.6 ?d
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.6 ?d
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.013 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.013 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.013 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.013 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Metric Tonne,Terajoule,91.7 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Baseline Simulation,Indonesia,,Metric Tonne,Terajoule,91.7 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Current Accounts,Indonesia,,Metric Tonne,Terajoule,91.7 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Metric Tonne,Terajoule,91.7 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,90 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,90 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,90 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,90 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,30 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,30 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,30 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,30 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Fuel Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Fuel Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Fuel Cost,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Fuel Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
