branch_path,variable,units,scale,per
Key\Transmission\Lines\Vietnam_Cambodia_E,Efficiency_,fraction,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Fixed OM Cost_,million $,,
Key\Transmission\Lines\Vietnam_Cambodia_E,From Node,ID,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Fuel__,ID,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Interest Rate_,ID,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Lifetime_,years,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Maximum Flow,MW,,
Key\Transmission\Lines\Vietnam_Cambodia_E,To Node,ID,,
Key\Transmission\Lines\Vietnam_Cambodia_E,Variable OM Cost_,million $/PJ,,
Key\Transmission\Nodes\Brunei,Activity Level,NA,,
Key\Transmission\Nodes\Brunei,Region_,ID,,
Key\Transmission\Nodes\Cambodia,Activity Level,NA,,
Key\Transmission\Nodes\Cambodia,Region_,ID,,
Key\Transmission\Nodes\Indonesia,Activity Level,NA,,
Key\Transmission\Nodes\Indonesia,Region_,ID,,
Key\Transmission\Nodes\Laos,Activity Level,NA,,
Key\Transmission\Nodes\Laos,Region_,ID,,
Key\Transmission\Nodes\Malaysia,Activity Level,NA,,
Key\Transmission\Nodes\Malaysia,Region_,ID,,
Key\Transmission\Nodes\Myanmar,Activity Level,NA,,
Key\Transmission\Nodes\Myanmar,Region_,ID,,
Key\Transmission\Nodes\Philippines,Activity Level,NA,,
Key\Transmission\Nodes\Philippines,Region_,ID,,
Key\Transmission\Nodes\Singapore,Activity Level,NA,,
Key\Transmission\Nodes\Singapore,Region_,ID,,
Key\Transmission\Nodes\Thailand,Activity Level,NA,,
Key\Transmission\Nodes\Thailand,Region_,ID,,
Key\Transmission\Nodes\Vietnam,Activity Level,NA,,
Key\Transmission\Nodes\Vietnam,Region_,ID,,
Key\Transmission\Transmission Enabled\Electricity_,Activity Level,NA,,
Key\Transmission\Transmission Enabled\Electricity_,Fuel___,ID,,
Key\Transmission\Transmission Enabled\Electricity_,Transmission Modeling Type,ID,,
