Country,Year,Scenario,Size_group,Efficiency_level,efficiency_pct,useful_energy_intensity_toe,demand_cost_usd_per_hh,kwh_unit,om_electricity_usd,tariff_usd_per_kwh
Lao PDR,2051,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,210.29573706947147,663.8,52.1083,0.0785
Lao PDR,2051,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,196.03321531998108,501.4,39.3599,0.0785
Lao PDR,2051,ATS,Small,High_eff,83.37477621301498,0.0129394990724537,79.8522465128622,180.4938868179489,14.168770115208986,0.0785
Lao PDR,2051,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,63.78264524277641,518.6,40.7101,0.0785
Lao PDR,2051,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.08497817414676,353.5,27.74975,0.0785
Lao PDR,2052,ATS,Large,High_eff,85.07630225817854,0.0211432771541045,323.80658528665344,289.0303254554026,22.688880548249102,0.0785
Lao PDR,2052,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,308.3877560850356,760.1,59.66785,0.0785
Lao PDR,2052,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,299.03814450050226,605.0,47.4925,0.0785
Lao PDR,2052,ATS,Medium,High_eff,85.07630225817857,0.0192862979294207,221.91467185413416,263.6452677955938,20.696153521954116,0.0785
Lao PDR,2052,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,211.34730652774687,663.8,52.1083,0.0785
Lao PDR,2052,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,197.013562942437,501.4,39.3599,0.0785
Lao PDR,2052,ATS,Small,High_eff,85.07630225817856,0.0129394990724537,79.68885524245287,176.88400908158985,13.885394712904803,0.0785
Lao PDR,2052,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,64.10104874408688,518.6,40.7101,0.0785
Lao PDR,2052,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.1855266482448,353.5,27.74975,0.0785
Lao PDR,2053,ATS,Large,High_eff,86.812553324672,0.0211432771541045,325.4265329248997,283.24971894629454,22.23510293728412,0.0785
Lao PDR,2053,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,309.9294993545389,760.1,59.66785,0.0785
Lao PDR,2053,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,300.532406546126,605.0,47.4925,0.0785
Lao PDR,2053,ATS,Medium,High_eff,86.81255332467201,0.0192862979294207,223.0248945889668,258.3723624396819,20.28223045151503,0.0785
Lao PDR,2053,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,212.404462012361,663.8,52.1083,0.0785
Lao PDR,2053,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,197.9994965912317,501.4,39.3599,0.0785
Lao PDR,2053,ATS,Small,High_eff,86.812553324672,0.0129394990724537,79.54222205105991,173.34632889995808,13.607686818646709,0.0785
Lao PDR,2053,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,64.42224525856673,518.6,40.7101,0.0785
Lao PDR,2053,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.29305765526631,353.5,27.74975,0.0785
Lao PDR,2054,ATS,Large,High_eff,88.58423808639999,0.0211432771541045,327.05346309606944,277.58472456736865,21.79040087853844,0.0785
Lao PDR,2054,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,311.4796216635504,760.1,59.66785,0.0785
Lao PDR,2054,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,302.03504763125784,605.0,47.4925,0.0785
Lao PDR,2054,ATS,Medium,High_eff,88.58423808639999,0.0192862979294207,224.13930684355336,253.2049151908883,19.876585842484733,0.0785
Lao PDR,2054,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,213.4658070167292,663.8,52.1083,0.0785
Lao PDR,2054,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,198.98961975978048,501.4,39.3599,0.0785
Lao PDR,2054,ATS,Small,High_eff,88.58423808639999,0.0129394990724537,79.41095043209856,169.8794023219589,13.335533082273772,0.0785
Lao PDR,2054,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,64.7434417730466,518.6,40.7101,0.0785
Lao PDR,2054,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.408967701796,353.5,27.74975,0.0785
Lao PDR,2055,ATS,Large,High_eff,90.39207967999998,0.0211432771541045,328.6887723067473,272.0330300760213,21.354592860967674,0.0785
Lao PDR,2055,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,313.0367265054854,760.1,59.66785,0.0785
Lao PDR,2055,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,303.54606775589787,605.0,47.4925,0.0785
Lao PDR,2055,ATS,Medium,High_eff,90.39207968,0.0192862979294207,225.2607016310635,248.1408168870705,19.47905412563504,0.0785
Lao PDR,2055,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,214.5341345540209,663.8,52.1083,0.0785
Lao PDR,2055,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,199.98393244808327,501.4,39.3599,0.0785
Lao PDR,2055,ATS,Small,High_eff,90.39207967999998,0.0129394990724537,79.29504038556887,166.48181427551975,13.0688224206283,0.0785
Lao PDR,2055,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,65.06743130069584,518.6,40.7101,0.0785
Lao PDR,2055,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.53325678783386,353.5,27.74975,0.0785
Lao PDR,2056,ATS,Large,High_eff,92.236816,0.0211432771541045,330.33106405034863,266.59236947450086,20.92750100374832,0.0785
Lao PDR,2056,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,314.6022103869285,760.1,59.66785,0.0785
Lao PDR,2056,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,305.0626739068766,605.0,47.4925,0.0785
Lao PDR,2056,ATS,Medium,High_eff,92.236816,0.0192862979294207,226.3862859383277,243.1780005493291,19.089473043122336,0.0785
Lao PDR,2056,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,215.60665161106672,663.8,52.1083,0.0785
Lao PDR,2056,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,200.98383116272493,501.4,39.3599,0.0785
Lao PDR,2056,ATS,Small,High_eff,92.236816,0.0129394990724537,79.19309540488615,163.1521779900093,12.807445972215731,0.0785
Lao PDR,2056,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,65.39281733492979,518.6,40.7101,0.0785
Lao PDR,2056,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.6645284067952,353.5,27.74975,0.0785
Lao PDR,2057,ATS,Large,High_eff,94.1192,0.0211432771541045,331.98313134004286,261.2605220850108,20.508950983673348,0.0785
Lao PDR,2057,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,316.1746768012951,760.1,59.66785,0.0785
Lao PDR,2057,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,306.5890556039484,605.0,47.4925,0.0785
Lao PDR,2057,ATS,Medium,High_eff,94.1192,0.0192862979294207,227.5188527785154,238.31444053834247,18.70768358225989,0.0785
Lao PDR,2057,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,216.68475469445127,663.8,52.1083,0.0785
Lao PDR,2057,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,201.98931590370543,501.4,39.3599,0.0785
Lao PDR,2057,ATS,Small,High_eff,94.1192,0.0129394990724537,79.10651199663505,159.88913443020914,12.551297052771416,0.0785
Lao PDR,2057,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,65.71959987574843,518.6,40.7101,0.0785
Lao PDR,2057,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.80278255868001,353.5,27.74975,0.0785
Lao PDR,2058,ATS,Large,High_eff,96.04,0.0211432771541045,333.6435776692453,256.0353116433106,20.09877196399988,0.0785
Lao PDR,2058,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,317.75552225516986,760.1,59.66785,0.0785
Lao PDR,2058,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,308.1210233273588,605.0,47.4925,0.0785
Lao PDR,2058,ATS,Medium,High_eff,96.04,0.0192862979294207,228.65560913845712,233.54815172757569,18.33352991061469,0.0785
Lao PDR,2058,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,217.76844380417464,663.8,52.1083,0.0785
Lao PDR,2058,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,202.9989901644399,501.4,39.3599,0.0785
Lao PDR,2058,ATS,Small,High_eff,96.04,0.0129394990724537,79.03249714764621,156.69135174160496,12.30027111171599,0.0785
Lao PDR,2058,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,66.04917542973645,518.6,40.7101,0.0785
Lao PDR,2058,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.94941575007299,353.5,27.74975,0.0785
Lao PDR,2059,ATS,Large,High_eff,98.0,0.0211432771541045,335.3110065313712,250.9146054104444,19.69679652471989,0.0785
Lao PDR,2059,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,319.3447467485528,760.1,59.66785,0.0785
Lao PDR,2059,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,309.6627665968621,605.0,47.4925,0.0785
Lao PDR,2059,ATS,Medium,High_eff,98.0,0.0192862979294207,229.7993480313224,228.87718869302415,17.9668593124024,0.0785
Lao PDR,2059,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,218.85632243365208,663.8,52.1083,0.0785
Lao PDR,2059,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,204.0142504515132,501.4,39.3599,0.0785
Lao PDR,2059,ATS,Small,High_eff,98.0,0.0129394990724537,78.97384387108902,153.55752470677288,12.05426568948167,0.0785
Lao PDR,2059,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,66.37875098372449,518.6,40.7101,0.0785
Lao PDR,2059,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.10303147438943,353.5,27.74975,0.0785
Lao PDR,2060,ATS,Large,High_eff,100.0,0.0211432771541045,336.9882109395899,245.89631330223548,19.30286059422549,0.0785
Lao PDR,2060,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,320.9409537748593,760.1,59.66785,0.0785
Lao PDR,2060,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,311.2100958927042,605.0,47.4925,0.0785
Lao PDR,2060,ATS,Medium,High_eff,100.0,0.0192862979294207,230.9486729505264,224.29964491916368,17.60752212615435,0.0785
Lao PDR,2060,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,219.95118359605297,663.8,52.1083,0.0785
Lao PDR,2060,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,205.0337002583406,501.4,39.3599,0.0785
Lao PDR,2060,ATS,Small,High_eff,100.0,0.0129394990724537,78.92775915379407,150.4863742126374,11.813180375692037,0.0785
Lao PDR,2060,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,66.7111195508819,518.6,40.7101,0.0785
Lao PDR,2060,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.26223322504468,353.5,27.74975,0.0785
Malaysia,2014,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2014,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2014,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2014,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2014,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2014,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2014,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2014,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2014,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2015,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2015,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2015,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2015,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2015,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2015,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2015,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2015,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2015,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2016,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2016,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2016,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2016,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2016,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2016,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2016,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2016,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2016,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2017,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2017,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2017,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2017,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2017,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2017,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2017,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2017,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2017,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2018,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2018,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2018,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2018,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2018,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2018,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2018,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2018,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2018,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2019,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2019,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2019,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2019,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2019,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2019,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2019,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2019,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2019,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2020,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2020,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2020,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2020,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2020,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2020,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2020,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2020,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2020,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2021,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2021,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2021,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2021,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2021,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2021,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2021,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2021,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2021,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2022,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2022,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2022,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2022,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2022,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2022,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2022,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2022,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2022,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2023,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,280.4464523384573,498.7,30.4207,0.061
Malaysia,2023,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,266.85844326937456,760.1,46.3661,0.061
Malaysia,2023,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,258.61905441967383,605.0,36.905,0.061
Malaysia,2023,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.18972534282528,454.9,27.7489,0.061
Malaysia,2023,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,182.886502331662,663.8,40.4918,0.061
Malaysia,2023,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,166.19824864455632,501.4,30.5854,0.061
Malaysia,2023,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,93.17491933085286,305.2,18.6172,0.061
Malaysia,2023,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.469241544086856,518.6,31.6346,0.061
Malaysia,2023,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.60437733829495,353.5,21.5635,0.061
Malaysia,2024,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,281.60275979058474,498.7,30.4207,0.061
Malaysia,2024,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,268.19210705775834,760.1,46.3661,0.061
Malaysia,2024,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,260.0616457216638,605.0,36.905,0.061
Malaysia,2024,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,195.7343629108564,454.9,27.7489,0.061
Malaysia,2024,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,183.80121414463727,663.8,40.4918,0.061
Malaysia,2024,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,167.6129098148524,501.4,30.5854,0.061
Malaysia,2024,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,92.32165380760418,305.2,18.6172,0.061
Malaysia,2024,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,55.74714635444117,518.6,31.6346,0.061
Malaysia,2024,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.36697121889681,353.5,21.5635,0.061
Malaysia,2025,ATS,Large,High_eff,49.3074620618078,0.0211432771541045,283.0104384279573,498.7,30.4207,0.061
Malaysia,2025,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,269.53414988565027,760.1,46.3661,0.061
Malaysia,2025,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,261.3617933520149,605.0,36.905,0.061
Malaysia,2025,ATS,Medium,High_eff,49.30746206180781,0.0192862979294207,196.29575855790367,454.9,27.7489,0.061
Malaysia,2025,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,184.7201154773666,663.8,40.4918,0.061
Malaysia,2025,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,169.0177954390556,501.4,30.5854,0.061
Malaysia,2025,ATS,Small,High_eff,49.3074620618078,0.0129394990724537,91.5019044423882,305.2,18.6172,0.061
Malaysia,2025,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.025051164795485,518.6,31.6346,0.061
Malaysia,2025,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,72.14771968509967,353.5,21.5635,0.061
Malaysia,2026,ATS,Large,High_eff,50.313736797763056,0.0211432771541045,284.42509959825344,488.726,29.812286,0.061
Malaysia,2026,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,270.881778739881,760.1,46.3661,0.061
Malaysia,2026,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,262.66892351528946,605.0,36.905,0.061
Malaysia,2026,ATS,Medium,High_eff,50.31373679776306,0.0192862979294207,196.8725157773828,445.802,27.193922,0.061
Malaysia,2026,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,185.64320632985,663.8,40.4918,0.061
Malaysia,2026,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,170.41290551716594,501.4,30.5854,0.061
Malaysia,2026,ATS,Small,High_eff,50.313736797763056,0.0129394990724537,90.71846424837427,299.096,18.244856,0.061
Malaysia,2026,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.30574898831918,518.6,31.6346,0.061
Malaysia,2026,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.9438297237342,353.5,21.5635,0.061
Malaysia,2027,ATS,Large,High_eff,51.340547752819454,0.0211432771541045,285.8481398080577,478.95148,29.21604028,0.061
Malaysia,2027,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,272.2363901270352,760.1,46.3661,0.061
Malaysia,2027,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,263.9816397049028,605.0,36.905,0.061
Malaysia,2027,ATS,Medium,High_eff,51.340547752819454,0.0192862979294207,197.4632380627088,436.88596,26.65004356,0.061
Malaysia,2027,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,186.5718832086722,663.8,40.4918,0.061
Malaysia,2027,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,171.79824004918342,501.4,30.5854,0.061
Malaysia,2027,ATS,Small,High_eff,51.340547752819454,0.0129394990724537,89.96714370580835,293.11407999999994,17.879958879999997,0.061
Malaysia,2027,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.58644681184288,518.6,31.6346,0.061
Malaysia,2027,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.75669784138508,353.5,21.5635,0.061
Malaysia,2028,ATS,Large,High_eff,52.38831403348924,0.0211432771541045,287.2767660442007,469.37245039999993,28.6317194744,0.061
Malaysia,2028,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,273.5965875405281,760.1,46.3661,0.061
Malaysia,2028,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,265.3013384274396,605.0,36.905,0.061
Malaysia,2028,ATS,Medium,High_eff,52.388314033489245,0.0192862979294207,198.0693219204664,428.1482408,26.117042688799994,0.061
Malaysia,2028,ATS,Medium,Low_eff,33.79024479047359,0.0192862979294207,187.5047496072485,663.8,40.4918,0.061
Malaysia,2028,ATS,Medium,Mid_eff,44.73467190250573,0.0192862979294207,173.173799035108,501.4,30.5854,0.061
Malaysia,2028,ATS,Small,High_eff,52.38831403348924,0.0129394990724537,89.2493393212751,287.2517984,17.5223597024,0.061
Malaysia,2028,ATS,Small,Low_eff,29.01781222765858,0.0129394990724537,56.86993764853598,518.6,31.6346,0.061
Malaysia,2028,ATS,Small,Mid_eff,42.57040288900634,0.0129394990724537,71.58492753146759,353.5,21.5635,0.061
Malaysia,2029,ATS,Large,High_eff,53.45746329947881,0.0211432771541045,288.7137713198519,459.985001392,28.059085084911995,0.061
Malaysia,2029,ATS,Large,Low_eff,32.350521418528544,0.0211432771541045,274.96516399352925,760.1,46.3661,0.061
Malaysia,2029,ATS,Large,Mid_eff,40.64401872764223,0.0211432771541045,266.6280196828999,605.0,36.905,0.061
Malaysia,2029,ATS,Medium,High_eff,53.457463299478825,0.0192862979294207,198.69076735065573,419.5852759839999,25.594701835023997,0.061
