Country,Year,Scenario,Tech,share_percent,source
Indonesia,2055,BAS,LED,52.0,projected
Indonesia,2056,BAS,Incandescent,9.0,projected
Indonesia,2056,BAS,CFL,20.0,projected
Indonesia,2056,BAS,Fluorescent,16.0,projected
Indonesia,2056,BAS,Halogen,3.0,projected
Indonesia,2056,BAS,LED,52.0,projected
Indonesia,2057,BAS,Incandescent,9.0,projected
Indonesia,2057,BAS,CFL,20.0,projected
Indonesia,2057,BAS,Fluorescent,16.0,projected
Indonesia,2057,BAS,Halogen,3.0,projected
Indonesia,2057,BAS,LED,52.0,projected
Indonesia,2058,BAS,Incandescent,9.0,projected
Indonesia,2058,BAS,CFL,20.0,projected
Indonesia,2058,BAS,Fluorescent,16.0,projected
Indonesia,2058,BAS,Halogen,3.0,projected
Indonesia,2058,BAS,LED,52.0,projected
Indonesia,2059,BAS,Incandescent,9.0,projected
Indonesia,2059,BAS,CFL,20.0,projected
Indonesia,2059,BAS,Fluorescent,16.0,projected
Indonesia,2059,BAS,Halogen,3.0,projected
Indonesia,2059,BAS,LED,52.0,projected
Indonesia,2060,BAS,Incandescent,9.0,projected
Indonesia,2060,BAS,CFL,20.0,projected
Indonesia,2060,BAS,Fluorescent,16.0,projected
Indonesia,2060,BAS,Halogen,3.0,projected
Indonesia,2060,BAS,LED,52.0,projected
Indonesia,2025,ATS,Incandescent,9.0,projected
Indonesia,2025,ATS,CFL,20.0,projected
Indonesia,2025,ATS,Fluorescent,16.0,projected
Indonesia,2025,ATS,Halogen,3.0,projected
Indonesia,2025,ATS,LED,52.0,projected
Indonesia,2026,ATS,Incandescent,8.6752,projected
Indonesia,2026,ATS,CFL,19.2783,projected
Indonesia,2026,ATS,Fluorescent,15.4226,projected
Indonesia,2026,ATS,Halogen,2.8917,projected
Indonesia,2026,ATS,LED,53.7321,projected
Indonesia,2027,ATS,Incandescent,8.2687,projected
Indonesia,2027,ATS,CFL,18.3749,projected
Indonesia,2027,ATS,Fluorescent,14.6999,projected
Indonesia,2027,ATS,Halogen,2.7562,projected
Indonesia,2027,ATS,LED,55.9002,projected
Indonesia,2028,ATS,Incandescent,7.7709,projected
Indonesia,2028,ATS,CFL,17.2687,projected
Indonesia,2028,ATS,Fluorescent,13.815,projected
Indonesia,2028,ATS,Halogen,2.5903,projected
Indonesia,2028,ATS,LED,58.555,projected
Indonesia,2029,ATS,Incandescent,7.1776,projected
Indonesia,2029,ATS,CFL,15.9502,projected
Indonesia,2029,ATS,Fluorescent,12.7602,projected
Indonesia,2029,ATS,Halogen,2.3925,projected
Indonesia,2029,ATS,LED,61.7195,projected
Indonesia,2030,ATS,Incandescent,6.4926,projected
Indonesia,2030,ATS,CFL,14.428,projected
Indonesia,2030,ATS,Fluorescent,11.5424,projected
Indonesia,2030,ATS,Halogen,2.1642,projected
Indonesia,2030,ATS,LED,65.3728,projected
Indonesia,2031,ATS,Incandescent,5.7304,projected
Indonesia,2031,ATS,CFL,12.7342,projected
Indonesia,2031,ATS,Fluorescent,10.1874,projected
Indonesia,2031,ATS,Halogen,1.9101,projected
Indonesia,2031,ATS,LED,69.4379,projected
Indonesia,2032,ATS,Incandescent,4.9162,projected
Indonesia,2032,ATS,CFL,10.925,projected
Indonesia,2032,ATS,Fluorescent,8.74,projected
Indonesia,2032,ATS,Halogen,1.6387,projected
Indonesia,2032,ATS,LED,73.78,projected
Indonesia,2033,ATS,Incandescent,4.0838,projected
Indonesia,2033,ATS,CFL,9.075,projected
Indonesia,2033,ATS,Fluorescent,7.26,projected
Indonesia,2033,ATS,Halogen,1.3613,projected
Indonesia,2033,ATS,LED,78.22,projected
Indonesia,2034,ATS,Incandescent,3.2696,projected
Indonesia,2034,ATS,CFL,7.2658,projected
Indonesia,2034,ATS,Fluorescent,5.8126,projected
Indonesia,2034,ATS,Halogen,1.0899,projected
Indonesia,2034,ATS,LED,82.5621,projected
Indonesia,2035,ATS,Incandescent,2.5074,projected
Indonesia,2035,ATS,CFL,5.572,projected
Indonesia,2035,ATS,Fluorescent,4.4576,projected
Indonesia,2035,ATS,Halogen,0.8358,projected
Indonesia,2035,ATS,LED,86.6272,projected
Indonesia,2036,ATS,Incandescent,1.8224,projected
Indonesia,2036,ATS,CFL,4.0498,projected
Indonesia,2036,ATS,Fluorescent,3.2398,projected
Indonesia,2036,ATS,Halogen,0.6075,projected
Indonesia,2036,ATS,LED,90.2805,projected
Indonesia,2037,ATS,Incandescent,1.2291,projected
Indonesia,2037,ATS,CFL,2.7313,projected
Indonesia,2037,ATS,Fluorescent,2.185,projected
Indonesia,2037,ATS,Halogen,0.4097,projected
Indonesia,2037,ATS,LED,93.445,projected
Indonesia,2038,ATS,Incandescent,0.7313,projected
Indonesia,2038,ATS,CFL,1.6251,projected
Indonesia,2038,ATS,Fluorescent,1.3001,projected
Indonesia,2038,ATS,Halogen,0.2438,projected
Indonesia,2038,ATS,LED,96.0998,projected
Indonesia,2039,ATS,Incandescent,0.3248,projected
Indonesia,2039,ATS,CFL,0.7217,projected
Indonesia,2039,ATS,Fluorescent,0.5774,projected
Indonesia,2039,ATS,Halogen,0.1083,projected
Indonesia,2039,ATS,LED,98.2679,projected
Indonesia,2040,ATS,Incandescent,0.0,projected
Indonesia,2040,ATS,CFL,0.0,projected
Indonesia,2040,ATS,Fluorescent,0.0,projected
Indonesia,2040,ATS,Halogen,0.0,projected
Indonesia,2040,ATS,LED,100.0,projected
Indonesia,2041,ATS,Incandescent,0.0,projected
Indonesia,2041,ATS,CFL,0.0,projected
Indonesia,2041,ATS,Fluorescent,0.0,projected
Indonesia,2041,ATS,Halogen,0.0,projected
Indonesia,2041,ATS,LED,100.0,projected
Indonesia,2042,ATS,Incandescent,0.0,projected
Indonesia,2042,ATS,CFL,0.0,projected
Indonesia,2042,ATS,Fluorescent,0.0,projected
Indonesia,2042,ATS,Halogen,0.0,projected
Indonesia,2042,ATS,LED,100.0,projected
Indonesia,2043,ATS,Incandescent,0.0,projected
Indonesia,2043,ATS,CFL,0.0,projected
Indonesia,2043,ATS,Fluorescent,0.0,projected
Indonesia,2043,ATS,Halogen,0.0,projected
Indonesia,2043,ATS,LED,100.0,projected
Indonesia,2044,ATS,Incandescent,0.0,projected
Indonesia,2044,ATS,CFL,0.0,projected
Indonesia,2044,ATS,Fluorescent,0.0,projected
Indonesia,2044,ATS,Halogen,0.0,projected
Indonesia,2044,ATS,LED,100.0,projected
Indonesia,2045,ATS,Incandescent,0.0,projected
Indonesia,2045,ATS,CFL,0.0,projected
Indonesia,2045,ATS,Fluorescent,0.0,projected
Indonesia,2045,ATS,Halogen,0.0,projected
Indonesia,2045,ATS,LED,100.0,projected
Indonesia,2046,ATS,Incandescent,0.0,projected
Indonesia,2046,ATS,CFL,0.0,projected
Indonesia,2046,ATS,Fluorescent,0.0,projected
Indonesia,2046,ATS,Halogen,0.0,projected
Indonesia,2046,ATS,LED,100.0,projected
Indonesia,2047,ATS,Incandescent,0.0,projected
Indonesia,2047,ATS,CFL,0.0,projected
Indonesia,2047,ATS,Fluorescent,0.0,projected
Indonesia,2047,ATS,Halogen,0.0,projected
Indonesia,2047,ATS,LED,100.0,projected
Indonesia,2048,ATS,Incandescent,0.0,projected
Indonesia,2048,ATS,CFL,0.0,projected
Indonesia,2048,ATS,Fluorescent,0.0,projected
Indonesia,2048,ATS,Halogen,0.0,projected
Indonesia,2048,ATS,LED,100.0,projected
Indonesia,2049,ATS,Incandescent,0.0,projected
Indonesia,2049,ATS,CFL,0.0,projected
Indonesia,2049,ATS,Fluorescent,0.0,projected
Indonesia,2049,ATS,Halogen,0.0,projected
Indonesia,2049,ATS,LED,100.0,projected
Indonesia,2050,ATS,Incandescent,0.0,projected
Indonesia,2050,ATS,CFL,0.0,projected
Indonesia,2050,ATS,Fluorescent,0.0,projected
Indonesia,2050,ATS,Halogen,0.0,projected
Indonesia,2050,ATS,LED,100.0,projected
Indonesia,2051,ATS,Incandescent,0.0,projected
Indonesia,2051,ATS,CFL,0.0,projected
Indonesia,2051,ATS,Fluorescent,0.0,projected
Indonesia,2051,ATS,Halogen,0.0,projected
Indonesia,2051,ATS,LED,100.0,projected
Indonesia,2052,ATS,Incandescent,0.0,projected
Indonesia,2052,ATS,CFL,0.0,projected
Indonesia,2052,ATS,Fluorescent,0.0,projected
Indonesia,2052,ATS,Halogen,0.0,projected
Indonesia,2052,ATS,LED,100.0,projected
Indonesia,2053,ATS,Incandescent,0.0,projected
Indonesia,2053,ATS,CFL,0.0,projected
Indonesia,2053,ATS,Fluorescent,0.0,projected
Indonesia,2053,ATS,Halogen,0.0,projected
Indonesia,2053,ATS,LED,100.0,projected
Indonesia,2054,ATS,Incandescent,0.0,projected
Indonesia,2054,ATS,CFL,0.0,projected
Indonesia,2054,ATS,Fluorescent,0.0,projected
Indonesia,2054,ATS,Halogen,0.0,projected
Indonesia,2054,ATS,LED,100.0,projected
Indonesia,2055,ATS,Incandescent,0.0,projected
Indonesia,2055,ATS,CFL,0.0,projected
Indonesia,2055,ATS,Fluorescent,0.0,projected
Indonesia,2055,ATS,Halogen,0.0,projected
Indonesia,2055,ATS,LED,100.0,projected
Indonesia,2056,ATS,Incandescent,0.0,projected
Indonesia,2056,ATS,CFL,0.0,projected
Indonesia,2056,ATS,Fluorescent,0.0,projected
Indonesia,2056,ATS,Halogen,0.0,projected
Indonesia,2056,ATS,LED,100.0,projected
Indonesia,2057,ATS,Incandescent,0.0,projected
Indonesia,2057,ATS,CFL,0.0,projected
Indonesia,2057,ATS,Fluorescent,0.0,projected
Indonesia,2057,ATS,Halogen,0.0,projected
Indonesia,2057,ATS,LED,100.0,projected
Indonesia,2058,ATS,Incandescent,0.0,projected
Indonesia,2058,ATS,CFL,0.0,projected
Indonesia,2058,ATS,Fluorescent,0.0,projected
Indonesia,2058,ATS,Halogen,0.0,projected
Indonesia,2058,ATS,LED,100.0,projected
Indonesia,2059,ATS,Incandescent,0.0,projected
Indonesia,2059,ATS,CFL,0.0,projected
Indonesia,2059,ATS,Fluorescent,0.0,projected
Indonesia,2059,ATS,Halogen,0.0,projected
Indonesia,2059,ATS,LED,100.0,projected
Indonesia,2060,ATS,Incandescent,0.0,projected
Indonesia,2060,ATS,CFL,0.0,projected
Indonesia,2060,ATS,Fluorescent,0.0,projected
Indonesia,2060,ATS,Halogen,0.0,projected
Indonesia,2060,ATS,LED,100.0,projected
Indonesia,2025,RAS,Incandescent,9.0,projected
Indonesia,2025,RAS,CFL,20.0,projected
Indonesia,2025,RAS,Fluorescent,16.0,projected
Indonesia,2025,RAS,Halogen,3.0,projected
Indonesia,2025,RAS,LED,52.0,projected
Indonesia,2026,RAS,Incandescent,8.3637,projected
Indonesia,2026,RAS,CFL,18.5859,projected
Indonesia,2026,RAS,Fluorescent,14.8687,projected
Indonesia,2026,RAS,Halogen,2.7879,projected
Indonesia,2026,RAS,LED,55.3938,projected
Indonesia,2027,RAS,Incandescent,7.5785,projected
Indonesia,2027,RAS,CFL,16.8411,projected
Indonesia,2027,RAS,Fluorescent,13.4729,projected
Indonesia,2027,RAS,Halogen,2.5262,projected
Indonesia,2027,RAS,LED,59.5813,projected
Indonesia,2028,RAS,Incandescent,6.6504,projected
Indonesia,2028,RAS,CFL,14.7787,projected
Indonesia,2028,RAS,Fluorescent,11.823,projected
Indonesia,2028,RAS,Halogen,2.2168,projected
Indonesia,2028,RAS,LED,64.5311,projected
Indonesia,2029,RAS,Incandescent,5.6075,projected
Indonesia,2029,RAS,CFL,12.4611,projected
Indonesia,2029,RAS,Fluorescent,9.9688,projected
Indonesia,2029,RAS,Halogen,1.8692,projected
Indonesia,2029,RAS,LED,70.0935,projected
Indonesia,2030,RAS,Incandescent,4.5,projected
Indonesia,2030,RAS,CFL,10.0,projected
Indonesia,2030,RAS,Fluorescent,8.0,projected
Indonesia,2030,RAS,Halogen,1.5,projected
Indonesia,2030,RAS,LED,76.0,projected
Indonesia,2031,RAS,Incandescent,3.3925,projected
Indonesia,2031,RAS,CFL,7.5389,projected
Indonesia,2031,RAS,Fluorescent,6.0312,projected
Indonesia,2031,RAS,Halogen,1.1308,projected
Indonesia,2031,RAS,LED,81.9065,projected
Indonesia,2032,RAS,Incandescent,2.3496,projected
Indonesia,2032,RAS,CFL,5.2213,projected
Indonesia,2032,RAS,Fluorescent,4.177,projected
Indonesia,2032,RAS,Halogen,0.7832,projected
Indonesia,2032,RAS,LED,87.4689,projected
Indonesia,2033,RAS,Incandescent,1.4215,projected
Indonesia,2033,RAS,CFL,3.1589,projected
Indonesia,2033,RAS,Fluorescent,2.5271,projected
Indonesia,2033,RAS,Halogen,0.4738,projected
Indonesia,2033,RAS,LED,92.4187,projected
Indonesia,2034,RAS,Incandescent,0.6363,projected
Indonesia,2034,RAS,CFL,1.4141,projected
Indonesia,2034,RAS,Fluorescent,1.1313,projected
Indonesia,2034,RAS,Halogen,0.2121,projected
Indonesia,2034,RAS,LED,96.6062,projected
Indonesia,2035,RAS,Incandescent,0.0,projected
Indonesia,2035,RAS,CFL,0.0,projected
Indonesia,2035,RAS,Fluorescent,0.0,projected
Indonesia,2035,RAS,Halogen,0.0,projected
Indonesia,2035,RAS,LED,100.0,projected
Indonesia,2036,RAS,Incandescent,0.0,projected
Indonesia,2036,RAS,CFL,0.0,projected
Indonesia,2036,RAS,Fluorescent,0.0,projected
Indonesia,2036,RAS,Halogen,0.0,projected
Indonesia,2036,RAS,LED,100.0,projected
Indonesia,2037,RAS,Incandescent,0.0,projected
Indonesia,2037,RAS,CFL,0.0,projected
Indonesia,2037,RAS,Fluorescent,0.0,projected
Indonesia,2037,RAS,Halogen,0.0,projected
Indonesia,2037,RAS,LED,100.0,projected
Indonesia,2038,RAS,Incandescent,0.0,projected
Indonesia,2038,RAS,CFL,0.0,projected
Indonesia,2038,RAS,Fluorescent,0.0,projected
Indonesia,2038,RAS,Halogen,0.0,projected
Indonesia,2038,RAS,LED,100.0,projected
Indonesia,2039,RAS,Incandescent,0.0,projected
Indonesia,2039,RAS,CFL,0.0,projected
Indonesia,2039,RAS,Fluorescent,0.0,projected
Indonesia,2039,RAS,Halogen,0.0,projected
Indonesia,2039,RAS,LED,100.0,projected
Indonesia,2040,RAS,Incandescent,0.0,projected
Indonesia,2040,RAS,CFL,0.0,projected
Indonesia,2040,RAS,Fluorescent,0.0,projected
Indonesia,2040,RAS,Halogen,0.0,projected
Indonesia,2040,RAS,LED,100.0,projected
Indonesia,2041,RAS,Incandescent,0.0,projected
Indonesia,2041,RAS,CFL,0.0,projected
Indonesia,2041,RAS,Fluorescent,0.0,projected
Indonesia,2041,RAS,Halogen,0.0,projected
Indonesia,2041,RAS,LED,100.0,projected
Indonesia,2042,RAS,Incandescent,0.0,projected
Indonesia,2042,RAS,CFL,0.0,projected
Indonesia,2042,RAS,Fluorescent,0.0,projected
Indonesia,2042,RAS,Halogen,0.0,projected
Indonesia,2042,RAS,LED,100.0,projected
Indonesia,2043,RAS,Incandescent,0.0,projected
Indonesia,2043,RAS,CFL,0.0,projected
Indonesia,2043,RAS,Fluorescent,0.0,projected
Indonesia,2043,RAS,Halogen,0.0,projected
Indonesia,2043,RAS,LED,100.0,projected
Indonesia,2044,RAS,Incandescent,0.0,projected
Indonesia,2044,RAS,CFL,0.0,projected
Indonesia,2044,RAS,Fluorescent,0.0,projected
Indonesia,2044,RAS,Halogen,0.0,projected
Indonesia,2044,RAS,LED,100.0,projected
Indonesia,2045,RAS,Incandescent,0.0,projected
Indonesia,2045,RAS,CFL,0.0,projected
Indonesia,2045,RAS,Fluorescent,0.0,projected
Indonesia,2045,RAS,Halogen,0.0,projected
Indonesia,2045,RAS,LED,100.0,projected
Indonesia,2046,RAS,Incandescent,0.0,projected
Indonesia,2046,RAS,CFL,0.0,projected
Indonesia,2046,RAS,Fluorescent,0.0,projected
Indonesia,2046,RAS,Halogen,0.0,projected
Indonesia,2046,RAS,LED,100.0,projected
Indonesia,2047,RAS,Incandescent,0.0,projected
Indonesia,2047,RAS,CFL,0.0,projected
Indonesia,2047,RAS,Fluorescent,0.0,projected
Indonesia,2047,RAS,Halogen,0.0,projected
Indonesia,2047,RAS,LED,100.0,projected
Indonesia,2048,RAS,Incandescent,0.0,projected
Indonesia,2048,RAS,CFL,0.0,projected
Indonesia,2048,RAS,Fluorescent,0.0,projected
Indonesia,2048,RAS,Halogen,0.0,projected
Indonesia,2048,RAS,LED,100.0,projected
Indonesia,2049,RAS,Incandescent,0.0,projected
Indonesia,2049,RAS,CFL,0.0,projected
Indonesia,2049,RAS,Fluorescent,0.0,projected
Indonesia,2049,RAS,Halogen,0.0,projected
Indonesia,2049,RAS,LED,100.0,projected
Indonesia,2050,RAS,Incandescent,0.0,projected
Indonesia,2050,RAS,CFL,0.0,projected
Indonesia,2050,RAS,Fluorescent,0.0,projected
Indonesia,2050,RAS,Halogen,0.0,projected
Indonesia,2050,RAS,LED,100.0,projected
Indonesia,2051,RAS,Incandescent,0.0,projected
Indonesia,2051,RAS,CFL,0.0,projected
Indonesia,2051,RAS,Fluorescent,0.0,projected
Indonesia,2051,RAS,Halogen,0.0,projected
Indonesia,2051,RAS,LED,100.0,projected
Indonesia,2052,RAS,Incandescent,0.0,projected
Indonesia,2052,RAS,CFL,0.0,projected
Indonesia,2052,RAS,Fluorescent,0.0,projected
Indonesia,2052,RAS,Halogen,0.0,projected
Indonesia,2052,RAS,LED,100.0,projected
Indonesia,2053,RAS,Incandescent,0.0,projected
Indonesia,2053,RAS,CFL,0.0,projected
Indonesia,2053,RAS,Fluorescent,0.0,projected
Indonesia,2053,RAS,Halogen,0.0,projected
Indonesia,2053,RAS,LED,100.0,projected
Indonesia,2054,RAS,Incandescent,0.0,projected
Indonesia,2054,RAS,CFL,0.0,projected
Indonesia,2054,RAS,Fluorescent,0.0,projected
Indonesia,2054,RAS,Halogen,0.0,projected
Indonesia,2054,RAS,LED,100.0,projected
Indonesia,2055,RAS,Incandescent,0.0,projected
Indonesia,2055,RAS,CFL,0.0,projected
Indonesia,2055,RAS,Fluorescent,0.0,projected
Indonesia,2055,RAS,Halogen,0.0,projected
Indonesia,2055,RAS,LED,100.0,projected
Indonesia,2056,RAS,Incandescent,0.0,projected
Indonesia,2056,RAS,CFL,0.0,projected
Indonesia,2056,RAS,Fluorescent,0.0,projected
Indonesia,2056,RAS,Halogen,0.0,projected
Indonesia,2056,RAS,LED,100.0,projected
Indonesia,2057,RAS,Incandescent,0.0,projected
Indonesia,2057,RAS,CFL,0.0,projected
Indonesia,2057,RAS,Fluorescent,0.0,projected
Indonesia,2057,RAS,Halogen,0.0,projected
Indonesia,2057,RAS,LED,100.0,projected
Indonesia,2058,RAS,Incandescent,0.0,projected
Indonesia,2058,RAS,CFL,0.0,projected
Indonesia,2058,RAS,Fluorescent,0.0,projected
Indonesia,2058,RAS,Halogen,0.0,projected
Indonesia,2058,RAS,LED,100.0,projected
Indonesia,2059,RAS,Incandescent,0.0,projected
Indonesia,2059,RAS,CFL,0.0,projected
Indonesia,2059,RAS,Fluorescent,0.0,projected
Indonesia,2059,RAS,Halogen,0.0,projected
Indonesia,2059,RAS,LED,100.0,projected
Indonesia,2060,RAS,Incandescent,0.0,projected
Indonesia,2060,RAS,CFL,0.0,projected
Indonesia,2060,RAS,Fluorescent,0.0,projected
Indonesia,2060,RAS,Halogen,0.0,projected
Indonesia,2060,RAS,LED,100.0,projected
Lao PDR,2025,BAS,Incandescent,14.0,projected
Lao PDR,2025,BAS,CFL,23.0,projected
Lao PDR,2025,BAS,Fluorescent,19.0,projected
Lao PDR,2025,BAS,Halogen,2.0,projected
Lao PDR,2025,BAS,LED,42.0,projected
Lao PDR,2026,BAS,Incandescent,14.0,projected
Lao PDR,2026,BAS,CFL,23.0,projected
Lao PDR,2026,BAS,Fluorescent,19.0,projected
Lao PDR,2026,BAS,Halogen,2.0,projected
Lao PDR,2026,BAS,LED,42.0,projected
Lao PDR,2027,BAS,Incandescent,14.0,projected
Lao PDR,2027,BAS,CFL,23.0,projected
Lao PDR,2027,BAS,Fluorescent,19.0,projected
Lao PDR,2027,BAS,Halogen,2.0,projected
Lao PDR,2027,BAS,LED,42.0,projected
Lao PDR,2028,BAS,Incandescent,14.0,projected
Lao PDR,2028,BAS,CFL,23.0,projected
Lao PDR,2028,BAS,Fluorescent,19.0,projected
Lao PDR,2028,BAS,Halogen,2.0,projected
Lao PDR,2028,BAS,LED,42.0,projected
Lao PDR,2029,BAS,Incandescent,14.0,projected
Lao PDR,2029,BAS,CFL,23.0,projected
Lao PDR,2029,BAS,Fluorescent,19.0,projected
Lao PDR,2029,BAS,Halogen,2.0,projected
Lao PDR,2029,BAS,LED,42.0,projected
Lao PDR,2030,BAS,Incandescent,14.0,projected
Lao PDR,2030,BAS,CFL,23.0,projected
Lao PDR,2030,BAS,Fluorescent,19.0,projected
Lao PDR,2030,BAS,Halogen,2.0,projected
Lao PDR,2030,BAS,LED,42.0,projected
Lao PDR,2031,BAS,Incandescent,14.0,projected
Lao PDR,2031,BAS,CFL,23.0,projected
Lao PDR,2031,BAS,Fluorescent,19.0,projected
Lao PDR,2031,BAS,Halogen,2.0,projected
Lao PDR,2031,BAS,LED,42.0,projected
Lao PDR,2032,BAS,Incandescent,14.0,projected
Lao PDR,2032,BAS,CFL,23.0,projected
Lao PDR,2032,BAS,Fluorescent,19.0,projected
Lao PDR,2032,BAS,Halogen,2.0,projected
Lao PDR,2032,BAS,LED,42.0,projected
Lao PDR,2033,BAS,Incandescent,14.0,projected
Lao PDR,2033,BAS,CFL,23.0,projected
Lao PDR,2033,BAS,Fluorescent,19.0,projected
Lao PDR,2033,BAS,Halogen,2.0,projected
Lao PDR,2033,BAS,LED,42.0,projected
Lao PDR,2034,BAS,Incandescent,14.0,projected
Lao PDR,2034,BAS,CFL,23.0,projected
Lao PDR,2034,BAS,Fluorescent,19.0,projected
Lao PDR,2034,BAS,Halogen,2.0,projected
Lao PDR,2034,BAS,LED,42.0,projected
Lao PDR,2035,BAS,Incandescent,14.0,projected
Lao PDR,2035,BAS,CFL,23.0,projected
Lao PDR,2035,BAS,Fluorescent,19.0,projected
Lao PDR,2035,BAS,Halogen,2.0,projected
Lao PDR,2035,BAS,LED,42.0,projected
Lao PDR,2036,BAS,Incandescent,14.0,projected
Lao PDR,2036,BAS,CFL,23.0,projected
Lao PDR,2036,BAS,Fluorescent,19.0,projected
Lao PDR,2036,BAS,Halogen,2.0,projected
Lao PDR,2036,BAS,LED,42.0,projected
Lao PDR,2037,BAS,Incandescent,14.0,projected
Lao PDR,2037,BAS,CFL,23.0,projected
Lao PDR,2037,BAS,Fluorescent,19.0,projected
Lao PDR,2037,BAS,Halogen,2.0,projected
Lao PDR,2037,BAS,LED,42.0,projected
Lao PDR,2038,BAS,Incandescent,14.0,projected
Lao PDR,2038,BAS,CFL,23.0,projected
Lao PDR,2038,BAS,Fluorescent,19.0,projected
Lao PDR,2038,BAS,Halogen,2.0,projected
Lao PDR,2038,BAS,LED,42.0,projected
Lao PDR,2039,BAS,Incandescent,14.0,projected
Lao PDR,2039,BAS,CFL,23.0,projected
Lao PDR,2039,BAS,Fluorescent,19.0,projected
Lao PDR,2039,BAS,Halogen,2.0,projected
Lao PDR,2039,BAS,LED,42.0,projected
Lao PDR,2040,BAS,Incandescent,14.0,projected
Lao PDR,2040,BAS,CFL,23.0,projected
Lao PDR,2040,BAS,Fluorescent,19.0,projected
Lao PDR,2040,BAS,Halogen,2.0,projected
Lao PDR,2040,BAS,LED,42.0,projected
Lao PDR,2041,BAS,Incandescent,14.0,projected
Lao PDR,2041,BAS,CFL,23.0,projected
Lao PDR,2041,BAS,Fluorescent,19.0,projected
Lao PDR,2041,BAS,Halogen,2.0,projected
Lao PDR,2041,BAS,LED,42.0,projected
Lao PDR,2042,BAS,Incandescent,14.0,projected
Lao PDR,2042,BAS,CFL,23.0,projected
Lao PDR,2042,BAS,Fluorescent,19.0,projected
Lao PDR,2042,BAS,Halogen,2.0,projected
Lao PDR,2042,BAS,LED,42.0,projected
Lao PDR,2043,BAS,Incandescent,14.0,projected
Lao PDR,2043,BAS,CFL,23.0,projected
Lao PDR,2043,BAS,Fluorescent,19.0,projected
Lao PDR,2043,BAS,Halogen,2.0,projected
Lao PDR,2043,BAS,LED,42.0,projected
Lao PDR,2044,BAS,Incandescent,14.0,projected
Lao PDR,2044,BAS,CFL,23.0,projected
Lao PDR,2044,BAS,Fluorescent,19.0,projected
Lao PDR,2044,BAS,Halogen,2.0,projected
Lao PDR,2044,BAS,LED,42.0,projected
Lao PDR,2045,BAS,Incandescent,14.0,projected
Lao PDR,2045,BAS,CFL,23.0,projected
Lao PDR,2045,BAS,Fluorescent,19.0,projected
Lao PDR,2045,BAS,Halogen,2.0,projected
Lao PDR,2045,BAS,LED,42.0,projected
Lao PDR,2046,BAS,Incandescent,14.0,projected
Lao PDR,2046,BAS,CFL,23.0,projected
Lao PDR,2046,BAS,Fluorescent,19.0,projected
Lao PDR,2046,BAS,Halogen,2.0,projected
Lao PDR,2046,BAS,LED,42.0,projected
Lao PDR,2047,BAS,Incandescent,14.0,projected
Lao PDR,2047,BAS,CFL,23.0,projected
Lao PDR,2047,BAS,Fluorescent,19.0,projected
Lao PDR,2047,BAS,Halogen,2.0,projected
Lao PDR,2047,BAS,LED,42.0,projected
Lao PDR,2048,BAS,Incandescent,14.0,projected
Lao PDR,2048,BAS,CFL,23.0,projected
Lao PDR,2048,BAS,Fluorescent,19.0,projected
Lao PDR,2048,BAS,Halogen,2.0,projected
Lao PDR,2048,BAS,LED,42.0,projected
Lao PDR,2049,BAS,Incandescent,14.0,projected
Lao PDR,2049,BAS,CFL,23.0,projected
Lao PDR,2049,BAS,Fluorescent,19.0,projected
Lao PDR,2049,BAS,Halogen,2.0,projected
Lao PDR,2049,BAS,LED,42.0,projected
Lao PDR,2050,BAS,Incandescent,14.0,projected
Lao PDR,2050,BAS,CFL,23.0,projected
Lao PDR,2050,BAS,Fluorescent,19.0,projected
Lao PDR,2050,BAS,Halogen,2.0,projected
Lao PDR,2050,BAS,LED,42.0,projected
Lao PDR,2051,BAS,Incandescent,14.0,projected
Lao PDR,2051,BAS,CFL,23.0,projected
Lao PDR,2051,BAS,Fluorescent,19.0,projected
Lao PDR,2051,BAS,Halogen,2.0,projected
Lao PDR,2051,BAS,LED,42.0,projected
Lao PDR,2052,BAS,Incandescent,14.0,projected
Lao PDR,2052,BAS,CFL,23.0,projected
Lao PDR,2052,BAS,Fluorescent,19.0,projected
Lao PDR,2052,BAS,Halogen,2.0,projected
Lao PDR,2052,BAS,LED,42.0,projected
Lao PDR,2053,BAS,Incandescent,14.0,projected
Lao PDR,2053,BAS,CFL,23.0,projected
Lao PDR,2053,BAS,Fluorescent,19.0,projected
Lao PDR,2053,BAS,Halogen,2.0,projected
Lao PDR,2053,BAS,LED,42.0,projected
Lao PDR,2054,BAS,Incandescent,14.0,projected
Lao PDR,2054,BAS,CFL,23.0,projected
Lao PDR,2054,BAS,Fluorescent,19.0,projected
Lao PDR,2054,BAS,Halogen,2.0,projected
Lao PDR,2054,BAS,LED,42.0,projected
Lao PDR,2055,BAS,Incandescent,14.0,projected
Lao PDR,2055,BAS,CFL,23.0,projected
Lao PDR,2055,BAS,Fluorescent,19.0,projected
Lao PDR,2055,BAS,Halogen,2.0,projected
Lao PDR,2055,BAS,LED,42.0,projected
Lao PDR,2056,BAS,Incandescent,14.0,projected
Lao PDR,2056,BAS,CFL,23.0,projected
Lao PDR,2056,BAS,Fluorescent,19.0,projected
Lao PDR,2056,BAS,Halogen,2.0,projected
Lao PDR,2056,BAS,LED,42.0,projected
Lao PDR,2057,BAS,Incandescent,14.0,projected
Lao PDR,2057,BAS,CFL,23.0,projected
