ams,branch,branch_type,variable,year,value,unit,unit_source
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wave,Transformation Process,Curtailed Energy Production,2060,1359625.2810056747,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Costs of Production,2025,7541.968752904119,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Costs of Production,2030,6525.175597629317,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Costs of Production,2060,3966327.272727271,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2025,55044.86135906931,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2030,288447.9684269037,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2035,593917.6600895205,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2040,941971.159022616,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2045,1427351.220720127,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2050,2100445.3132280502,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2055,2139985.402088158,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Energy Generation,2060,1359883.1147601944,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2025,38509.09557292383,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2030,228436.4057957276,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2035,334392.99257267814,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2040,745939.6008015606,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2045,1103912.0172757236,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2050,1653271.736,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2055,1393850.0305770747,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Power Generation,2060,751291.3998651619,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2025,98460.89691070779,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2030,337022.49767402967,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2035,693483.9582054038,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2040,1133348.5760080616,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2045,1877767.4398356644,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2050,2277583.196542101,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2055,1948302.4433980794,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Wind Offshore,Transformation Process,Curtailed Energy Production,2060,2153589.494760557,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2025,398368.67128859914,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2030,521582.7195321218,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2035,925716.1889921859,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2040,1526068.33365123,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2045,1161847.5999098497,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2050,1970949.153541719,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2055,793728.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Energy Generation,2060,795661.0705359608,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2025,221982.273797055,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2030,373495.7053085095,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2035,507787.0504711583,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2040,1058330.4475728415,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2045,1286136.7656235644,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2050,1630235.8150104124,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2055,1040000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Power Generation,2060,1043799.2738521243,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2025,288878.77297380316,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2030,386612.68545981735,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2035,740389.7939449734,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2040,1366136.1655598234,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2045,1086508.2678887334,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2050,1673124.9652626566,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2055,793728.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Transformation Process,Curtailed Energy Production,2060,796014.06446836,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Costs of Production,2045,396500.0,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Costs of Production,2050,3050000.0,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Costs of Production,2055,396500.0,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Costs of Production,2060,8202981.6665982455,Thousand U.S. Dollar,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2025,175038.0309502487,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2030,392717.5919658324,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2035,739639.9133326656,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2040,1182186.195575451,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2045,835105.1167853648,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2050,1322288.9843099467,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2055,793728.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Energy Generation,2060,788274.6218673178,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2025,136100.5907769039,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2030,262321.97656444146,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2035,349839.9769887642,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2040,896043.4106995141,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2045,832165.7717216501,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2050,1531632.519058699,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2055,1040000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2060,1024312.271469605,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2025,80963.05658469012,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2030,359685.69407165307,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2035,737317.5966891844,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2040,977289.5458266721,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2045,338654.53892705444,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2050,396827.2868231858,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2060,2470.1778705875854,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2050,197652369.80038765,Metric Tonne CO2 Equivalent,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2055,143639644.72798294,Metric Tonne CO2 Equivalent,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2060,28746802.443611637,Metric Tonne CO2 Equivalent,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2025,61527.08259895831,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2030,322416.3262603936,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2035,660919.3379937777,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2050,1265668.0360285386,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2055,1999464.3675176469,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2060,2984428.742682866,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2025,3557.4857832057432,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2030,180851.05958175455,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2035,348286.97285215015,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2040,474238.8,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2045,573944.616,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2050,79177.14717647138,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2055,286738.5580721455,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2060,850675.2973745498,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2025,58132.14338942029,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2030,304626.0494980245,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2035,624451.1539012173,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2050,1348253.8712564143,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2055,2266295.826035294,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2060,3660333.361879421,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2025,750.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2030,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2035,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2040,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2045,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2050,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2055,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Capacity Additions,2060,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2025,64817.205885598734,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2030,339657.3430324181,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2035,696261.5972505349,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2050,1343283.2474115894,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2055,2420847.262111765,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2060,4051744.7875954583,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2025,3188.4886821898285,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2030,162092.44162286882,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2035,312161.21125086496,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2040,474238.8,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2045,573944.616,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2050,634841.8068254583,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2055,1179839.0802002398,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2060,2019565.7744325262,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2025,222521.65653009654,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2030,501854.50747323746,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2035,702392.998692911,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2050,1337456.235621883,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2055,2491111.8443647055,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2060,4229604.330596667,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2030,1000.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2035,2800.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2040,3125.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2045,3125.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2050,3125.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2055,3125.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Capacity Additions,2060,3125.0,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2025,220710.39818726288,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2030,492947.1869584279,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2035,684420.9269088109,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2045,1188934.2265723813,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2050,1450845.0513484476,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2055,2467917.348564705,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2060,4170762.7391451164,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2025,289370.0490254754,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2030,182324.26255545518,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2035,351124.099741501,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2040,474238.80000000005,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2045,576223.5507404756,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2050,632014.3839809091,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2055,1286723.4816160798,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2060,2332796.3482300476,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2025,214914.81003343133,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2030,471861.05609066796,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2035,645758.274603967,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2050,1346808.4188141185,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2055,2350945.210394118,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2060,3874517.523720094,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2025,206017.6280558135,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2030,445039.05816403806,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2035,600505.2623338705,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2050,1346247.0453682572,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2055,2158669.6239705887,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2060,3387666.8924798286,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2025,276555.55221633817,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2030,167623.25567787536,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2035,322812.5753572254,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2040,474238.8,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2045,573944.616,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2050,634463.3068098635,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2055,1220083.98287508,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2060,2137458.818033238,Megawatt,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2025,538430.9243606094,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2030,918675.9203967289,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2035,1286943.5135421387,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2040,861000.0,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2045,1042020.0000000001,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2050,1342352.1362291323,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2055,1886943.8079882355,Gigajoule,inferred
Cambodia,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2060,2699463.0917884014,Gigajoule,inferred
